199, band 14 module 2 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    12978.168000       0.000000
    12979.226000       0.000000
    12980.285000       0.000000
    12981.343000       0.000000
    12982.402000       0.000000
    12983.461000       0.000000
    12984.520000       0.000000
    12985.580000       0.000000
    12986.639000       0.000000
    12987.700000       0.000000
    12988.759000       0.000000
    12989.820000       0.000000
    12990.880000       0.000000
    12991.941000       0.000000
    12993.001000       0.000000
    12994.061000       0.000000
    12995.123000       0.000000
    12996.183000       0.000000
    12997.245000       0.000000
    12998.306000       0.000000
    12999.369000       0.000001
    13000.430000       0.000001
    13001.493000       0.000001
    13002.554000       0.000002
    13003.617000       0.000004
    13004.679000       0.000005
    13005.743000       0.000008
    13006.805000       0.000013
    13007.868000       0.000019
    13008.932000       0.000029
    13009.995000       0.000043
    13011.059000       0.000063
    13012.122000       0.000092
    13013.186000       0.000134
    13014.250000       0.000193
    13015.315000       0.000275
    13016.379000       0.000390
    13017.444000       0.000548
    13018.509000       0.000765
    13019.574000       0.001058
    13020.639000       0.001452
    13021.704000       0.001978
    13022.770000       0.002673
    13023.835000       0.003583
    13024.901000       0.004767
    13025.967000       0.006290
    13027.034000       0.008236
    13028.100000       0.010700
    13029.167000       0.013791
    13030.233000       0.017634
    13031.300000       0.022372
    13032.367000       0.028160
    13033.435000       0.035168
    13034.502000       0.043578
    13035.569000       0.053578
    13036.637000       0.065360
    13037.705000       0.079114
    13038.774000       0.095020
    13039.841000       0.113242
    13040.910000       0.133918
    13041.979000       0.157154
    13043.048000       0.183012
    13044.117000       0.211505
    13045.186000       0.242586
    13046.255000       0.276146
    13047.324000       0.312008
    13048.395000       0.349927
    13049.464000       0.389591
    13050.535000       0.430629
    13051.604000       0.472613
    13052.675000       0.515076
    13053.745000       0.557522
    13054.817000       0.599444
    13055.887000       0.640342
    13056.959000       0.679739
    13058.030000       0.717203
    13059.102000       0.752359
    13060.173000       0.784906
    13061.244000       0.814627
    13062.317000       0.841392
    13063.389000       0.865164
    13064.461000       0.885993
    13065.533000       0.904009
    13066.607000       0.919410
    13067.679000       0.932448
    13068.753000       0.943408
    13069.826000       0.952594
    13070.899000       0.960307
    13071.973000       0.966830
    13073.047000       0.972414
    13074.120000       0.977267
    13075.194000       0.981548
    13076.269000       0.985364
    13077.343000       0.988773
    13078.418000       0.991793
    13079.492000       0.994405
    13080.568000       0.996570
    13081.643000       0.998268
    13082.719000       0.999427
    13083.794000       1.000000
    13084.870000       0.999966
    13085.945000       0.999326
    13087.022000       0.998101
    13088.098000       0.996330
    13089.174000       0.994063
    13090.251000       0.991350
    13091.327000       0.988231
    13092.405000       0.984725
    13093.481000       0.980814
    13094.559000       0.976441
    13095.636000       0.971497
    13096.714000       0.965825
    13097.792000       0.959216
    13098.870000       0.951423
    13099.948000       0.942160
    13101.026000       0.931127
    13102.105000       0.918020
    13103.183000       0.902556
    13104.263000       0.884483
    13105.341000       0.863605
    13106.421000       0.839792
    13107.500000       0.812996
    13108.580000       0.783254
    13109.659000       0.750697
    13110.740000       0.715542
    13111.820000       0.678091
    13112.900000       0.638719
    13113.980000       0.597858
    13115.061000       0.555983
    13116.142000       0.513605
    13117.223000       0.471218
    13118.304000       0.429315
    13119.385000       0.388364
    13120.467000       0.348788
    13121.549000       0.310960
    13122.631000       0.275189
    13123.713000       0.241720
    13124.796000       0.210727
    13125.878000       0.182319
    13126.961000       0.156541
    13128.043000       0.133380
    13129.126000       0.112773
    13130.209000       0.094616
    13131.292000       0.078768
    13132.376000       0.065066
    13133.460000       0.053329
    13134.544000       0.043369
    13135.628000       0.034994
    13136.712000       0.028016
    13137.796000       0.022254
    13138.882000       0.017538
    13139.966000       0.013714
    13141.051000       0.010639
    13142.136000       0.008189
    13143.221000       0.006254
    13144.307000       0.004739
    13145.392000       0.003562
    13146.479000       0.002657
    13147.564000       0.001966
    13148.651000       0.001443
    13149.737000       0.001051
    13150.824000       0.000760
    13151.910000       0.000545
    13152.998000       0.000387
    13154.084000       0.000273
    13155.171000       0.000191
    13156.259000       0.000133
    13157.346000       0.000092
    13158.435000       0.000063
    13159.522000       0.000042
    13160.611000       0.000029
    13161.699000       0.000019
    13162.788000       0.000013
    13163.876000       0.000008
    13164.966000       0.000005
    13166.054000       0.000004
    13167.144000       0.000002
    13168.233000       0.000001
    13169.322000       0.000001
    13170.413000       0.000001
    13171.502000       0.000000
    13172.593000       0.000000
    13173.683000       0.000000
    13174.774000       0.000000
    13175.864000       0.000000
    13176.956000       0.000000
    13178.046000       0.000000
    13179.138000       0.000000
    13180.229000       0.000000
    13181.321000       0.000000
    13182.413000       0.000000
    13183.504000       0.000000
    13184.597000       0.000000
    13185.689000       0.000000
    13186.782000       0.000000
    13187.874000       0.000000
    13188.967000       0.000000
    13190.060000       0.000000
    13191.154000       0.000000
    13192.247000       0.000000
