46, band 4 module 1 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    20023.214000       0.000000
    20026.992000       0.000000
    20030.770000       0.000000
    20034.551000       0.000000
    20038.331000       0.000000
    20042.115000       0.000000
    20045.899000       0.000000
    20049.685000       0.000000
    20053.471000       0.000000
    20057.261000       0.000000
    20061.051000       0.000000
    20064.842000       0.000000
    20068.636000       0.000001
    20072.429000       0.000002
    20076.226000       0.000003
    20080.022000       0.000006
    20083.822000       0.000010
    20087.621000       0.000019
    20091.423000       0.000034
    20095.225000       0.000059
    20099.030000       0.000101
    20102.836000       0.000170
    20106.644000       0.000283
    20110.452000       0.000463
    20114.262000       0.000746
    20118.073000       0.001183
    20121.887000       0.001845
    20125.701000       0.002832
    20129.517000       0.004278
    20133.334000       0.006358
    20137.154000       0.009301
    20140.975000       0.013388
    20144.796000       0.018964
    20148.619000       0.026436
    20152.443000       0.036269
    20156.270000       0.048972
    20160.097000       0.065082
    20163.927000       0.085130
    20167.756000       0.109612
    20171.589000       0.138936
    20175.422000       0.173381
    20179.257000       0.213044
    20183.093000       0.257800
    20186.931000       0.307275
    20190.770000       0.360826
    20194.611000       0.417556
    20198.453000       0.476345
    20202.297000       0.535910
    20206.141000       0.594882
    20209.988000       0.651900
    20213.836000       0.705708
    20217.686000       0.755247
    20221.536000       0.799729
    20225.389000       0.838681
    20229.243000       0.871963
    20233.098000       0.899743
    20236.955000       0.922447
    20240.813000       0.940684
    20244.673000       0.955155
    20248.534000       0.966571
    20252.397000       0.975575
    20256.261000       0.982694
    20260.127000       0.988316
    20263.993000       0.992690
    20267.863000       0.995965
    20271.732000       0.998225
    20275.604000       0.999539
    20279.477000       1.000000
    20283.352000       0.999753
    20287.227000       0.998996
    20291.105000       0.997964
    20294.983000       0.996903
    20298.864000       0.996026
    20302.746000       0.995483
    20306.630000       0.995331
    20310.515000       0.995532
    20314.401000       0.995962
    20318.289000       0.996443
    20322.178000       0.996783
    20326.069000       0.996819
    20329.961000       0.996454
    20333.855000       0.995679
    20337.750000       0.994575
    20341.648000       0.993294
    20345.545000       0.992038
    20349.446000       0.990988
    20353.346000       0.990283
    20357.250000       0.989990
    20361.153000       0.990084
    20365.060000       0.990457
    20368.966000       0.990937
    20372.876000       0.991330
    20376.785000       0.991462
    20380.698000       0.991216
    20384.610000       0.990616
    20388.526000       0.989872
    20392.442000       0.988909
    20396.360000       0.987913
    20400.280000       0.987074
    20404.200000       0.986550
    20408.123000       0.986428
    20412.046000       0.986708
    20415.972000       0.987299
    20419.898000       0.988044
    20423.827000       0.988751
    20427.756000       0.989178
    20431.688000       0.989209
    20435.620000       0.988827
    20439.555000       0.988066
    20443.490000       0.987044
    20447.429000       0.985937
    20451.367000       0.984939
    20455.308000       0.984219
    20459.249000       0.983887
    20463.193000       0.983966
    20467.138000       0.984388
    20471.085000       0.985010
    20475.032000       0.985646
    20478.982000       0.986105
    20482.934000       0.986236
    20486.886000       0.985960
    20490.841000       0.985287
    20494.796000       0.984313
    20498.754000       0.983202
    20502.712000       0.982144
    20506.673000       0.981315
    20510.634000       0.980837
    20514.598000       0.980747
    20518.562000       0.980986
    20522.529000       0.981406
    20526.496000       0.981797
    20530.466000       0.981917
    20534.437000       0.981534
    20538.410000       0.980455
    20542.383000       0.978542
    20546.360000       0.975704
    20550.336000       0.971878
    20554.315000       0.966984
    20558.295000       0.960882
    20562.277000       0.953327
    20566.261000       0.943947
    20570.246000       0.932227
    20574.233000       0.917544
    20578.220000       0.899208
    20582.210000       0.876540
    20586.200000       0.848953
    20590.194000       0.816039
    20594.187000       0.777645
    20598.183000       0.733916
    20602.180000       0.685323
    20606.179000       0.632642
    20610.179000       0.576910
    20614.182000       0.519352
    20618.184000       0.461293
    20622.190000       0.404061
    20626.196000       0.348899
    20630.205000       0.296888
    20634.214000       0.248888
    20638.226000       0.205512
    20642.238000       0.167113
    20646.253000       0.133800
    20650.269000       0.105469
    20654.286000       0.081841
    20658.306000       0.062511
    20662.326000       0.046995
    20666.348000       0.034773
    20670.372000       0.025322
    20674.397000       0.018147
    20678.424000       0.012798
    20682.453000       0.008882
    20686.482000       0.006066
    20690.514000       0.004077
    20694.547000       0.002696
    20698.582000       0.001755
    20702.618000       0.001124
    20706.656000       0.000708
    20710.695000       0.000439
    20714.737000       0.000268
    20718.779000       0.000161
    20722.824000       0.000095
    20726.869000       0.000055
    20730.917000       0.000032
    20734.966000       0.000018
    20739.016000       0.000010
    20743.069000       0.000005
    20747.122000       0.000003
    20751.178000       0.000002
    20755.234000       0.000001
    20759.293000       0.000000
    20763.352000       0.000000
    20767.415000       0.000000
    20771.477000       0.000000
    20775.542000       0.000000
    20779.608000       0.000000
    20783.677000       0.000000
    20787.746000       0.000000
    20791.817000       0.000000
    20795.890000       0.000000
    20799.965000       0.000000
    20804.040000       0.000000
