14, goes_14_sounder_14.flt  GOESO_sdr_operational_srf_rev_F
Number of data points:
652
Wavenumber (cm-1)   Filter response
     2176.200000       0.000749
     2176.300000       0.000781
     2176.400000       0.000812
     2176.500000       0.000841
     2176.600000       0.000869
     2176.700000       0.000896
     2176.800000       0.000920
     2176.900000       0.000941
     2177.000000       0.000959
     2177.100000       0.000974
     2177.200000       0.000987
     2177.300000       0.000996
     2177.400000       0.001002
     2177.500000       0.001005
     2177.600000       0.001005
     2177.700000       0.001002
     2177.800000       0.000996
     2177.900000       0.000987
     2178.000000       0.000975
     2178.100000       0.000960
     2178.200000       0.000942
     2178.300000       0.000921
     2178.400000       0.000896
     2178.500000       0.000869
     2178.600000       0.000839
     2178.700000       0.000806
     2178.800000       0.000770
     2178.900000       0.000731
     2179.000000       0.000688
     2179.100000       0.000643
     2179.200000       0.000595
     2179.300000       0.000544
     2179.400000       0.000490
     2179.500000       0.000433
     2179.600000       0.000374
     2179.700000       0.000311
     2179.800000       0.000248
     2179.900000       0.000184
     2180.000000       0.000121
     2180.100000       0.000060
     2180.200000       0.000001
     2180.300000       0.000000
     2180.400000       0.000000
     2180.500000       0.000000
     2180.600000       0.000000
     2180.700000       0.000000
     2180.800000       0.000000
     2180.900000       0.000000
     2181.000000       0.000000
     2181.100000       0.000000
     2181.200000       0.000000
     2181.300000       0.000000
     2181.400000       0.000000
     2181.500000       0.000000
     2181.600000       0.000000
     2181.700000       0.000088
     2181.800000       0.000203
     2181.900000       0.000336
     2182.000000       0.000490
     2182.100000       0.000665
     2182.200000       0.000861
     2182.300000       0.001081
     2182.400000       0.001318
     2182.500000       0.001556
     2182.600000       0.001775
     2182.700000       0.001971
     2182.800000       0.002145
     2182.900000       0.002298
     2183.000000       0.002430
     2183.100000       0.002543
     2183.200000       0.002638
     2183.300000       0.002716
     2183.400000       0.002778
     2183.500000       0.002824
     2183.600000       0.002857
     2183.700000       0.002876
     2183.800000       0.002883
     2183.900000       0.002879
     2184.000000       0.005351
     2184.100000       0.007236
     2184.200000       0.007173
     2184.300000       0.007328
     2184.400000       0.007385
     2184.500000       0.007470
     2184.600000       0.007588
     2184.700000       0.007765
     2184.800000       0.008010
     2184.900000       0.008317
     2185.000000       0.008675
     2185.100000       0.009063
     2185.200000       0.009453
     2185.300000       0.009826
     2185.400000       0.010161
     2185.500000       0.010449
     2185.600000       0.010692
     2185.700000       0.010900
     2185.800000       0.011095
     2185.900000       0.011300
     2186.000000       0.011546
     2186.100000       0.011857
     2186.200000       0.012249
     2186.300000       0.012734
     2186.400000       0.013308
     2186.500000       0.013959
     2186.600000       0.014662
     2186.700000       0.015391
     2186.800000       0.016114
     2186.900000       0.016796
     2187.000000       0.017414
     2187.100000       0.017946
     2187.200000       0.018376
     2187.300000       0.018702
     2187.400000       0.018925
     2187.500000       0.019053
     2187.600000       0.019093
     2187.700000       0.019060
     2187.800000       0.018963
     2187.900000       0.018812
