19, band 2 module 2 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    23755.845000       0.000000
    23761.142000       0.000000
    23766.440000       0.000000
    23771.740000       0.000000
    23777.044000       0.000000
    23782.349000       0.000000
    23787.656000       0.000000
    23792.967000       0.000000
    23798.279000       0.000000
    23803.593000       0.000000
    23808.911000       0.000000
    23814.230000       0.000000
    23819.552000       0.000000
    23824.877000       0.000000
    23830.203000       0.000000
    23835.532000       0.000000
    23840.865000       0.000001
    23846.198000       0.000001
    23851.534000       0.000003
    23856.873000       0.000005
    23862.214000       0.000010
    23867.557000       0.000020
    23872.904000       0.000038
    23878.251000       0.000070
    23883.601000       0.000128
    23888.955000       0.000229
    23894.310000       0.000402
    23899.667000       0.000690
    23905.029000       0.001160
    23910.391000       0.001912
    23915.755000       0.003090
    23921.124000       0.004893
    23926.493000       0.007593
    23931.865000       0.011550
    23937.241000       0.017219
    23942.617000       0.025159
    23947.996000       0.036033
    23953.379000       0.050584
    23958.763000       0.069605
    23964.149000       0.093888
    23969.539000       0.124150
    23974.931000       0.160946
    23980.324000       0.204580
    23985.722000       0.255006
    23991.120000       0.311761
    23996.521000       0.373917
    24001.926000       0.440087
    24007.331000       0.508475
    24012.739000       0.577009
    24018.151000       0.643496
    24023.564000       0.705813
    24028.980000       0.762125
    24034.399000       0.811064
    24039.819000       0.851868
    24045.242000       0.884445
    24050.669000       0.909345
    24056.097000       0.927651
    24061.527000       0.940790
    24066.961000       0.950301
    24072.396000       0.957652
    24077.833000       0.963992
    24083.275000       0.970044
    24088.717000       0.976069
    24094.162000       0.981914
    24099.611000       0.987143
    24105.061000       0.991215
    24110.513000       0.993666
    24115.969000       0.994267
    24121.426000       0.993102
    24126.886000       0.990597
    24132.350000       0.987449
    24137.814000       0.984470
    24143.281000       0.982423
    24148.752000       0.981863
    24154.224000       0.983015
    24159.699000       0.985730
    24165.177000       0.989510
    24170.657000       0.993625
    24176.139000       0.997272
    24181.625000       0.999466
    24187.112000       1.000000
    24192.601000       0.998847
    24198.095000       0.996303
    24203.589000       0.992973
    24209.086000       0.989637
    24214.587000       0.987076
    24220.089000       0.985895
    24225.593000       0.986392
    24231.102000       0.988483
    24236.611000       0.991564
    24242.123000       0.994386
    24247.639000       0.996832
    24253.156000       0.998166
    24258.675000       0.997897
    24264.199000       0.995885
    24269.723000       0.992379
    24275.250000       0.987961
    24280.782000       0.983416
    24286.313000       0.979561
    24291.848000       0.977063
    24297.387000       0.976246
    24302.926000       0.977098
    24308.468000       0.979255
    24314.015000       0.982029
    24319.562000       0.984587
    24325.111000       0.986146
    24330.665000       0.986140
    24336.220000       0.984350
    24341.777000       0.980957
    24347.339000       0.976497
    24352.901000       0.971746
    24358.466000       0.967535
    24364.035000       0.964600
    24369.605000       0.963383
    24375.178000       0.963944
    24380.755000       0.965947
    24386.332000       0.968730
    24391.912000       0.971460
    24397.497000       0.973308
    24403.082000       0.973642
    24408.670000       0.972164
    24414.262000       0.968977
    24419.855000       0.964558
    24425.451000       0.959678
    24431.051000       0.955203
    24436.651000       0.951909
    24442.254000       0.950312
    24447.862000       0.950549
    24453.470000       0.952347
    24459.081000       0.955080
    24464.697000       0.957904
    24470.313000       0.959942
    24475.931000       0.960460
    24481.554000       0.959041
    24487.178000       0.955656
    24492.805000       0.950637
    24498.436000       0.944579
    24504.067000       0.938159
    24509.701000       0.931930
    24515.340000       0.926116
    24520.979000       0.920472
    24526.621000       0.914221
    24532.268000       0.906106
    24537.915000       0.894264
    24543.564000       0.877234
    24549.219000       0.853478
    24554.874000       0.821821
    24560.531000       0.781680
    24566.193000       0.733177
    24571.856000       0.677156
    24577.521000       0.615106
    24583.191000       0.548998
    24588.862000       0.481079
    24594.535000       0.413542
    24600.213000       0.348406
    24605.891000       0.287767
    24611.572000       0.232950
    24617.258000       0.184779
    24622.944000       0.143595
    24628.633000       0.109312
    24634.327000       0.081506
    24640.021000       0.059523
    24645.718000       0.042571
    24651.419000       0.029817
    24657.121000       0.020452
    24662.826000       0.013737
    24668.535000       0.009035
    24674.245000       0.005819
    24679.958000       0.003670
    24685.675000       0.002267
    24691.393000       0.001371
    24697.114000       0.000812
    24702.839000       0.000471
    24708.565000       0.000267
    24714.294000       0.000149
    24720.027000       0.000081
    24725.761000       0.000043
    24731.497000       0.000022
    24737.239000       0.000011
    24742.980000       0.000006
    24748.725000       0.000003
    24754.474000       0.000001
    24760.224000       0.000001
    24765.977000       0.000000
    24771.734000       0.000000
    24777.492000       0.000000
    24783.252000       0.000000
    24789.018000       0.000000
    24794.784000       0.000000
    24800.552000       0.000000
    24806.325000       0.000000
    24812.100000       0.000000
    24817.876000       0.000000
    24823.658000       0.000000
    24829.440000       0.000000
    24835.224000       0.000000
    24841.014000       0.000000
    24846.804000       0.000000
    24852.597000       0.000000
    24858.394000       0.000000
