36 , eos_02_modis_36.flt     shift of 1.0cm-1 applied
Number of data points:
133
Wavenumber (cm-1)   Filter response
      689.000000       0.000000
      689.250000       0.000000
      689.500000       0.010522
      689.750000       0.011023
      690.000000       0.012650
      690.250000       0.014048
      690.500000       0.016248
      690.750000       0.018739
      691.000000       0.021787
      691.250000       0.025632
      691.500000       0.030326
      691.750000       0.036031
      692.000000       0.042947
      692.250000       0.051133
      692.500000       0.060632
      692.750000       0.071848
      693.000000       0.085313
      693.250000       0.101297
      693.500000       0.120003
      693.750000       0.141854
      694.000000       0.167358
      694.250000       0.196908
      694.500000       0.230312
      694.750000       0.266959
      695.000000       0.306167
      695.250000       0.347884
      695.500000       0.391655
      695.750000       0.436566
      696.000000       0.481536
      696.250000       0.526186
      696.500000       0.569972
      696.750000       0.611964
      697.000000       0.651327
      697.250000       0.687597
      697.500000       0.720081
      697.750000       0.747952
      698.000000       0.770750
      698.250000       0.788680
      698.500000       0.802468
      698.750000       0.812876
      699.000000       0.820207
      699.250000       0.824603
      699.500000       0.826890
      699.750000       0.828200
      700.000000       0.829265
      700.250000       0.830227
      700.500000       0.831224
      700.750000       0.832563
      701.000000       0.834507
      701.250000       0.837095
      701.500000       0.840352
      701.750000       0.844303
      702.000000       0.849079
      702.250000       0.854792
      702.500000       0.861392
      702.750000       0.868796
      703.000000       0.876818
      703.250000       0.885109
      703.500000       0.893280
      703.750000       0.901114
      704.000000       0.908645
      704.250000       0.915983
      704.500000       0.923209
      704.750000       0.930338
      705.000000       0.937372
      705.250000       0.944406
      705.500000       0.951496
      705.750000       0.958578
      706.000000       0.965541
      706.250000       0.972286
      706.500000       0.978663
      706.750000       0.984514
      707.000000       0.989749
      707.250000       0.994132
      707.500000       0.997362
      707.750000       0.999257
      708.000000       1.000000
      708.250000       0.999455
      708.500000       0.997083
      708.750000       0.992116
      709.000000       0.984086
      709.250000       0.972651
      709.500000       0.957378
      709.750000       0.937854
      710.000000       0.913755
      710.250000       0.885141
      710.500000       0.852389
      710.750000       0.815852
      711.000000       0.775697
      711.250000       0.732392
      711.500000       0.686831
      711.750000       0.639995
      712.000000       0.592482
      712.250000       0.544836
      712.500000       0.497821
      712.750000       0.452214
      713.000000       0.408369
      713.250000       0.366540
      713.500000       0.327170
      713.750000       0.290910
      714.000000       0.257968
      714.250000       0.228214
      714.500000       0.201390
      714.750000       0.177315
      715.000000       0.155797
      715.250000       0.136688
      715.500000       0.119757
      715.750000       0.104757
      716.000000       0.091591
      716.250000       0.080188
      716.500000       0.070383
      716.750000       0.061821
      717.000000       0.054232
      717.250000       0.047612
      717.500000       0.041914
      717.750000       0.037062
      718.000000       0.032965
      718.250000       0.029504
      718.500000       0.026484
      718.750000       0.023700
      719.000000       0.021095
      719.250000       0.018776
      719.500000       0.016761
      719.750000       0.015000
      720.000000       0.014020
      720.250000       0.012634
      720.500000       0.011393
      720.750000       0.011052
      721.000000       0.011125
      721.250000       0.010122
      721.500000       0.000000
      721.750000       0.000000
      722.000000       0.000000
