95, band 7 module 2 CCD column 374 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    15881.395000       0.000000
    15883.765000       0.000000
    15886.135000       0.000000
    15888.506000       0.000000
    15890.877000       0.000000
    15893.250000       0.000000
    15895.623000       0.000000
    15897.997000       0.000000
    15900.371000       0.000000
    15902.746000       0.000000
    15905.122000       0.000001
    15907.499000       0.000001
    15909.876000       0.000002
    15912.254000       0.000004
    15914.631000       0.000008
    15917.011000       0.000013
    15919.391000       0.000023
    15921.772000       0.000040
    15924.153000       0.000068
    15926.536000       0.000114
    15928.919000       0.000187
    15931.302000       0.000304
    15933.687000       0.000485
    15936.072000       0.000764
    15938.458000       0.001185
    15940.845000       0.001812
    15943.232000       0.002729
    15945.620000       0.004051
    15948.007000       0.005925
    15950.396000       0.008540
    15952.787000       0.012130
    15955.177000       0.016977
    15957.569000       0.023417
    15959.961000       0.031829
    15962.354000       0.042638
    15964.748000       0.056293
    15967.143000       0.073252
    15969.538000       0.093954
    15971.934000       0.118792
    15974.330000       0.148069
    15976.728000       0.181969
    15979.126000       0.220517
    15981.523000       0.263554
    15983.922000       0.310714
    15986.323000       0.361421
    15988.724000       0.414900
    15991.125000       0.470205
    15993.528000       0.526269
    15995.931000       0.581958
    15998.335000       0.636142
    16000.739000       0.687770
    16003.144000       0.735932
    16005.550000       0.779917
    16007.957000       0.819248
    16010.365000       0.853694
    16012.773000       0.883264
    16015.180000       0.908176
    16017.590000       0.928808
    16020.000000       0.945644
    16022.411000       0.959211
    16024.823000       0.970032
    16027.235000       0.978580
    16029.649000       0.985256
    16032.063000       0.990381
    16034.477000       0.994204
    16036.893000       0.996918
    16039.309000       0.998687
    16041.726000       0.999662
    16044.143000       1.000000
    16046.562000       0.999868
    16048.979000       0.999439
    16051.399000       0.998880
    16053.819000       0.998332
    16056.241000       0.997899
    16058.663000       0.997633
    16061.085000       0.997530
    16063.509000       0.997539
    16065.933000       0.997577
    16068.358000       0.997548
    16070.784000       0.997371
    16073.210000       0.996993
    16075.637000       0.996407
    16078.065000       0.995651
    16080.494000       0.994800
    16082.921000       0.993953
    16085.351000       0.993206
    16087.782000       0.992637
    16090.214000       0.992290
    16092.646000       0.992161
    16095.079000       0.992186
    16097.513000       0.992281
    16099.947000       0.992344
    16102.382000       0.992286
    16104.818000       0.992043
    16107.255000       0.991591
    16109.692000       0.990956
    16112.130000       0.990201
    16114.569000       0.989416
    16117.007000       0.988834
    16119.448000       0.988434
    16121.889000       0.988226
    16124.331000       0.988210
    16126.773000       0.988345
    16129.216000       0.988555
    16131.661000       0.988745
    16134.105000       0.988824
    16136.551000       0.988726
    16138.997000       0.988421
    16141.444000       0.987923
    16143.892000       0.987268
    16146.340000       0.986567
    16148.790000       0.985919
    16151.238000       0.985406
    16153.689000       0.985084
    16156.140000       0.984962
    16158.592000       0.985009
    16161.045000       0.985154
    16163.499000       0.985304
    16165.954000       0.985365
    16168.409000       0.985264
    16170.865000       0.984961
    16173.321000       0.984463
    16175.779000       0.983816
    16178.237000       0.983098
    16180.696000       0.982400
    16183.156000       0.981802
    16185.615000       0.981353
    16188.076000       0.981058
    16190.538000       0.980869
    16193.000000       0.980689
    16195.464000       0.980380
    16197.928000       0.979782
    16200.393000       0.978727
    16202.859000       0.977051
    16205.325000       0.974598
    16207.792000       0.971214
    16210.260000       0.966738
    16212.729000       0.960977
    16215.198000       0.953688
    16217.668000       0.944561
    16220.138000       0.933213
    16222.609000       0.919194
    16225.082000       0.902016
    16227.555000       0.881183
    16230.029000       0.856249
    16232.504000       0.826868
    16234.979000       0.792849
    16237.455000       0.754199
    16239.932000       0.711153
    16242.410000       0.664180
    16244.889000       0.613969
    16247.368000       0.561394
    16249.848000       0.507463
    16252.329000       0.453253
    16254.808000       0.399843
    16257.291000       0.348250
    16259.774000       0.299369
    16262.257000       0.253935
    16264.742000       0.212490
    16267.227000       0.175377
    16269.713000       0.142744
    16272.200000       0.114560
    16274.688000       0.090647
    16277.176000       0.070709
    16279.665000       0.054371
    16282.155000       0.041210
    16284.646000       0.030787
    16287.137000       0.022669
    16289.628000       0.016450
    16292.121000       0.011765
    16294.614000       0.008292
    16297.109000       0.005760
    16299.604000       0.003943
    16302.100000       0.002660
    16304.597000       0.001768
    16307.094000       0.001158
    16309.592000       0.000748
    16312.091000       0.000476
    16314.591000       0.000298
    16317.092000       0.000184
    16319.593000       0.000112
    16322.095000       0.000067
    16324.598000       0.000040
    16327.100000       0.000023
    16329.604000       0.000013
    16332.110000       0.000008
    16334.616000       0.000004
    16337.122000       0.000002
    16339.630000       0.000001
    16342.138000       0.000001
    16344.647000       0.000000
    16347.157000       0.000000
    16349.667000       0.000000
    16352.179000       0.000000
    16354.691000       0.000000
    16357.204000       0.000000
    16359.717000       0.000000
    16362.230000       0.000000
    16364.745000       0.000000
    16367.261000       0.000000
