269, band 18 module 5 CCD column 374 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    11190.350000       0.000000
    11191.531000       0.000000
    11192.710000       0.000000
    11193.891000       0.000000
    11195.071000       0.000000
    11196.252000       0.000000
    11197.433000       0.000000
    11198.615000       0.000000
    11199.797000       0.000000
    11200.978000       0.000000
    11202.161000       0.000000
    11203.343000       0.000000
    11204.525000       0.000000
    11205.709000       0.000001
    11206.891000       0.000002
    11208.075000       0.000003
    11209.258000       0.000006
    11210.442000       0.000011
    11211.627000       0.000021
    11212.811000       0.000037
    11213.996000       0.000065
    11215.180000       0.000112
    11216.366000       0.000190
    11217.551000       0.000318
    11218.737000       0.000523
    11219.923000       0.000847
    11221.109000       0.001347
    11222.295000       0.002107
    11223.481000       0.003242
    11224.669000       0.004905
    11225.856000       0.007297
    11227.043000       0.010676
    11228.231000       0.015360
    11229.418000       0.021734
    11230.607000       0.030243
    11231.795000       0.041389
    11232.984000       0.055710
    11234.173000       0.073754
    11235.362000       0.096044
    11236.551000       0.123035
    11237.741000       0.155057
    11238.931000       0.192272
    11240.121000       0.234621
    11241.311000       0.281785
    11242.502000       0.333174
    11243.693000       0.387919
    11244.884000       0.444912
    11246.076000       0.502858
    11247.267000       0.560358
    11248.460000       0.616011
    11249.651000       0.668514
    11250.844000       0.716770
    11252.036000       0.759963
    11253.230000       0.797618
    11254.423000       0.829617
    11255.616000       0.856171
    11256.810000       0.877770
    11258.004000       0.895089
    11259.198000       0.908895
    11260.393000       0.919945
    11261.587000       0.928905
    11262.782000       0.936291
    11263.977000       0.942452
    11265.173000       0.947575
    11266.368000       0.951733
    11267.565000       0.954934
    11268.761000       0.957184
    11269.957000       0.958538
    11271.154000       0.959127
    11272.351000       0.959167
    11273.548000       0.958929
    11274.746000       0.958706
    11275.943000       0.958758
    11277.142000       0.959263
    11278.340000       0.960290
    11279.538000       0.961781
    11280.738000       0.963572
    11281.936000       0.965420
    11283.136000       0.967078
    11284.335000       0.968338
    11285.535000       0.969076
    11286.735000       0.969279
    11287.935000       0.969055
    11289.136000       0.968602
    11290.336000       0.968174
    11291.538000       0.968015
    11292.739000       0.968314
    11293.941000       0.969154
    11295.143000       0.970433
    11296.344000       0.972078
    11297.547000       0.973861
    11298.749000       0.975526
    11299.952000       0.976840
    11301.155000       0.977648
    11302.359000       0.977906
    11303.563000       0.977690
    11304.766000       0.977183
    11305.971000       0.976630
    11307.175000       0.976286
    11308.380000       0.976362
    11309.585000       0.976977
    11310.790000       0.978132
    11311.995000       0.979706
    11313.201000       0.981488
    11314.407000       0.983219
    11315.613000       0.984650
    11316.819000       0.985601
    11318.026000       0.985993
    11319.233000       0.985874
    11320.441000       0.985401
    11321.648000       0.984813
    11322.856000       0.984372
    11324.064000       0.984310
    11325.272000       0.984774
    11326.481000       0.985798
    11327.689000       0.987289
    11328.898000       0.989055
    11330.108000       0.990840
    11331.317000       0.992384
    11332.527000       0.993480
    11333.737000       0.994018
    11334.947000       0.994013
    11336.158000       0.993597
    11337.369000       0.992993
    11338.580000       0.992465
    11339.791000       0.992259
    11341.003000       0.992545
    11342.214000       0.993384
    11343.427000       0.994702
    11344.640000       0.996310
    11345.852000       0.997931
    11347.065000       0.999257
    11348.278000       1.000000
    11349.492000       0.999935
    11350.706000       0.998924
    11351.919000       0.996916
    11353.134000       0.993908
    11354.348000       0.989896
    11355.563000       0.984811
    11356.777000       0.978452
    11357.993000       0.970445
    11359.209000       0.960230
    11360.424000       0.947082
    11361.640000       0.930172
    11362.856000       0.908655
    11364.073000       0.881776
    11365.290000       0.848982
    11366.507000       0.810013
    11367.724000       0.764970
    11368.942000       0.714342
    11370.160000       0.658986
    11371.377000       0.600075
    11372.596000       0.539008
    11373.815000       0.477301
    11375.034000       0.416472
    11376.253000       0.357931
    11377.472000       0.302893
    11378.692000       0.252311
    11379.912000       0.206845
    11381.132000       0.166854
    11382.353000       0.132418
    11383.573000       0.103378
    11384.794000       0.079384
    11386.016000       0.059956
    11387.237000       0.044535
    11388.459000       0.032533
    11389.681000       0.023370
    11390.903000       0.016509
    11392.126000       0.011468
    11393.349000       0.007833
    11394.572000       0.005261
    11395.795000       0.003475
    11397.019000       0.002257
    11398.242000       0.001441
    11399.467000       0.000905
    11400.692000       0.000558
    11401.916000       0.000339
    11403.141000       0.000202
    11404.366000       0.000119
    11405.592000       0.000069
    11406.817000       0.000039
    11408.043000       0.000022
    11409.270000       0.000012
    11410.496000       0.000006
    11411.723000       0.000003
    11412.949000       0.000002
    11414.177000       0.000001
    11415.405000       0.000000
    11416.632000       0.000000
    11417.861000       0.000000
    11419.089000       0.000000
    11420.318000       0.000000
    11421.547000       0.000000
    11422.776000       0.000000
    11424.005000       0.000000
    11425.235000       0.000000
    11426.465000       0.000000
    11427.695000       0.000000
    11428.925000       0.000000
    11430.156000       0.000000
