88, band 6 module 5 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    17562.652000       0.000000
    17565.560000       0.000000
    17568.468000       0.000000
    17571.377000       0.000000
    17574.287000       0.000000
    17577.198000       0.000000
    17580.110000       0.000000
    17583.023000       0.000000
    17585.937000       0.000000
    17588.852000       0.000000
    17591.768000       0.000000
    17594.685000       0.000000
    17597.603000       0.000000
    17600.522000       0.000001
    17603.441000       0.000002
    17606.362000       0.000003
    17609.286000       0.000006
    17612.208000       0.000011
    17615.132000       0.000020
    17618.057000       0.000036
    17620.982000       0.000064
    17623.909000       0.000111
    17626.837000       0.000190
    17629.765000       0.000320
    17632.695000       0.000529
    17635.625000       0.000860
    17638.556000       0.001374
    17641.489000       0.002159
    17644.422000       0.003334
    17647.357000       0.005064
    17650.292000       0.007560
    17653.228000       0.011098
    17656.166000       0.016019
    17659.104000       0.022732
    17662.043000       0.031720
    17664.983000       0.043520
    17667.926000       0.058715
    17670.869000       0.077896
    17673.812000       0.101632
    17676.756000       0.130411
    17679.701000       0.164595
    17682.647000       0.204355
    17685.594000       0.249621
    17688.542000       0.300043
    17691.491000       0.354969
    17694.441000       0.413445
    17697.393000       0.474254
    17700.345000       0.535977
    17703.298000       0.597087
    17706.252000       0.656053
    17709.206000       0.711463
    17712.162000       0.762133
    17715.119000       0.807198
    17718.077000       0.846170
    17721.036000       0.878953
    17723.996000       0.905817
    17726.959000       0.927333
    17729.921000       0.944271
    17732.884000       0.957492
    17735.848000       0.967839
    17738.812000       0.976042
    17741.778000       0.982659
    17744.745000       0.988057
    17747.713000       0.992419
    17750.682000       0.995802
    17753.652000       0.998192
    17756.622000       0.999576
    17759.594000       1.000000
    17762.567000       0.999599
    17765.541000       0.998602
    17768.516000       0.997307
    17771.491000       0.996036
    17774.468000       0.995075
    17777.446000       0.994621
    17780.425000       0.994749
    17783.405000       0.995397
    17786.385000       0.996383
    17789.369000       0.997450
    17792.352000       0.998318
    17795.336000       0.998754
    17798.320000       0.998616
    17801.306000       0.997891
    17804.293000       0.996693
    17807.281000       0.995240
    17810.270000       0.993806
    17813.259000       0.992660
    17816.250000       0.992010
    17819.242000       0.991950
    17822.235000       0.992449
    17825.229000       0.993351
    17828.223000       0.994411
    17831.219000       0.995352
    17834.216000       0.995922
    17837.214000       0.995954
    17840.213000       0.995383
    17843.213000       0.994276
    17846.213000       0.992850
    17849.217000       0.991369
    17852.220000       0.990106
    17855.224000       0.989285
    17858.229000       0.989035
    17861.235000       0.989357
    17864.242000       0.990126
    17867.250000       0.991120
    17870.259000       0.992065
    17873.269000       0.992674
    17876.280000       0.992768
    17879.292000       0.992275
    17882.305000       0.991243
    17885.319000       0.989836
    17888.334000       0.988300
    17891.350000       0.986911
    17894.367000       0.985911
    17897.385000       0.985456
    17900.404000       0.985582
    17903.424000       0.986198
    17906.445000       0.987105
    17909.470000       0.988039
    17912.493000       0.988731
    17915.517000       0.988967
    17918.542000       0.988632
    17921.568000       0.987735
    17924.596000       0.986412
    17927.624000       0.984888
    17930.653000       0.983434
    17933.684000       0.982301
    17936.715000       0.981667
    17939.747000       0.981594
    17942.781000       0.982015
    17945.815000       0.982737
    17948.851000       0.983485
    17951.887000       0.983949
    17954.925000       0.983838
    17957.963000       0.982925
    17961.003000       0.981075
    17964.044000       0.978235
    17967.085000       0.974411
    17970.130000       0.969608
    17973.174000       0.963765
    17976.218000       0.956698
    17979.264000       0.948054
    17982.311000       0.937294
    17985.359000       0.923719
    17988.408000       0.906526
    17991.458000       0.884895
    17994.509000       0.858097
    17997.560000       0.825595
    18000.613000       0.787144
    18003.668000       0.742848
    18006.723000       0.693188
    18009.779000       0.639005
    18012.836000       0.581445
    18015.894000       0.521871
    18018.953000       0.461758
    18022.014000       0.402576
    18025.075000       0.345692
    18028.137000       0.292276
    18031.203000       0.243243
    18034.267000       0.199220
    18037.333000       0.160545
    18040.399000       0.127281
    18043.467000       0.099263
    18046.535000       0.076141
    18049.605000       0.057443
    18052.676000       0.042619
    18055.747000       0.031096
    18058.820000       0.022311
    18061.894000       0.015741
    18064.969000       0.010921
    18068.045000       0.007450
    18071.122000       0.004997
    18074.200000       0.003296
    18077.279000       0.002137
    18080.359000       0.001363
    18083.440000       0.000854
    18086.522000       0.000527
    18089.606000       0.000319
    18092.692000       0.000190
    18095.777000       0.000111
    18098.864000       0.000064
    18101.951000       0.000036
    18105.040000       0.000020
    18108.129000       0.000011
    18111.220000       0.000006
    18114.312000       0.000003
    18117.404000       0.000002
    18120.498000       0.000001
    18123.593000       0.000000
    18126.689000       0.000000
    18129.786000       0.000000
    18132.884000       0.000000
    18135.983000       0.000000
    18139.083000       0.000000
    18142.184000       0.000000
    18145.287000       0.000000
    18148.390000       0.000000
    18151.495000       0.000000
    18154.602000       0.000000
    18157.709000       0.000000
    18160.816000       0.000000
