307, band 21 module 3 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
     9585.882200       0.000000
     9588.130600       0.000000
     9590.378900       0.000000
     9592.629400       0.000000
     9594.881000       0.000000
     9597.132500       0.000000
     9599.386200       0.000002
     9601.640900       0.000009
     9603.895600       0.000039
     9606.152400       0.000150
     9608.410400       0.000515
     9610.669300       0.001581
     9612.928300       0.004338
     9615.189400       0.010639
     9617.451500       0.023336
     9619.713600       0.045816
     9621.978000       0.080832
     9624.243300       0.128734
     9626.508600       0.185028
     9628.776100       0.241713
     9631.044700       0.290216
     9633.314300       0.325423
     9635.583900       0.347634
     9637.855700       0.360941
     9640.128500       0.369547
     9642.401300       0.375430
     9644.676300       0.378955
     9646.952400       0.380861
     9649.228400       0.382767
     9651.506600       0.385789
     9653.785900       0.389360
     9656.066300       0.392135
     9658.346600       0.393813
     9660.629100       0.395575
     9662.912700       0.398479
     9665.196300       0.402078
     9667.482000       0.404994
     9669.768900       0.406775
     9672.055700       0.408476
     9674.344700       0.411278
     9676.634800       0.414895
     9678.924800       0.417966
     9681.217100       0.419848
     9683.510400       0.421501
     9685.804900       0.424196
     9688.099300       0.427828
     9690.395900       0.431035
     9692.693600       0.433029
     9694.991200       0.434650
     9697.291100       0.437247
     9699.592100       0.440869
     9701.893000       0.444200
     9704.196200       0.446319
     9706.500400       0.447932
     9708.805800       0.450425
     9711.111000       0.454016
     9713.418600       0.457463
     9715.727200       0.459723
     9718.035800       0.461343
     9720.346600       0.463727
     9722.658600       0.467271
     9724.970400       0.470829
     9727.284600       0.473240
     9729.599800       0.474875
     9731.916100       0.477153
     9734.232400       0.480643
     9736.550900       0.484303
     9738.870600       0.486861
     9741.190200       0.488528
     9743.512000       0.490710
     9745.835000       0.494139
     9748.157900       0.497876
     9750.483100       0.500583
     9752.809400       0.502301
     9755.136800       0.504406
     9757.464100       0.507751
     9759.793700       0.511549
     9762.124500       0.514408
     9764.455200       0.516207
     9766.788100       0.518230
     9769.122200       0.521480
     9771.456800       0.525323
     9773.792500       0.528349
     9776.130000       0.530229
     9778.467900       0.532180
     9780.807600       0.535327
     9783.147800       0.539213
     9785.489100       0.542383
     9787.832100       0.544349
     9790.175700       0.546228
     9792.521000       0.549224
     9794.866800       0.553058
     9797.213700       0.556313
     9799.562300       0.558353
     9801.911500       0.561287
     9804.262400       0.565764
     9806.613900       0.571188
     9808.966400       0.576147
     9811.320700       0.580506
     9813.675500       0.584887
     9816.032100       0.590288
     9818.389200       0.596762
     9820.747400       0.602930
     9823.107300       0.607813
     9825.467800       0.612151
     9827.830000       0.617433
     9830.192800       0.623907
     9832.556700       0.630227
     9834.922300       0.635243
     9837.288500       0.639557
     9839.656400       0.644725
     9842.024800       0.651181
     9844.394400       0.657634
     9846.765700       0.662798
     9849.137600       0.667112
     9851.511200       0.672169
     9853.885400       0.678577
     9856.260700       0.685151
     9858.637700       0.690478
     9861.015300       0.694821
     9863.394600       0.699755
     9865.774500       0.706096
     9868.155600       0.712780
     9870.538300       0.718293
     9872.921700       0.722669
     9875.306200       0.727486
     9877.692400       0.733742
     9880.079200       0.740536
     9882.467800       0.746225
     9884.856900       0.750655
     9887.247100       0.755361
     9889.639100       0.761537
     9892.031700       0.768404
     9894.426000       0.774271
     9896.820900       0.778777
     9899.217000       0.783400
     9901.614800       0.789463
     9904.013200       0.796384
     9906.413300       0.802431
     9908.814000       0.807048
     9911.215900       0.811586
     9913.619500       0.817523
     9916.023700       0.824478
     9918.429600       0.830717
     9920.836200       0.835454
     9923.243900       0.839919
     9925.653300       0.845720
     9928.063400       0.852699
     9930.475200       0.859119
     9932.887500       0.863989
     9935.301100       0.868397
     9937.716400       0.874067
     9940.132300       0.881045
     9942.550000       0.887631
     9944.968200       0.892650
     9947.387600       0.897030
     9949.808800       0.902564
     9952.230600       0.909511
     9954.654200       0.916251
     9957.078300       0.921441
     9959.503700       0.925817
     9961.930800       0.931204
     9964.358400       0.938098
     9966.787900       0.944985
     9969.218000       0.950366
     9971.649200       0.954745
     9974.082200       0.959981
     9976.515900       0.966789
     9978.951300       0.973773
     9981.387200       0.979230
     9983.824400       0.983389
     9986.263400       0.987978
     9988.703000       0.993690
     9991.144300       0.998702
     9993.586300       1.000000
     9996.029400       0.995030
     9998.474400       0.980830
    10000.920000       0.951225
    10003.367000       0.896491
    10005.815000       0.807979
    10008.264000       0.685195
    10010.715000       0.539367
    10013.167000       0.390177
    10015.620000       0.257633
    10018.074000       0.154603
    10020.529000       0.084087
    10022.986000       0.041382
    10025.444000       0.018410
    10027.903000       0.007399
    10030.363000       0.002686
    10032.824000       0.000880
    10035.287000       0.000260
    10037.751000       0.000070
    10040.216000       0.000017
    10042.682000       0.000004
    10045.149000       0.000001
    10047.618000       0.000000
    10050.088000       0.000000
    10052.559000       0.000000
    10055.031000       0.000000
