297, band 20 module 4 CCD column 730 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    10478.954000       0.000000
    10480.541000       0.000000
    10482.129000       0.000000
    10483.718000       0.000000
    10485.307000       0.000000
    10486.897000       0.000000
    10488.487000       0.000000
    10490.078000       0.000000
    10491.669000       0.000001
    10493.261000       0.000003
    10494.852000       0.000008
    10496.445000       0.000019
    10498.039000       0.000043
    10499.632000       0.000098
    10501.226000       0.000213
    10502.821000       0.000448
    10504.415000       0.000905
    10506.011000       0.001764
    10507.607000       0.003314
    10509.204000       0.006001
    10510.800000       0.010477
    10512.398000       0.017634
    10513.996000       0.028618
    10515.594000       0.044788
    10517.193000       0.067603
    10518.793000       0.098441
    10520.392000       0.138331
    10521.993000       0.187668
    10523.594000       0.245944
    10525.195000       0.311602
    10526.797000       0.382062
    10528.399000       0.453971
    10530.002000       0.523660
    10531.605000       0.587705
    10533.209000       0.643482
    10534.813000       0.689550
    10536.418000       0.725762
    10538.023000       0.753072
    10539.629000       0.773121
    10541.235000       0.787725
    10542.842000       0.798445
    10544.449000       0.806360
    10546.056000       0.812082
    10547.665000       0.815945
    10549.274000       0.818256
    10550.882000       0.819458
    10552.492000       0.820145
    10554.103000       0.820918
    10555.713000       0.822194
    10557.324000       0.824054
    10558.936000       0.826242
    10560.548000       0.828316
    10562.160000       0.829878
    10563.774000       0.830782
    10565.387000       0.831211
    10567.001000       0.831587
    10568.616000       0.832357
    10570.231000       0.833772
    10571.846000       0.835759
    10573.463000       0.837957
    10575.079000       0.839898
    10576.696000       0.841244
    10578.314000       0.841955
    10579.932000       0.842309
    10581.550000       0.842767
    10583.169000       0.843735
    10584.789000       0.845366
    10586.408000       0.847480
    10588.029000       0.849652
    10589.650000       0.851430
    10591.271000       0.852557
    10592.894000       0.853104
    10594.516000       0.853434
    10596.139000       0.854020
    10597.763000       0.855208
    10599.387000       0.857042
    10601.011000       0.859243
    10602.636000       0.861349
    10604.262000       0.862948
    10605.888000       0.863888
    10607.514000       0.864354
    10609.141000       0.864782
    10610.769000       0.865638
    10612.396000       0.867193
    10614.025000       0.869381
    10615.654000       0.871838
    10617.283000       0.874080
    10618.913000       0.875743
    10620.544000       0.876762
    10622.175000       0.877395
    10623.806000       0.878123
    10625.438000       0.879315
    10627.070000       0.881119
    10628.704000       0.883361
    10630.337000       0.885627
    10631.971000       0.887476
    10633.606000       0.888664
    10635.241000       0.889671
    10636.876000       0.890472
    10638.512000       0.891534
    10640.149000       0.893195
    10641.786000       0.895489
    10643.423000       0.898130
    10645.061000       0.900668
    10646.700000       0.902852
    10648.338000       0.904369
    10649.978000       0.905414
    10651.618000       0.906420
    10653.259000       0.907843
    10654.900000       0.909927
    10656.542000       0.912587
    10658.183000       0.915446
    10659.826000       0.918021
    10661.469000       0.919975
    10663.112000       0.921284
    10664.757000       0.922251
    10666.401000       0.923355
    10668.046000       0.925006
    10669.692000       0.927343
    10671.338000       0.930151
    10672.985000       0.932982
    10674.632000       0.935375
    10676.279000       0.937087
    10677.928000       0.938222
    10679.576000       0.939177
    10681.225000       0.940442
    10682.875000       0.942350
    10684.525000       0.944911
    10686.176000       0.947806
    10687.827000       0.950546
    10689.479000       0.952719
    10691.131000       0.954199
    10692.784000       0.955215
    10694.437000       0.956223
    10696.091000       0.957694
    10697.745000       0.959862
    10699.399000       0.962610
    10701.055000       0.965529
    10702.711000       0.968123
    10704.367000       0.970059
    10706.024000       0.971332
    10707.681000       0.972278
    10709.339000       0.973401
    10710.997000       0.975113
    10712.656000       0.977533
    10714.316000       0.980424
    10715.976000       0.983306
    10717.636000       0.985703
    10719.297000       0.987383
    10720.958000       0.988473
    10722.620000       0.989393
    10724.283000       0.990636
    10725.946000       0.992508
    10727.609000       0.994937
    10729.274000       0.997462
    10730.938000       0.999389
    10732.603000       1.000000
    10734.269000       0.998714
    10735.934000       0.995081
    10737.601000       0.988608
    10739.269000       0.978460
    10740.936000       0.963251
    10742.604000       0.941028
    10744.273000       0.909529
    10745.942000       0.866700
    10747.612000       0.811305
    10749.282000       0.743453
    10750.953000       0.664839
    10752.624000       0.578643
    10754.296000       0.489084
    10755.969000       0.400750
    10757.641000       0.317899
    10759.314000       0.243881
    10760.989000       0.180800
    10762.662000       0.129447
    10764.338000       0.089468
    10766.013000       0.059674
    10767.689000       0.038401
    10769.365000       0.023837
    10771.043000       0.014271
    10772.720000       0.008241
    10774.398000       0.004589
    10776.077000       0.002464
    10777.756000       0.001276
    10779.435000       0.000637
    10781.116000       0.000307
    10782.797000       0.000142
    10784.477000       0.000064
    10786.159000       0.000027
    10787.842000       0.000011
    10789.524000       0.000005
    10791.207000       0.000002
    10792.892000       0.000001
    10794.575000       0.000000
    10796.260000       0.000000
    10797.946000       0.000000
    10799.632000       0.000000
    10801.318000       0.000000
    10803.005000       0.000000
    10804.692000       0.000000
