133, band 9 module 5 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    14670.762000       0.000000
    14672.520000       0.000000
    14674.279000       0.000000
    14676.039000       0.000000
    14677.800000       0.000000
    14679.561000       0.000000
    14681.322000       0.000000
    14683.084000       0.000000
    14684.846000       0.000000
    14686.608000       0.000000
    14688.371000       0.000000
    14690.135000       0.000000
    14691.899000       0.000000
    14693.663000       0.000000
    14695.428000       0.000000
    14697.193000       0.000000
    14698.958000       0.000000
    14700.724000       0.000001
    14702.491000       0.000001
    14704.258000       0.000002
    14706.025000       0.000004
    14707.793000       0.000008
    14709.561000       0.000014
    14711.329000       0.000023
    14713.098000       0.000040
    14714.868000       0.000067
    14716.637000       0.000112
    14718.408000       0.000183
    14720.178000       0.000295
    14721.949000       0.000468
    14723.721000       0.000734
    14725.493000       0.001135
    14727.265000       0.001730
    14729.038000       0.002600
    14730.811000       0.003851
    14732.583000       0.005624
    14734.358000       0.008099
    14736.132000       0.011498
    14737.907000       0.016094
    14739.682000       0.022212
    14741.458000       0.030225
    14743.234000       0.040553
    14745.011000       0.053649
    14746.788000       0.069984
    14748.565000       0.090020
    14750.343000       0.114184
    14752.122000       0.142831
    14753.901000       0.176204
    14755.680000       0.214397
    14757.459000       0.257319
    14759.239000       0.304670
    14761.020000       0.355921
    14762.801000       0.410319
    14764.582000       0.466904
    14766.364000       0.524551
    14768.146000       0.582025
    14769.929000       0.638054
    14771.712000       0.691410
    14773.495000       0.740994
    14775.279000       0.785912
    14777.064000       0.825534
    14778.849000       0.859534
    14780.634000       0.887903
    14782.419000       0.910930
    14784.206000       0.929153
    14785.992000       0.943294
    14787.779000       0.954170
    14789.566000       0.962610
    14791.353000       0.969365
    14793.141000       0.975048
    14794.930000       0.980088
    14796.719000       0.984718
    14798.509000       0.988988
    14800.298000       0.992803
    14802.089000       0.995986
    14803.880000       0.998337
    14805.671000       0.999696
    14807.463000       1.000000
    14809.255000       0.999303
    14811.048000       0.997787
    14812.841000       0.995743
    14814.634000       0.993528
    14816.428000       0.991514
    14818.222000       0.990030
    14820.017000       0.989312
    14821.812000       0.989464
    14823.608000       0.990444
    14825.404000       0.992071
    14827.200000       0.993944
    14828.997000       0.995823
    14830.795000       0.997364
    14832.592000       0.998272
    14834.391000       0.998361
    14836.189000       0.997578
    14837.988000       0.996016
    14839.788000       0.993895
    14841.588000       0.991530
    14843.388000       0.989273
    14845.189000       0.987459
    14846.991000       0.986348
    14848.792000       0.986063
    14850.594000       0.986622
    14852.396000       0.987891
    14854.199000       0.989616
    14856.002000       0.991465
    14857.806000       0.993088
    14859.611000       0.994171
    14861.415000       0.994491
    14863.221000       0.993950
    14865.026000       0.992595
    14866.832000       0.990606
    14868.639000       0.988268
    14870.446000       0.985922
    14872.253000       0.983911
    14874.061000       0.982521
    14875.869000       0.981934
    14877.678000       0.982194
    14879.487000       0.983207
    14881.297000       0.984745
    14883.107000       0.986491
    14884.918000       0.988083
    14886.729000       0.989170
    14888.540000       0.989468
    14890.352000       0.988793
    14892.164000       0.987085
    14893.977000       0.984398
    14895.790000       0.980878
    14897.604000       0.976710
    14899.418000       0.972062
    14901.232000       0.967017
    14903.047000       0.961525
    14904.862000       0.955360
    14906.678000       0.948109
    14908.494000       0.939184
    14910.311000       0.927863
    14912.127000       0.913354
    14913.944000       0.894876
    14915.762000       0.871741
    14917.581000       0.843439
    14919.400000       0.809701
    14921.219000       0.770544
    14923.039000       0.726289
    14924.859000       0.677548
    14926.680000       0.625191
    14928.501000       0.570282
    14930.323000       0.514009
    14932.145000       0.457601
    14933.967000       0.402253
    14935.790000       0.349052
    14937.613000       0.298928
    14939.437000       0.252610
    14941.261000       0.210609
    14943.086000       0.173219
    14944.911000       0.140528
    14946.737000       0.112447
    14948.563000       0.088740
    14950.389000       0.069065
    14952.216000       0.053008
    14954.044000       0.040119
    14955.871000       0.029943
    14957.700000       0.022036
    14959.528000       0.015992
    14961.357000       0.011443
    14963.187000       0.008074
    14965.017000       0.005617
    14966.848000       0.003853
    14968.679000       0.002606
    14970.510000       0.001738
    14972.342000       0.001143
    14974.173000       0.000741
    14976.005000       0.000474
    14977.839000       0.000299
    14979.672000       0.000186
    14981.506000       0.000114
    14983.341000       0.000069
    14985.176000       0.000041
    14987.011000       0.000024
    14988.847000       0.000014
    14990.683000       0.000008
    14992.520000       0.000004
    14994.357000       0.000002
    14996.195000       0.000001
    14998.033000       0.000001
    14999.872000       0.000000
    15001.711000       0.000000
    15003.550000       0.000000
    15005.390000       0.000000
    15007.231000       0.000000
    15009.071000       0.000000
    15010.913000       0.000000
    15012.755000       0.000000
    15014.597000       0.000000
    15016.439000       0.000000
    15018.282000       0.000000
    15020.126000       0.000000
    15021.970000       0.000000
    15023.814000       0.000000
    15025.659000       0.000000
    15027.505000       0.000000
    15029.351000       0.000000
