92, band 7 module 1 CCD column 374 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    15884.573000       0.000000
    15886.944000       0.000000
    15889.316000       0.000000
    15891.690000       0.000000
    15894.062000       0.000000
    15896.437000       0.000000
    15898.811000       0.000000
    15901.187000       0.000000
    15903.564000       0.000000
    15905.941000       0.000000
    15908.319000       0.000000
    15910.698000       0.000000
    15913.076000       0.000001
    15915.457000       0.000002
    15917.837000       0.000003
    15920.219000       0.000006
    15922.601000       0.000010
    15924.983000       0.000019
    15927.367000       0.000033
    15929.752000       0.000058
    15932.136000       0.000099
    15934.522000       0.000167
    15936.908000       0.000278
    15939.295000       0.000455
    15941.684000       0.000731
    15944.071000       0.001158
    15946.461000       0.001805
    15948.852000       0.002768
    15951.241000       0.004178
    15953.633000       0.006206
    15956.024000       0.009073
    15958.418000       0.013055
    15960.812000       0.018487
    15963.205000       0.025767
    15965.601000       0.035349
    15967.997000       0.047731
    15970.392000       0.063441
    15972.790000       0.083006
    15975.187000       0.106917
    15977.586000       0.135586
    15979.986000       0.169301
    15982.385000       0.208177
    15984.786000       0.252116
    15987.188000       0.300775
    15989.590000       0.353553
    15991.993000       0.409596
    15994.396000       0.467827
    15996.801000       0.527002
    15999.206000       0.585784
    16001.611000       0.642831
    16004.018000       0.696892
    16006.426000       0.746897
    16008.833000       0.792028
    16011.242000       0.831772
    16013.651000       0.865936
    16016.061000       0.894633
    16018.473000       0.918235
    16020.883000       0.937303
    16023.296000       0.952506
    16025.710000       0.964534
    16028.123000       0.974026
    16030.538000       0.981520
    16032.952000       0.987423
    16035.369000       0.992014
    16037.786000       0.995468
    16040.202000       0.997890
    16042.621000       0.999367
    16045.040000       1.000000
    16047.459000       0.999929
    16049.880000       0.999342
    16052.300000       0.998461
    16054.722000       0.997518
    16057.146000       0.996718
    16059.568000       0.996206
    16061.992000       0.996045
    16064.418000       0.996210
    16066.842000       0.996592
    16069.269000       0.997034
    16071.695000       0.997359
    16074.123000       0.997415
    16076.552000       0.997110
    16078.980000       0.996430
    16081.411000       0.995443
    16083.842000       0.994285
    16086.272000       0.993128
    16088.705000       0.992146
    16091.136000       0.991482
    16093.571000       0.991192
    16096.005000       0.991252
    16098.439000       0.991568
    16100.876000       0.991984
    16103.313000       0.992324
    16105.749000       0.992428
    16108.188000       0.992190
    16110.625000       0.991576
    16113.065000       0.990639
    16115.506000       0.989525
    16117.946000       0.988495
    16120.388000       0.987606
    16122.831000       0.987003
    16125.273000       0.986766
    16127.718000       0.986896
    16130.161000       0.987313
    16132.607000       0.987874
    16135.054000       0.988406
    16137.500000       0.988741
    16139.948000       0.988756
    16142.397000       0.988380
    16144.845000       0.987646
    16147.295000       0.986678
    16149.745000       0.985635
    16152.197000       0.984690
    16154.649000       0.983997
    16157.101000       0.983651
    16159.555000       0.983673
    16162.010000       0.984001
    16164.464000       0.984506
    16166.920000       0.985019
    16169.376000       0.985370
    16171.834000       0.985425
    16174.292000       0.985117
    16176.750000       0.984456
    16179.210000       0.983532
    16181.671000       0.982489
    16184.131000       0.981498
    16186.593000       0.980713
    16189.055000       0.980238
    16191.518000       0.980100
    16193.983000       0.980238
    16196.447000       0.980513
    16198.913000       0.980727
    16201.378000       0.980658
    16203.846000       0.980087
    16206.314000       0.978831
    16208.781000       0.976748
    16211.251000       0.973734
    16213.722000       0.969700
    16216.192000       0.964536
    16218.664000       0.958069
    16221.135000       0.950029
    16223.609000       0.940026
    16226.083000       0.927549
    16228.556000       0.911995
    16231.032000       0.892713
    16233.509000       0.869079
    16235.985000       0.840571
    16238.463000       0.806850
    16240.940000       0.767822
    16243.420000       0.723686
    16245.900000       0.674942
    16248.380000       0.622378
    16250.862000       0.567021
    16253.344000       0.510067
    16255.826000       0.452798
    16258.310000       0.396488
    16260.794000       0.342323
    16263.279000       0.291328
    16265.766000       0.244315
    16268.251000       0.201857
    16270.739000       0.164279
    16273.228000       0.131674
    16275.716000       0.103931
    16278.206000       0.080774
    16280.696000       0.061808
    16283.188000       0.046562
    16285.680000       0.034532
    16288.172000       0.025210
    16290.666000       0.018117
    16293.161000       0.012816
    16295.655000       0.008924
    16298.151000       0.006116
    16300.647000       0.004126
    16303.145000       0.002739
    16305.643000       0.001790
    16308.141000       0.001152
    16310.641000       0.000729
    16313.142000       0.000454
    16315.642000       0.000279
    16318.145000       0.000168
    16320.647000       0.000100
    16323.151000       0.000058
    16325.655000       0.000034
    16328.159000       0.000019
    16330.666000       0.000011
    16333.173000       0.000006
    16335.679000       0.000003
    16338.188000       0.000002
    16340.696000       0.000001
    16343.206000       0.000000
    16345.717000       0.000000
    16348.227000       0.000000
    16350.739000       0.000000
    16353.253000       0.000000
    16355.765000       0.000000
    16358.280000       0.000000
    16360.794000       0.000000
    16363.310000       0.000000
    16365.827000       0.000000
    16368.344000       0.000000
    16370.862000       0.000000
