276, band 19 module 2 CCD column 730 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    11003.368000       0.000000
    11004.509000       0.000000
    11005.651000       0.000000
    11006.792000       0.000000
    11007.934000       0.000000
    11009.077000       0.000000
    11010.219000       0.000000
    11011.362000       0.000000
    11012.505000       0.000000
    11013.648000       0.000000
    11014.791000       0.000000
    11015.936000       0.000000
    11017.079000       0.000000
    11018.223000       0.000001
    11019.368000       0.000001
    11020.513000       0.000002
    11021.657000       0.000004
    11022.803000       0.000007
    11023.948000       0.000014
    11025.093000       0.000025
    11026.240000       0.000045
    11027.386000       0.000080
    11028.532000       0.000139
    11029.679000       0.000237
    11030.825000       0.000398
    11031.972000       0.000657
    11033.120000       0.001066
    11034.267000       0.001698
    11035.415000       0.002658
    11036.563000       0.004089
    11037.711000       0.006182
    11038.859000       0.009184
    11040.009000       0.013408
    11041.157000       0.019237
    11042.306000       0.027123
    11043.456000       0.037585
    11044.606000       0.051187
    11045.755000       0.068517
    11046.906000       0.090147
    11048.056000       0.116588
    11049.207000       0.148231
    11050.358000       0.185293
    11051.509000       0.227759
    11052.660000       0.275335
    11053.812000       0.327426
    11054.964000       0.383130
    11056.115000       0.441271
    11057.268000       0.500458
    11058.421000       0.559178
    11059.573000       0.615902
    11060.727000       0.669214
    11061.880000       0.717921
    11063.033000       0.761154
    11064.187000       0.798431
    11065.341000       0.829670
    11066.496000       0.855172
    11067.650000       0.875541
    11068.804000       0.891589
    11069.960000       0.904212
    11071.115000       0.914273
    11072.270000       0.922503
    11073.426000       0.929442
    11074.582000       0.935411
    11075.738000       0.940538
    11076.895000       0.944807
    11078.051000       0.948138
    11079.208000       0.950460
    11080.365000       0.951782
    11081.523000       0.952227
    11082.680000       0.952034
    11083.838000       0.951532
    11084.996000       0.951084
    11086.154000       0.951018
    11087.313000       0.951567
    11088.472000       0.952818
    11089.631000       0.954704
    11090.790000       0.957015
    11091.950000       0.959449
    11093.109000       0.961678
    11094.270000       0.963400
    11095.430000       0.964450
    11096.590000       0.964812
    11097.751000       0.964607
    11098.912000       0.964084
    11100.073000       0.963558
    11101.235000       0.963345
    11102.397000       0.963686
    11103.558000       0.964702
    11104.721000       0.966360
    11105.883000       0.968475
    11107.046000       0.970652
    11108.209000       0.972686
    11109.372000       0.974283
    11110.535000       0.975240
    11111.700000       0.975498
    11112.863000       0.975146
    11114.027000       0.974410
    11115.192000       0.973599
    11116.357000       0.973040
    11117.521000       0.973002
    11118.687000       0.973641
    11119.852000       0.974961
    11121.017000       0.976821
    11122.184000       0.978957
    11123.350000       0.981045
    11124.516000       0.982771
    11125.683000       0.983899
    11126.850000       0.984327
    11128.016000       0.984105
    11129.184000       0.983427
    11130.352000       0.982588
    11131.519000       0.981918
    11132.688000       0.981709
    11133.856000       0.982156
    11135.024000       0.983305
    11136.194000       0.985049
    11137.362000       0.987151
    11138.531000       0.989293
    11139.701000       0.991148
    11140.871000       0.992454
    11142.041000       0.993066
    11143.212000       0.992995
    11144.382000       0.992399
    11145.552000       0.991554
    11146.724000       0.990789
    11147.895000       0.990414
    11149.066000       0.990651
    11150.239000       0.991584
    11151.410000       0.993134
    11152.582000       0.995077
    11153.755000       0.997086
    11154.928000       0.998790
    11156.101000       0.999847
    11157.274000       1.000000
    11158.448000       0.999110
    11159.621000       0.997152
    11160.796000       0.994180
    11161.970000       0.990262
    11163.144000       0.985396
    11164.319000       0.979438
    11165.494000       0.972040
    11166.669000       0.962629
    11167.845000       0.950427
    11169.020000       0.934516
    11170.196000       0.913943
    11171.373000       0.887836
    11172.549000       0.855538
    11173.726000       0.816710
    11174.903000       0.771413
    11176.080000       0.720140
    11177.258000       0.663793
    11178.435000       0.603627
    11179.613000       0.541146
    11180.792000       0.477978
    11181.970000       0.415751
    11183.148000       0.355970
    11184.328000       0.299918
    11185.507000       0.248590
    11186.686000       0.202658
    11187.866000       0.162467
    11189.046000       0.128063
    11190.226000       0.099242
    11191.407000       0.075603
    11192.587000       0.056613
    11193.768000       0.041669
    11194.949000       0.030145
    11196.131000       0.021433
    11197.312000       0.014977
    11198.495000       0.010285
    11199.676000       0.006942
    11200.859000       0.004604
    11202.042000       0.003001
    11203.225000       0.001922
    11204.407000       0.001210
    11205.591000       0.000749
    11206.775000       0.000455
    11207.959000       0.000272
    11209.143000       0.000160
    11210.327000       0.000092
    11211.512000       0.000052
    11212.697000       0.000029
    11213.882000       0.000016
    11215.067000       0.000009
    11216.254000       0.000005
    11217.439000       0.000002
    11218.625000       0.000001
    11219.812000       0.000001
    11220.999000       0.000000
    11222.185000       0.000000
    11223.373000       0.000000
    11224.560000       0.000000
    11225.748000       0.000000
    11226.936000       0.000000
    11228.124000       0.000000
    11229.312000       0.000000
    11230.501000       0.000000
    11231.690000       0.000000
    11232.879000       0.000000
    11234.069000       0.000000
    11235.259000       0.000000
