41, band 3 module 4 CCD column 374 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    22092.446000       0.000000
    22097.036000       0.000000
    22101.627000       0.000000
    22106.221000       0.000000
    22110.816000       0.000000
    22115.413000       0.000000
    22120.012000       0.000000
    22124.614000       0.000000
    22129.217000       0.000000
    22133.821000       0.000000
    22138.428000       0.000001
    22143.038000       0.000001
    22147.647000       0.000003
    22152.260000       0.000005
    22156.875000       0.000009
    22161.491000       0.000015
    22166.109000       0.000027
    22170.730000       0.000045
    22175.351000       0.000076
    22179.976000       0.000126
    22184.602000       0.000205
    22189.231000       0.000330
    22193.860000       0.000522
    22198.492000       0.000816
    22203.126000       0.001257
    22207.761000       0.001907
    22212.399000       0.002853
    22217.039000       0.004206
    22221.680000       0.006111
    22226.324000       0.008753
    22230.970000       0.012358
    22235.616000       0.017198
    22240.266000       0.023593
    22244.917000       0.031903
    22249.571000       0.042529
    22254.225000       0.055890
    22258.883000       0.072413
    22263.542000       0.092503
    22268.202000       0.116517
    22272.865000       0.144729
    22277.531000       0.177298
    22282.197000       0.214234
    22286.866000       0.255378
    22291.537000       0.300380
    22296.209000       0.348697
    22300.884000       0.399607
    22305.561000       0.452233
    22310.240000       0.505589
    22314.920000       0.558629
    22319.603000       0.610316
    22324.288000       0.659681
    22328.973000       0.705888
    22333.662000       0.748278
    22338.353000       0.786403
    22343.044000       0.820039
    22347.739000       0.849177
    22352.436000       0.874002
    22357.133000       0.894841
    22361.834000       0.912121
    22366.536000       0.926312
    22371.241000       0.937882
    22375.946000       0.947261
    22380.655000       0.954818
    22385.365000       0.960856
    22390.076000       0.965613
    22394.791000       0.969280
    22399.508000       0.972022
    22404.225000       0.973994
    22408.945000       0.975353
    22413.668000       0.976260
    22418.391000       0.976881
    22423.117000       0.977373
    22427.846000       0.977868
    22432.576000       0.978460
    22437.307000       0.979195
    22442.042000       0.980071
    22446.778000       0.981037
    22451.515000       0.982021
    22456.256000       0.982937
    22460.998000       0.983713
    22465.741000       0.984305
    22470.488000       0.984708
    22475.236000       0.984962
    22479.985000       0.985139
    22484.738000       0.985331
    22489.492000       0.985629
    22494.249000       0.986103
    22499.006000       0.986785
    22503.767000       0.987670
    22508.529000       0.988706
    22513.292000       0.989812
    22518.059000       0.990895
    22522.827000       0.991866
    22527.597000       0.992665
    22532.369000       0.993271
    22537.144000       0.993703
    22541.919000       0.994022
    22546.698000       0.994173
    22551.479000       0.994359
    22556.262000       0.994676
    22561.045000       0.995166
    22565.832000       0.995829
    22570.621000       0.996623
    22575.410000       0.997476
    22580.203000       0.998297
    22584.998000       0.999001
    22589.794000       0.999527
    22594.593000       0.999764
    22599.394000       0.999529
    22604.195000       0.999168
    22609.001000       0.998768
    22613.808000       0.998421
    22618.617000       0.998210
    22623.427000       0.998186
    22628.240000       0.998359
    22633.056000       0.998694
    22637.872000       0.999121
    22642.691000       0.999547
    22647.513000       0.999862
    22652.335000       1.000000
    22657.161000       0.999937
    22661.988000       0.999681
    22666.817000       0.999281
    22671.648000       0.998815
    22676.482000       0.998374
    22681.318000       0.998038
    22686.155000       0.997857
    22690.995000       0.997833
    22695.837000       0.997918
    22700.680000       0.998002
    22705.526000       0.997957
    22710.375000       0.997622
    22715.223000       0.996830
    22720.076000       0.995417
    22724.931000       0.993230
    22729.786000       0.990118
    22734.644000       0.985918
    22739.505000       0.980439
    22744.368000       0.973434
    22749.232000       0.964581
    22754.099000       0.953484
    22758.968000       0.939684
    22763.837000       0.922670
    22768.711000       0.901924
    22773.586000       0.876973
    22778.462000       0.847446
    22783.342000       0.813130
    22788.223000       0.774018
    22793.106000       0.730334
    22797.991000       0.682546
    22802.879000       0.631350
    22807.770000       0.577641
    22812.660000       0.522456
    22817.554000       0.466905
    22822.451000       0.412103
    22827.348000       0.359103
    22832.248000       0.308839
    22837.151000       0.262077
    22842.054000       0.219385
    22846.961000       0.181128
    22851.870000       0.147468
    22856.779000       0.118380
    22861.693000       0.093688
    22866.608000       0.073092
    22871.525000       0.056210
    22876.443000       0.042607
    22881.365000       0.031831
    22886.289000       0.023437
    22891.213000       0.017006
    22896.141000       0.012161
    22901.071000       0.008570
    22906.002000       0.005952
    22910.936000       0.004073
    22915.873000       0.002747
    22920.810000       0.001825
    22925.751000       0.001195
    22930.694000       0.000771
    22935.639000       0.000490
    22940.584000       0.000307
    22945.533000       0.000190
    22950.485000       0.000115
    22955.437000       0.000069
    22960.393000       0.000041
    22965.350000       0.000024
    22970.309000       0.000014
    22975.271000       0.000008
    22980.235000       0.000004
    22985.202000       0.000002
    22990.169000       0.000001
    22995.139000       0.000001
    23000.112000       0.000000
    23005.086000       0.000000
    23010.063000       0.000000
    23015.042000       0.000000
    23020.022000       0.000000
    23025.006000       0.000000
    23029.991000       0.000000
    23034.978000       0.000000
    23039.968000       0.000000
    23044.960000       0.000000
