16, goes_14_sounder_16.flt  GOESO_sdr_operational_srf_rev_F
Number of data points:
1111
Wavenumber (cm-1)   Filter response
     2365.200000       0.002588
     2365.300000       0.002613
     2365.400000       0.002640
     2365.500000       0.002667
     2365.600000       0.002695
     2365.700000       0.002723
     2365.800000       0.002751
     2365.900000       0.002779
     2366.000000       0.002808
     2366.100000       0.002837
     2366.200000       0.002867
     2366.300000       0.002897
     2366.400000       0.002928
     2366.500000       0.002960
     2366.600000       0.002992
     2366.700000       0.003023
     2366.800000       0.003055
     2366.900000       0.003087
     2367.000000       0.003119
     2367.100000       0.003150
     2367.200000       0.003181
     2367.300000       0.003212
     2367.400000       0.003243
     2367.500000       0.003273
     2367.600000       0.003303
     2367.700000       0.003333
     2367.800000       0.003364
     2367.900000       0.003394
     2368.000000       0.003425
     2368.100000       0.003457
     2368.200000       0.003489
     2368.300000       0.003521
     2368.400000       0.003553
     2368.500000       0.003586
     2368.600000       0.003619
     2368.700000       0.003651
     2368.800000       0.003684
     2368.900000       0.003718
     2369.000000       0.003752
     2369.100000       0.003787
     2369.200000       0.003824
     2369.300000       0.003862
     2369.400000       0.003901
     2369.500000       0.003942
     2369.600000       0.003983
     2369.700000       0.004026
     2369.800000       0.004069
     2369.900000       0.004112
     2370.000000       0.004155
     2370.100000       0.004199
     2370.200000       0.004243
     2370.300000       0.004287
     2370.400000       0.004332
     2370.500000       0.004377
     2370.600000       0.004422
     2370.700000       0.004468
     2370.800000       0.004516
     2370.900000       0.004566
     2371.000000       0.004618
     2371.100000       0.004673
     2371.200000       0.004731
     2371.300000       0.004790
     2371.400000       0.004851
     2371.500000       0.004913
     2371.600000       0.004975
     2371.700000       0.005037
     2371.800000       0.005099
     2371.900000       0.005161
     2372.000000       0.005223
     2372.100000       0.005286
     2372.200000       0.005349
     2372.300000       0.005412
     2372.400000       0.005477
     2372.500000       0.005542
     2372.600000       0.005607
     2372.700000       0.005673
     2372.800000       0.005739
     2372.900000       0.005806
     2373.000000       0.005873
     2373.100000       0.005940
     2373.200000       0.006008
     2373.300000       0.006076
     2373.400000       0.006144
     2373.500000       0.006213
     2373.600000       0.006282
     2373.700000       0.006351
     2373.800000       0.006422
     2373.900000       0.006494
     2374.000000       0.006567
     2374.100000       0.006642
     2374.200000       0.006719
     2374.300000       0.006796
     2374.400000       0.006874
     2374.500000       0.006953
     2374.600000       0.007031
     2374.700000       0.007109
     2374.800000       0.007188
     2374.900000       0.007268
     2375.000000       0.007351
     2375.100000       0.007436
     2375.200000       0.007525
     2375.300000       0.007619
     2375.400000       0.007717
     2375.500000       0.007819
     2375.600000       0.007923
     2375.700000       0.008029
     2375.800000       0.008137
     2375.900000       0.008245
     2376.000000       0.008353
     2376.100000       0.008463
     2376.200000       0.008573
     2376.300000       0.008684
     2376.400000       0.008797
     2376.500000       0.008911
     2376.600000       0.009026
     2376.700000       0.009144
     2376.800000       0.009264
     2376.900000       0.009387
     2377.000000       0.009513
     2377.100000       0.009642
     2377.200000       0.009775
     2377.300000       0.009909
     2377.400000       0.010046
     2377.500000       0.010183
     2377.600000       0.010321
     2377.700000       0.010459
     2377.800000       0.010597
     2377.900000       0.010737
     2378.000000       0.010879
     2378.100000       0.011023
     2378.200000       0.011170
     2378.300000       0.011321
     2378.400000       0.011475
     2378.500000       0.011633
     2378.600000       0.011794
     2378.700000       0.011958
     2378.800000       0.012124
     2378.900000       0.012293
     2379.000000       0.012464
     2379.100000       0.012637
     2379.200000       0.012812
     2379.300000       0.012988
     2379.400000       0.013166
     2379.500000       0.013346
     2379.600000       0.013529
     2379.700000       0.013715
     2379.800000       0.013905
     2379.900000       0.014100
     2380.000000       0.014302
     2380.100000       0.014511
     2380.200000       0.014725
     2380.300000       0.014945
     2380.400000       0.015167
     2380.500000       0.015391
     2380.600000       0.015616
     2380.700000       0.015841
     2380.800000       0.016066
     2380.900000       0.016295
     2381.000000       0.016528
     2381.100000       0.016767
     2381.200000       0.017015
     2381.300000       0.017272
     2381.400000       0.017538
     2381.500000       0.017812
     2381.600000       0.018092
     2381.700000       0.018377
     2381.800000       0.018666
     2381.900000       0.018959
     2382.000000       0.019254
     2382.100000       0.019551
     2382.200000       0.019852
     2382.300000       0.020154
     2382.400000       0.020460
     2382.500000       0.020768
     2382.600000       0.021081
     2382.700000       0.021399
     2382.800000       0.021723
     2382.900000       0.022056
     2383.000000       0.022399
     2383.100000       0.022753
     2383.200000       0.023115
     2383.300000       0.023485
     2383.400000       0.023860
     2383.500000       0.024239
     2383.600000       0.024619
     2383.700000       0.024999
     2383.800000       0.025381
     2383.900000       0.025768
     2384.000000       0.026162
     2384.100000       0.026567
     2384.200000       0.026984
     2384.300000       0.027416
     2384.400000       0.027863
     2384.500000       0.028323
     2384.600000       0.028796
     2384.700000       0.029281
     2384.800000       0.029776
     2384.900000       0.030281
     2385.000000       0.030794
     2385.100000       0.031315
     2385.200000       0.031844
     2385.300000       0.032380
     2385.400000       0.032921
     2385.500000       0.033468
     2385.600000       0.034025
     2385.700000       0.034593
     2385.800000       0.035178
     2385.900000       0.035782
     2386.000000       0.036410
     2386.100000       0.037063
     2386.200000       0.037739
     2386.300000       0.038432
     2386.400000       0.039138
     2386.500000       0.039853
     2386.600000       0.040571
     2386.700000       0.041290
     2386.800000       0.042012
     2386.900000       0.042741
     2387.000000       0.043482
     2387.100000       0.044237
     2387.200000       0.045012
     2387.300000       0.045809
     2387.400000       0.046631
     2387.500000       0.047479
     2387.600000       0.048355
     2387.700000       0.049259
     2387.800000       0.050193
     2387.900000       0.051151
     2388.000000       0.052090
     2388.100000       0.052977
     2388.200000       0.053843
     2388.300000       0.054736
     2388.400000       0.055704
     2388.500000       0.056768
     2388.600000       0.057904
     2388.700000       0.059121
     2388.800000       0.060418
     2388.900000       0.061787
     2389.000000       0.063232
     2389.100000       0.064748
     2389.200000       0.066321
     2389.300000       0.067950
     2389.400000       0.069628
     2389.500000       0.071342
     2389.600000       0.073088
     2389.700000       0.074850
     2389.800000       0.076625
     2389.900000       0.078407
     2390.000000       0.080181
     2390.100000       0.081947
     2390.200000       0.083702
     2390.300000       0.085433
     2390.400000       0.087143
     2390.500000       0.088834
     2390.600000       0.090498
     2390.700000       0.092141
     2390.800000       0.093769
     2390.900000       0.095376
     2391.000000       0.096973
     2391.100000       0.098561
     2391.200000       0.100148
     2391.300000       0.101742
     2391.400000       0.103343
     2391.500000       0.104959
     2391.600000       0.106602
     2391.700000       0.108270
     2391.800000       0.109972
     2391.900000       0.111717
     2392.000000       0.113500
     2392.100000       0.115332
     2392.200000       0.117215
     2392.300000       0.119146
     2392.400000       0.121132
     2392.500000       0.123179
     2392.600000       0.125274
     2392.700000       0.127428
     2392.800000       0.129632
     2392.900000       0.131889
     2393.000000       0.134206
     2393.100000       0.136564
     2393.200000       0.138973
     2393.300000       0.141432
     2393.400000       0.143932
     2393.500000       0.146478
     2393.600000       0.149072
     2393.700000       0.151701
     2393.800000       0.154371
     2393.900000       0.157086
     2394.000000       0.159837
     2394.100000       0.162634
     2394.200000       0.165461
     2394.300000       0.168327
     2394.400000       0.171236
     2394.500000       0.174175
     2394.600000       0.177153
     2394.700000       0.180172
     2394.800000       0.183214
     2394.900000       0.186289
     2395.000000       0.189398
     2395.100000       0.192527
     2395.200000       0.195683
     2395.300000       0.198866
     2395.400000       0.202057
     2395.500000       0.205271
     2395.600000       0.208487
     2395.700000       0.211718
     2395.800000       0.214963
     2395.900000       0.218205
     2396.000000       0.221456
     2396.100000       0.224719
     2396.200000       0.227986
     2396.300000       0.231266
     2396.400000       0.234571
     2396.500000       0.237888
     2396.600000       0.241236
     2396.700000       0.244625
     2396.800000       0.248052
     2396.900000       0.251543
     2397.000000       0.255082
     2397.100000       0.258695
     2397.200000       0.262391
     2397.300000       0.266166
     2397.400000       0.270038
     2397.500000       0.274015
     2397.600000       0.278079
     2397.700000       0.282251
     2397.800000       0.286530
     2397.900000       0.290899
     2398.000000       0.295364
     2398.100000       0.299927
     2398.200000       0.304554
     2398.300000       0.309260
     2398.400000       0.314009
     2398.500000       0.318804
     2398.600000       0.323641
     2398.700000       0.328479
     2398.800000       0.333325
     2398.900000       0.338173
     2399.000000       0.342992
     2399.100000       0.347791
     2399.200000       0.352570
     2399.300000       0.357300
     2399.400000       0.361999
     2399.500000       0.366671
     2399.600000       0.371306
     2399.700000       0.375925
     2399.800000       0.380533
     2399.900000       0.385130
     2400.000000       0.389743
     2400.100000       0.394368
     2400.200000       0.399032
     2400.300000       0.403743
     2400.400000       0.408496
     2400.500000       0.413314
     2400.600000       0.418208
     2400.700000       0.423167
     2400.800000       0.428196
     2400.900000       0.433302
     2401.000000       0.438459
     2401.100000       0.443675
     2401.200000       0.448945
     2401.300000       0.454230
     2401.400000       0.459537
     2401.500000       0.464827
     2401.600000       0.470098
     2401.700000       0.475340
     2401.800000       0.480509
     2401.900000       0.485611
     2402.000000       0.490637
     2402.100000       0.495559
     2402.200000       0.500384
     2402.300000       0.505116
     2402.400000       0.509730
     2402.500000       0.514250
     2402.600000       0.518685
     2402.700000       0.523033
     2402.800000       0.527329
     2402.900000       0.531563
     2403.000000       0.535772
     2403.100000       0.539975
     2403.200000       0.544179
     2403.300000       0.548413
     2403.400000       0.552699
     2403.500000       0.557030
     2403.600000       0.561431
     2403.700000       0.565916
     2403.800000       0.570472
     2403.900000       0.575113
     2404.000000       0.579842
     2404.100000       0.584628
     2404.200000       0.589483
     2404.300000       0.594371
     2404.400000       0.599291
     2404.500000       0.604232
     2404.600000       0.609147
     2404.700000       0.614034
     2404.800000       0.618878
     2404.900000       0.623646
     2405.000000       0.628335
     2405.100000       0.632937
     2405.200000       0.637420
     2405.300000       0.641796
     2405.400000       0.646062
     2405.500000       0.650209
     2405.600000       0.654261
     2405.700000       0.658200
     2405.800000       0.662057
     2405.900000       0.665845
     2406.000000       0.669569
     2406.100000       0.673257
     2406.200000       0.676930
     2406.300000       0.680586
     2406.400000       0.684253
     2406.500000       0.687949
     2406.600000       0.691670
     2406.700000       0.695437
     2406.800000       0.699261
     2406.900000       0.703122
     2407.000000       0.707033
     2407.100000       0.710995
     2407.200000       0.714985
     2407.300000       0.719010
     2407.400000       0.723036
     2407.500000       0.727065
     2407.600000       0.731085
     2407.700000       0.735066
     2407.800000       0.739012
     2407.900000       0.742912
     2408.000000       0.746738
     2408.100000       0.750498
     2408.200000       0.754187
     2408.300000       0.757795
     2408.400000       0.761331
     2408.500000       0.764804
     2408.600000       0.768207
     2408.700000       0.771563
     2408.800000       0.774873
     2408.900000       0.778161
     2409.000000       0.781447
     2409.100000       0.784729
     2409.200000       0.788035
     2409.300000       0.791379
     2409.400000       0.794761
     2409.500000       0.798203
     2409.600000       0.801715
     2409.700000       0.805282
     2409.800000       0.808922
     2409.900000       0.812631
     2410.000000       0.816396
     2410.100000       0.820224
     2410.200000       0.824080
     2410.300000       0.827967
     2410.400000       0.831871
     2410.500000       0.835762
     2410.600000       0.839634
     2410.700000       0.843471
     2410.800000       0.847243
     2410.900000       0.850943
     2411.000000       0.854564
     2411.100000       0.858082
     2411.200000       0.861495
     2411.300000       0.864805
     2411.400000       0.867990
     2411.500000       0.871073
     2411.600000       0.874038
     2411.700000       0.876902
     2411.800000       0.879681
     2411.900000       0.882371
     2412.000000       0.884996
     2412.100000       0.887572
     2412.200000       0.890105
     2412.300000       0.892622
     2412.400000       0.895138
     2412.500000       0.897658
     2412.600000       0.900203
     2412.700000       0.902783
     2412.800000       0.905401
     2412.900000       0.908072
     2413.000000       0.910784
     2413.100000       0.913545
     2413.200000       0.916354
     2413.300000       0.919195
     2413.400000       0.922068
     2413.500000       0.924964
     2413.600000       0.927859
     2413.700000       0.930740
     2413.800000       0.933602
     2413.900000       0.936412
     2414.000000       0.939164
     2414.100000       0.941845
     2414.200000       0.944425
     2414.300000       0.946901
     2414.400000       0.949263
     2414.500000       0.951496
     2414.600000       0.953600
     2414.700000       0.955561
     2414.800000       0.957385
     2414.900000       0.959071
     2415.000000       0.960624
     2415.100000       0.962051
     2415.200000       0.963362
     2415.300000       0.964567
     2415.400000       0.965680
     2415.500000       0.966718
     2415.600000       0.967695
     2415.700000       0.968629
     2415.800000       0.969537
     2415.900000       0.970431
     2416.000000       0.971331
     2416.100000       0.972247
     2416.200000       0.973193
     2416.300000       0.974180
     2416.400000       0.975211
     2416.500000       0.976295
     2416.600000       0.977433
     2416.700000       0.978624
     2416.800000       0.979868
     2416.900000       0.981159
     2417.000000       0.982486
     2417.100000       0.983842
     2417.200000       0.985216
     2417.300000       0.986596
     2417.400000       0.987969
     2417.500000       0.989317
     2417.600000       0.990630
     2417.700000       0.991893
     2417.800000       0.993090
     2417.900000       0.994211
     2418.000000       0.995250
     2418.100000       0.996188
     2418.200000       0.997024
     2418.300000       0.997755
     2418.400000       0.998377
