08, goes_14_sounder_08.flt  GOESO_sdr_operational_srf_rev_F
Number of data points:
800
Wavenumber (cm-1)   Filter response
      871.600000       0.000260
      871.700000       0.000274
      871.800000       0.000287
      871.900000       0.000553
      872.000000       0.000573
      872.100000       0.000589
      872.200000       0.000598
      872.300000       0.000600
      872.400000       0.000592
      872.500000       0.000573
      872.600000       0.000541
      872.700000       0.000515
      872.800000       0.000580
      872.900000       0.001344
      873.000000       0.001590
      873.100000       0.001883
      873.200000       0.002211
      873.300000       0.002565
      873.400000       0.002935
      873.500000       0.003313
      873.600000       0.003690
      873.700000       0.004060
      873.800000       0.004419
      873.900000       0.004764
      874.000000       0.005093
      874.100000       0.005407
      874.200000       0.005707
      874.300000       0.005994
      874.400000       0.006270
      874.500000       0.006537
      874.600000       0.006798
      874.700000       0.007054
      874.800000       0.007307
      874.900000       0.007558
      875.000000       0.007810
      875.100000       0.008064
      875.200000       0.008322
      875.300000       0.008583
      875.400000       0.008850
      875.500000       0.009123
      875.600000       0.009404
      875.700000       0.009695
      875.800000       0.009996
      875.900000       0.010309
      876.000000       0.010638
      876.100000       0.010984
      876.200000       0.011352
      876.300000       0.011747
      876.400000       0.012173
      876.500000       0.012640
      876.600000       0.013153
      876.700000       0.013719
      876.800000       0.014347
      876.900000       0.015043
      877.000000       0.015814
      877.100000       0.016664
      877.200000       0.017595
      877.300000       0.018606
      877.400000       0.019695
      877.500000       0.020855
      877.600000       0.022080
      877.700000       0.023358
      877.800000       0.024682
      877.900000       0.026042
      878.000000       0.027431
      878.100000       0.028842
      878.200000       0.030272
      878.300000       0.031726
      878.400000       0.033208
      878.500000       0.034728
      878.600000       0.036303
      878.700000       0.037947
      878.800000       0.039679
      878.900000       0.041520
      879.000000       0.043490
      879.100000       0.045604
      879.200000       0.047881
      879.300000       0.050330
      879.400000       0.052961
      879.500000       0.055777
      879.600000       0.058785
      879.700000       0.061976
      879.800000       0.065347
      879.900000       0.068893
      880.000000       0.072610
      880.100000       0.076491
      880.200000       0.080527
      880.300000       0.084717
      880.400000       0.089062
      880.500000       0.093572
      880.600000       0.098244
      880.700000       0.103094
      880.800000       0.108135
      880.900000       0.113380
      881.000000       0.118851
      881.100000       0.124559
      881.200000       0.130515
      881.300000       0.136738
      881.400000       0.143239
      881.500000       0.150028
      881.600000       0.157094
      881.700000       0.164440
      881.800000       0.172062
      881.900000       0.179958
      882.000000       0.188106
      882.100000       0.196510
      882.200000       0.205147
      882.300000       0.214011
      882.400000       0.223098
      882.500000       0.232413
      882.600000       0.241943
      882.700000       0.251702
      882.800000       0.261704
      882.900000       0.271942
      883.000000       0.282425
      883.100000       0.293166
      883.200000       0.304142
      883.300000       0.315350
      883.400000       0.326778
      883.500000       0.338410
      883.600000       0.350198
      883.700000       0.362126
      883.800000       0.374130
      883.900000       0.386177
      884.000000       0.398220
      884.100000       0.410232
      884.200000       0.422157
      884.300000       0.433975
      884.400000       0.445664
      884.500000       0.457217
      884.600000       0.468616
      884.700000       0.479843
      884.800000       0.490904
      884.900000       0.501805
      885.000000       0.512552
      885.100000       0.523131
      885.200000       0.533547
      885.300000       0.543785
      885.400000       0.553841
      885.500000       0.563679
      885.600000       0.573292
      885.700000       0.582650
      885.800000       0.591738
      885.900000       0.600544
      886.000000       0.609060
      886.100000       0.617265
      886.200000       0.625166
      886.300000       0.632761
      886.400000       0.640064
      886.500000       0.647078
      886.600000       0.653823
      886.700000       0.660305
      886.800000       0.666533
      886.900000       0.672513
      887.000000       0.678245
      887.100000       0.683719
      887.200000       0.688937
      887.300000       0.693893
      887.400000       0.698582
      887.500000       0.703003
      887.600000       0.707166
      887.700000       0.711082
      887.800000       0.714768
      887.900000       0.718254
      888.000000       0.721567
      888.100000       0.724735
      888.200000       0.727794
      888.300000       0.730768
      888.400000       0.733691
      888.500000       0.736583
      888.600000       0.739461
      888.700000       0.742336
      888.800000       0.745201
      888.900000       0.748047
      889.000000       0.750854
      889.100000       0.753602
      889.200000       0.756270
      889.300000       0.758836
      889.400000       0.761286
      889.500000       0.763603
      889.600000       0.765778
      889.700000       0.767808
      889.800000       0.769693
      889.900000       0.771439
      890.000000       0.773052
      890.100000       0.774547
      890.200000       0.775940
      890.300000       0.777250
      890.400000       0.778496
      890.500000       0.779690
      890.600000       0.780847
      890.700000       0.781981
      890.800000       0.783103
      890.900000       0.784222
      891.000000       0.785350
      891.100000       0.786489
      891.200000       0.787645
      891.300000       0.788817
      891.400000       0.790006
      891.500000       0.791213
      891.600000       0.792438
      891.700000       0.793680
      891.800000       0.794937
      891.900000       0.796204
      892.000000       0.797476
      892.100000       0.798746
      892.200000       0.800010
      892.300000       0.801265
      892.400000       0.802514
      892.500000       0.803759
      892.600000       0.805012
      892.700000       0.806283
      892.800000       0.807583
      892.900000       0.808929
      893.000000       0.810333
      893.100000       0.811809
      893.200000       0.813367
      893.300000       0.815008
      893.400000       0.816735
      893.500000       0.818535
      893.600000       0.820391
      893.700000       0.822287
      893.800000       0.824200
      893.900000       0.826113
      894.000000       0.828012
      894.100000       0.829881
      894.200000       0.831705
      894.300000       0.833478
      894.400000       0.835193
      894.500000       0.836849
      894.600000       0.838452
      894.700000       0.840009
      894.800000       0.841528
      894.900000       0.843020
      895.000000       0.844494
      895.100000       0.845962
      895.200000       0.847430
      895.300000       0.848904
      895.400000       0.850383
      895.500000       0.851861
      895.600000       0.853331
      895.700000       0.854789
      895.800000       0.856229
      895.900000       0.857648
      896.000000       0.859044
      896.100000       0.860414
      896.200000       0.861762
      896.300000       0.863091
      896.400000       0.864402
      896.500000       0.865691
      896.600000       0.866957
      896.700000       0.868190
      896.800000       0.869381
      896.900000       0.870520
      897.000000       0.871592
      897.100000       0.872585
      897.200000       0.873493
      897.300000       0.874305
      897.400000       0.875012
      897.500000       0.875610
      897.600000       0.876097
      897.700000       0.876481
      897.800000       0.876771
      897.900000       0.876987
      898.000000       0.877147
      898.100000       0.877271
      898.200000       0.877381
      898.300000       0.877493
      898.400000       0.877623
      898.500000       0.877783
      898.600000       0.877985
      898.700000       0.878234
      898.800000       0.878530
      898.900000       0.878876
      899.000000       0.879265
      899.100000       0.879696
      899.200000       0.880163
      899.300000       0.880667
      899.400000       0.881207
      899.500000       0.881787
      899.600000       0.882414
      899.700000       0.883092
      899.800000       0.883825
      899.900000       0.884619
      900.000000       0.885478
      900.100000       0.886413
      900.200000       0.887425
      900.300000       0.888512
      900.400000       0.889673
      900.500000       0.890896
      900.600000       0.892173
      900.700000       0.893488
      900.800000       0.894825
      900.900000       0.896167
      901.000000       0.897496
      901.100000       0.898797
      901.200000       0.900055
      901.300000       0.901258
      901.400000       0.902400
      901.500000       0.903474
      901.600000       0.904480
      901.700000       0.905421
      901.800000       0.906303
      901.900000       0.907135
      902.000000       0.907930
      902.100000       0.908700
      902.200000       0.909465
      902.300000       0.910243
      902.400000       0.911050
      902.500000       0.911898
      902.600000       0.912797
      902.700000       0.913747
      902.800000       0.914746
      902.900000       0.915794
      903.000000       0.916879
      903.100000       0.917992
      903.200000       0.919116
      903.300000       0.920230
      903.400000       0.921318
      903.500000       0.922359
      903.600000       0.923344
      903.700000       0.924268
      903.800000       0.925129
      903.900000       0.925932
      904.000000       0.926679
      904.100000       0.927378
      904.200000       0.928037
      904.300000       0.928662
      904.400000       0.929262
      904.500000       0.929847
      904.600000       0.930428
      904.700000       0.931013
      904.800000       0.931610
      904.900000       0.932226
      905.000000       0.932868
      905.100000       0.933542
      905.200000       0.934251
      905.300000       0.934997
      905.400000       0.935785
      905.500000       0.936616
      905.600000       0.937500
      905.700000       0.938438
      905.800000       0.939438
      905.900000       0.940504
      906.000000       0.941638
      906.100000       0.942839
      906.200000       0.944107
      906.300000       0.945438
      906.400000       0.946823
      906.500000       0.948249
      906.600000       0.949698
      906.700000       0.951152
      906.800000       0.952589
      906.900000       0.953983
      907.000000       0.955309
      907.100000       0.956542
      907.200000       0.957662
      907.300000       0.958650
      907.400000       0.959492
      907.500000       0.960175
      907.600000       0.960695
      907.700000       0.961049
      907.800000       0.961241
      907.900000       0.961283
      908.000000       0.961189
      908.100000       0.960979
      908.200000       0.960683
      908.300000       0.960328
      908.400000       0.959941
      908.500000       0.959557
      908.600000       0.959203
      908.700000       0.958906
      908.800000       0.958682
      908.900000       0.958545
      909.000000       0.958499
      909.100000       0.958538
      909.200000       0.958648
      909.300000       0.958807
      909.400000       0.958991
      909.500000       0.959176
      909.600000       0.959341
      909.700000       0.959465
      909.800000       0.959531
      909.900000       0.959526
      910.000000       0.959445
      910.100000       0.959291
      910.200000       0.959081
      910.300000       0.958837
      910.400000       0.958587
      910.500000       0.958360
      910.600000       0.958181
      910.700000       0.958067
      910.800000       0.958027
      910.900000       0.958059
      911.000000       0.958161
      911.100000       0.958314
      911.200000       0.958499
      911.300000       0.958689
      911.400000       0.958847
      911.500000       0.958943
      911.600000       0.958947
      911.700000       0.958840
      911.800000       0.958616
      911.900000       0.958281
      912.000000       0.957852
      912.100000       0.957354
      912.200000       0.956819
      912.300000       0.956275
      912.400000       0.955759
      912.500000       0.955295
      912.600000       0.954913
      912.700000       0.954632
      912.800000       0.954463
      912.900000       0.954400
      913.000000       0.954430
      913.100000       0.954533
      913.200000       0.954681
      913.300000       0.954852
      913.400000       0.955026
      913.500000       0.955192
      913.600000       0.955345
      913.700000       0.955488
      913.800000       0.955630
      913.900000       0.955788
      914.000000       0.955983
      914.100000       0.956241
      914.200000       0.956589
      914.300000       0.957051
      914.400000       0.957645
      914.500000       0.958374
      914.600000       0.959228
      914.700000       0.960189
      914.800000       0.961228
      914.900000       0.962313
      915.000000       0.963403
      915.100000       0.964463
      915.200000       0.965458
      915.300000       0.966361
      915.400000       0.967162
      915.500000       0.967857
      915.600000       0.968453
      915.700000       0.968960
      915.800000       0.969398
      915.900000       0.969791
      916.000000       0.970165
      916.100000       0.970556
      916.200000       0.971000
      916.300000       0.971526
      916.400000       0.972155
      916.500000       0.972898
      916.600000       0.973758
      916.700000       0.974730
      916.800000       0.975799
      916.900000       0.976951
      917.000000       0.978163
      917.100000       0.979411
      917.200000       0.980676
      917.300000       0.981941
      917.400000       0.983192
      917.500000       0.984418
      917.600000       0.985610
      917.700000       0.986760
      917.800000       0.987861
      917.900000       0.988908
      918.000000       0.989899
      918.100000       0.990827
      918.200000       0.991693
      918.300000       0.992489
      918.400000       0.993218
      918.500000       0.993877
      918.600000       0.994468
      918.700000       0.994994
      918.800000       0.995452
      918.900000       0.995837
      919.000000       0.996149
      919.100000       0.996389
      919.200000       0.996572
      919.300000       0.996715
      919.400000       0.996838
      919.500000       0.996961
      919.600000       0.997102
      919.700000       0.997274
