85, band 6 module 4 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    17553.075000       0.000000
    17555.979000       0.000000
    17558.884000       0.000000
    17561.790000       0.000000
    17564.699000       0.000000
    17567.607000       0.000001
    17570.516000       0.000001
    17573.426000       0.000002
    17576.338000       0.000003
    17579.250000       0.000005
    17582.163000       0.000009
    17585.078000       0.000015
    17587.993000       0.000024
    17590.909000       0.000039
    17593.825000       0.000063
    17596.745000       0.000101
    17599.663000       0.000158
    17602.583000       0.000244
    17605.505000       0.000374
    17608.427000       0.000566
    17611.349000       0.000847
    17614.272000       0.001250
    17617.199000       0.001825
    17620.124000       0.002633
    17623.050000       0.003752
    17625.977000       0.005284
    17628.908000       0.007355
    17631.837000       0.010115
    17634.767000       0.013749
    17637.700000       0.018467
    17640.632000       0.024514
    17643.565000       0.032160
    17646.499000       0.041700
    17649.436000       0.053443
    17652.372000       0.067699
    17655.309000       0.084773
    17658.247000       0.104939
    17661.188000       0.128427
    17664.128000       0.155403
    17667.069000       0.185947
    17670.013000       0.220042
    17672.956000       0.257554
    17675.900000       0.298227
    17678.845000       0.341687
    17681.792000       0.387438
    17684.739000       0.434889
    17687.687000       0.483364
    17690.638000       0.532142
    17693.587000       0.580479
    17696.538000       0.627652
    17699.490000       0.672987
    17702.444000       0.715891
    17705.398000       0.755881
    17708.353000       0.792593
    17711.308000       0.825796
    17714.267000       0.855385
    17717.225000       0.881378
    17720.183000       0.903893
    17723.145000       0.923130
    17726.105000       0.939347
    17729.067000       0.952839
    17732.030000       0.963914
    17734.995000       0.972878
    17737.960000       0.980027
    17740.925000       0.985632
    17743.892000       0.989943
    17746.861000       0.993184
    17749.830000       0.995553
    17752.799000       0.997230
    17755.772000       0.998370
    17758.743000       0.999108
    17761.716000       0.999559
    17764.689000       0.999814
    17767.666000       0.999943
    17770.641000       0.999996
    17773.618000       1.000000
    17776.597000       0.999968
    17779.576000       0.999902
    17782.555000       0.999796
    17785.536000       0.999644
    17788.519000       0.999444
    17791.502000       0.999198
    17794.485000       0.998918
    17797.470000       0.998619
    17800.457000       0.998321
    17803.444000       0.998040
    17806.431000       0.997791
    17809.422000       0.997584
    17812.411000       0.997414
    17815.402000       0.997271
    17818.393000       0.997139
    17821.388000       0.997000
    17824.381000       0.996838
    17827.376000       0.996642
    17830.371000       0.996409
    17833.370000       0.996144
    17836.367000       0.995858
    17839.366000       0.995569
    17842.367000       0.995330
    17845.368000       0.995119
    17848.369000       0.994944
    17851.372000       0.994804
    17854.378000       0.994691
    17857.382000       0.994592
    17860.388000       0.994488
    17863.396000       0.994364
    17866.404000       0.994206
    17869.413000       0.994010
    17872.422000       0.993764
    17875.435000       0.993470
    17878.447000       0.993167
    17881.460000       0.992874
    17884.473000       0.992605
    17887.490000       0.992371
    17890.506000       0.992173
    17893.523000       0.992006
    17896.542000       0.991856
    17899.561000       0.991706
    17902.581000       0.991537
    17905.602000       0.991332
    17908.626000       0.991084
    17911.649000       0.990786
    17914.673000       0.990443
    17917.698000       0.990061
    17920.726000       0.989643
    17923.753000       0.989190
    17926.781000       0.988688
    17929.812000       0.988109
    17932.842000       0.987405
    17935.873000       0.986508
    17938.905000       0.985326
    17941.940000       0.983748
    17944.974000       0.981641
    17948.009000       0.978851
    17951.047000       0.975204
    17954.085000       0.970504
    17957.123000       0.964533
    17960.162000       0.957046
    17963.205000       0.947778
    17966.246000       0.936443
    17969.288000       0.922743
    17972.332000       0.906378
    17975.378000       0.887065
    17978.424000       0.864555
    17981.470000       0.838659
    17984.520000       0.809266
    17987.568000       0.776366
    17990.618000       0.740064
    17993.669000       0.700592
    17996.722000       0.658311
    17999.775000       0.613697
    18002.829000       0.567331
    18005.884000       0.519872
    18008.941000       0.472028
    18011.998000       0.424522
    18015.056000       0.378058
    18018.117000       0.333291
    18021.177000       0.290796
    18024.238000       0.251049
    18027.300000       0.214413
    18030.365000       0.181132
    18033.429000       0.151331
    18036.495000       0.125025
    18039.563000       0.102130
    18042.630000       0.082481
    18045.698000       0.065852
    18048.768000       0.051971
    18051.840000       0.040543
    18054.912000       0.031260
    18057.984000       0.023823
    18061.058000       0.017942
    18064.134000       0.013355
    18067.210000       0.009824
    18070.287000       0.007142
    18073.366000       0.005131
    18076.445000       0.003642
    18079.525000       0.002555
    18082.606000       0.001771
    18085.690000       0.001213
    18088.773000       0.000821
    18091.857000       0.000549
    18094.942000       0.000363
    18098.030000       0.000237
    18101.117000       0.000153
    18104.205000       0.000098
    18107.297000       0.000061
    18110.387000       0.000038
    18113.479000       0.000024
    18116.571000       0.000014
    18119.667000       0.000009
    18122.761000       0.000005
    18125.857000       0.000003
    18128.955000       0.000002
    18132.053000       0.000001
    18135.152000       0.000001
    18138.252000       0.000000
    18141.355000       0.000000
    18144.457000       0.000000
    18147.560000       0.000000
    18150.664000       0.000000
