43, band 3 module 5 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    22118.715000       0.000000
    22123.314000       0.000000
    22127.916000       0.000000
    22132.520000       0.000000
    22137.126000       0.000000
    22141.734000       0.000000
    22146.343000       0.000000
    22150.956000       0.000000
    22155.569000       0.000000
    22160.184000       0.000000
    22164.802000       0.000000
    22169.421000       0.000000
    22174.043000       0.000000
    22178.665000       0.000000
    22183.291000       0.000001
    22187.918000       0.000002
    22192.546000       0.000003
    22197.178000       0.000006
    22201.810000       0.000011
    22206.446000       0.000021
    22211.082000       0.000038
    22215.721000       0.000068
    22220.361000       0.000120
    22225.003000       0.000207
    22229.648000       0.000352
    22234.294000       0.000585
    22238.943000       0.000958
    22243.593000       0.001540
    22248.246000       0.002431
    22252.900000       0.003771
    22257.555000       0.005747
    22262.214000       0.008605
    22266.873000       0.012657
    22271.536000       0.018292
    22276.200000       0.025973
    22280.866000       0.036233
    22285.534000       0.049664
    22290.203000       0.066889
    22294.875000       0.088524
    22299.548000       0.115130
    22304.225000       0.147157
    22308.902000       0.184874
    22313.582000       0.228317
    22318.263000       0.277230
    22322.946000       0.331031
    22327.633000       0.388813
    22332.319000       0.449360
    22337.010000       0.511216
    22341.700000       0.572773
    22346.395000       0.632388
    22351.089000       0.688524
    22355.786000       0.739873
    22360.486000       0.785460
    22365.187000       0.824727
    22369.891000       0.857550
    22374.595000       0.884222
    22379.304000       0.905379
    22384.012000       0.921887
    22388.723000       0.934716
    22393.437000       0.944802
    22398.151000       0.952946
    22402.869000       0.959742
    22407.588000       0.965540
    22412.309000       0.970470
    22417.032000       0.974506
    22421.758000       0.977542
    22426.484000       0.979486
    22431.213000       0.980330
    22435.945000       0.980197
    22440.677000       0.979345
    22445.413000       0.978130
    22450.149000       0.976959
    22454.889000       0.976202
    22459.630000       0.976120
    22464.372000       0.976815
    22469.118000       0.978211
    22473.864000       0.980075
    22478.614000       0.982064
    22483.365000       0.983808
    22488.119000       0.984988
    22492.873000       0.985409
    22497.630000       0.985041
    22502.390000       0.984035
    22507.150000       0.982682
    22511.914000       0.981350
    22516.679000       0.980409
    22521.447000       0.980145
    22526.215000       0.980697
    22530.986000       0.982032
    22535.760000       0.983944
    22540.535000       0.986106
    22545.313000       0.988174
    22550.091000       0.989792
    22554.874000       0.990690
    22559.656000       0.990788
    22564.441000       0.990183
    22569.229000       0.989127
    22574.018000       0.987971
    22578.811000       0.987085
    22583.603000       0.986779
    22588.400000       0.987228
    22593.197000       0.988437
    22597.996000       0.990105
    22602.798000       0.992053
    22607.601000       0.993915
    22612.408000       0.995337
    22617.215000       0.996053
    22622.026000       0.995955
    22626.837000       0.995114
    22631.650000       0.993763
    22636.467000       0.992250
    22641.285000       0.990958
    22646.106000       0.990215
    22650.927000       0.990221
    22655.752000       0.991039
    22660.578000       0.992530
    22665.405000       0.994407
    22670.237000       0.996293
    22675.069000       0.997810
    22679.904000       0.998662
    22684.740000       0.998696
    22689.579000       0.997944
    22694.419000       0.996610
    22699.261000       0.995021
    22704.107000       0.993571
    22708.953000       0.992621
    22713.803000       0.992416
    22718.654000       0.993034
    22723.508000       0.994364
    22728.362000       0.996127
    22733.219000       0.997929
    22738.079000       0.999346
    22742.940000       1.000000
    22747.804000       0.999627
    22752.669000       0.998105
    22757.537000       0.995473
    22762.406000       0.991855
    22767.278000       0.987387
    22772.152000       0.982121
    22777.028000       0.975932
    22781.907000       0.968453
    22786.786000       0.959051
    22791.669000       0.946856
    22796.553000       0.930841
    22801.439000       0.909941
    22806.328000       0.883198
    22811.218000       0.849913
    22816.112000       0.809752
    22821.006000       0.762833
    22825.904000       0.709749
    22830.802000       0.651539
    22835.703000       0.589609
    22840.607000       0.525607
    22845.511000       0.461289
    22850.420000       0.398370
    22855.329000       0.338396
    22860.241000       0.282650
    22865.154000       0.232087
    22870.069000       0.187299
    22874.988000       0.148537
    22879.908000       0.115742
    22884.831000       0.088605
    22889.755000       0.066634
    22894.682000       0.049225
    22899.610000       0.035719
    22904.540000       0.025457
    22909.474000       0.017821
    22914.408000       0.012252
    22919.346000       0.008273
    22924.285000       0.005486
    22929.227000       0.003573
    22934.170000       0.002286
    22939.115000       0.001436
    22944.063000       0.000886
    22949.013000       0.000537
    22953.965000       0.000319
    22958.919000       0.000187
    22963.876000       0.000107
    22968.834000       0.000060
    22973.794000       0.000033
    22978.757000       0.000018
    22983.722000       0.000010
    22988.690000       0.000005
    22993.658000       0.000003
    22998.630000       0.000001
    23003.603000       0.000001
    23008.578000       0.000000
    23013.557000       0.000000
    23018.536000       0.000000
    23023.519000       0.000000
    23028.502000       0.000000
    23033.490000       0.000000
    23038.478000       0.000000
    23043.468000       0.000000
    23048.461000       0.000000
    23053.456000       0.000000
    23058.454000       0.000000
    23063.453000       0.000000
    23068.455000       0.000000
    23073.458000       0.000000
