22, band 2 module 3 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    23778.058000       0.000000
    23783.365000       0.000000
    23788.675000       0.000000
    23793.986000       0.000000
    23799.300000       0.000000
    23804.618000       0.000000
    23809.937000       0.000000
    23815.258000       0.000000
    23820.582000       0.000001
    23825.908000       0.000001
    23831.236000       0.000002
    23836.567000       0.000004
    23841.900000       0.000006
    23847.236000       0.000011
    23852.575000       0.000019
    23857.916000       0.000032
    23863.258000       0.000053
    23868.603000       0.000087
    23873.951000       0.000141
    23879.301000       0.000225
    23884.653000       0.000354
    23890.007000       0.000550
    23895.364000       0.000843
    23900.724000       0.001274
    23906.087000       0.001900
    23911.452000       0.002796
    23916.818000       0.004061
    23922.187000       0.005819
    23927.559000       0.008229
    23932.933000       0.011483
    23938.309000       0.015813
    23943.688000       0.021489
    23949.069000       0.028818
    23954.453000       0.038141
    23959.840000       0.049821
    23965.229000       0.064232
    23970.620000       0.081740
    23976.013000       0.102682
    23981.409000       0.127341
    23986.807000       0.155919
    23992.207000       0.188511
    23997.610000       0.225083
    24003.016000       0.265452
    24008.425000       0.309274
    24013.836000       0.356058
    24019.248000       0.405161
    24024.663000       0.455819
    24030.081000       0.507185
    24035.501000       0.558363
    24040.924000       0.608463
    24046.349000       0.656649
    24051.776000       0.702183
    24057.206000       0.744462
    24062.640000       0.783042
    24068.075000       0.817654
    24073.512000       0.848211
    24078.951000       0.874775
    24084.394000       0.897538
    24089.838000       0.916789
    24095.285000       0.932878
    24100.735000       0.946179
    24106.187000       0.957065
    24111.643000       0.965887
    24117.100000       0.972958
    24122.559000       0.978546
    24128.021000       0.982897
    24133.485000       0.986225
    24138.952000       0.988722
    24144.421000       0.990562
    24149.893000       0.991907
    24155.367000       0.992906
    24160.844000       0.993687
    24166.325000       0.994358
    24171.807000       0.994995
    24177.291000       0.995639
    24182.778000       0.996244
    24188.267000       0.996860
    24193.759000       0.997458
    24199.253000       0.998000
    24204.749000       0.998455
    24210.249000       0.998808
    24215.750000       0.999061
    24221.256000       0.999240
    24226.763000       0.999385
    24232.272000       0.999547
    24237.784000       0.999585
    24243.298000       0.999443
    24248.814000       0.999412
    24254.334000       0.999482
    24259.855000       0.999623
    24265.379000       0.999789
    24270.908000       0.999929
    24276.437000       1.000000
    24281.969000       0.999973
    24287.503000       0.999843
    24293.040000       0.999627
    24298.579000       0.999310
    24304.121000       0.998974
    24309.666000       0.998688
    24315.213000       0.998490
    24320.762000       0.998399
    24326.316000       0.998412
    24331.870000       0.998500
    24337.427000       0.998620
    24342.987000       0.998721
    24348.549000       0.998755
    24354.114000       0.998686
    24359.681000       0.998483
    24365.251000       0.998184
    24370.823000       0.997824
    24376.398000       0.997451
    24381.977000       0.997119
    24387.557000       0.996871
    24393.140000       0.996731
    24398.725000       0.996701
    24404.313000       0.996757
    24409.903000       0.996857
    24415.496000       0.996935
    24421.091000       0.996938
    24426.689000       0.996841
    24432.291000       0.996627
    24437.894000       0.996303
    24443.500000       0.995898
    24449.108000       0.995458
    24454.719000       0.995029
    24460.332000       0.994650
    24465.948000       0.994336
    24471.566000       0.994073
    24477.187000       0.993790
    24482.811000       0.993419
    24488.439000       0.992853
    24494.068000       0.991960
    24499.699000       0.990595
    24505.333000       0.988602
    24510.970000       0.985819
    24516.609000       0.982070
    24522.251000       0.977155
    24527.895000       0.970840
    24533.542000       0.962810
    24539.194000       0.952547
    24544.846000       0.939906
    24550.501000       0.924473
    24556.158000       0.905825
    24561.818000       0.883555
    24567.481000       0.857321
    24573.146000       0.826879
    24578.814000       0.792131
    24584.484000       0.753150
    24590.157000       0.710203
    24595.835000       0.663512
    24601.513000       0.613762
    24607.194000       0.562022
    24612.877000       0.509197
    24618.564000       0.456247
    24624.252000       0.404132
    24629.944000       0.353756
    24635.638000       0.305921
    24641.335000       0.261294
    24647.034000       0.220378
    24652.738000       0.183502
    24658.442000       0.150827
    24664.150000       0.122355
    24669.860000       0.097954
    24675.572000       0.077382
    24681.287000       0.060316
    24687.005000       0.046384
    24692.726000       0.035192
    24698.449000       0.026339
    24704.176000       0.019447
    24709.905000       0.014164
    24715.636000       0.010176
    24721.370000       0.007211
    24727.106000       0.005040
    24732.845000       0.003475
    24738.587000       0.002363
    24744.331000       0.001585
    24750.078000       0.001049
    24755.828000       0.000684
    24761.582000       0.000440
    24767.338000       0.000280
    24773.095000       0.000175
    24778.856000       0.000108
    24784.619000       0.000066
    24790.385000       0.000040
    24796.153000       0.000023
    24801.924000       0.000014
    24807.698000       0.000008
    24813.477000       0.000004
    24819.256000       0.000003
    24825.038000       0.000001
    24830.823000       0.000001
    24836.610000       0.000000
    24842.400000       0.000000
    24848.193000       0.000000
    24853.988000       0.000000
    24859.786000       0.000000
    24865.587000       0.000000
    24871.393000       0.000000
    24877.199000       0.000000
    24883.008000       0.000000
