2, GCOM-C SGLI  IR channel 2 from file JAXA_GCOMC_SGLI_TIR_RSR_V5.csv
Number of data points:
801
Wavenumber (cm-1)   Filter response
      933.271100       0.000650
      933.706800       0.000641
      934.142900       0.000632
      934.579400       0.000623
      935.016400       0.000614
      935.453700       0.000606
      935.891400       0.000597
      936.329600       0.000589
      936.768100       0.000582
      937.207100       0.000574
      937.646500       0.000567
      938.086300       0.000560
      938.526500       0.000553
      938.967100       0.000546
      939.408200       0.000539
      939.849600       0.000533
      940.291500       0.000527
      940.733800       0.000520
      941.176500       0.000515
      941.619600       0.000509
      942.063100       0.000503
      942.507100       0.000498
      942.951400       0.000492
      943.396200       0.000487
      943.841400       0.000482
      944.287100       0.000477
      944.733100       0.000472
      945.179600       0.000468
      945.626500       0.000463
      946.073800       0.000459
      946.521500       0.000455
      946.969700       0.000451
      947.418300       0.000447
      947.867300       0.000443
      948.316700       0.000439
      948.766600       0.000436
      949.216900       0.000432
      949.667600       0.000429
      950.118800       0.000425
      950.570300       0.000422
      951.022300       0.000418
      951.474800       0.000415
      951.927700       0.000412
      952.381000       0.000409
      952.834700       0.000406
      953.288800       0.000403
      953.743400       0.000400
      954.198500       0.000398
      954.653900       0.000395
      955.109800       0.000392
      955.566200       0.000390
      956.022900       0.000387
      956.480200       0.000385
      956.937800       0.000383
      957.395900       0.000380
      957.854400       0.000378
      958.313400       0.000376
      958.772800       0.000374
      959.232600       0.000371
      959.692900       0.000369
      960.153600       0.000367
      960.614800       0.000365
      961.076400       0.000363
      961.538500       0.000361
      962.001000       0.000359
      962.463900       0.000356
      962.927300       0.000354
      963.391100       0.000352
      963.855400       0.000350
      964.320200       0.000347
      964.785300       0.000345
      965.251000       0.000343
      965.717000       0.000340
      966.183600       0.000338
      966.650600       0.000335
      967.118000       0.000332
      967.585900       0.000329
      968.054200       0.000326
      968.523000       0.000323
      968.992200       0.000320
      969.461900       0.000316
      969.932100       0.000313
      970.402700       0.000309
      970.873800       0.000305
      971.345300       0.000301
      971.817300       0.000297
      972.289700       0.000293
      972.762600       0.000288
      973.236000       0.000284
      973.709800       0.000279
      974.184100       0.000275
      974.658900       0.000270
      975.134100       0.000265
      975.609800       0.000260
      976.085900       0.000255
      976.562500       0.000249
      977.039600       0.000244
      977.517100       0.000239
      977.995100       0.000233
      978.473600       0.000228
      978.952500       0.000223
      979.431900       0.000217
      979.911800       0.000212
      980.392200       0.000207
      980.873000       0.000202
      981.354300       0.000196
      981.836000       0.000191
      982.318300       0.000186
      982.801000       0.000181
      983.284200       0.000176
      983.767800       0.000171
      984.252000       0.000166
      984.736600       0.000161
      985.221700       0.000156
      985.707200       0.000152
      986.193300       0.000147
      986.679800       0.000143
      987.166800       0.000138
      987.654300       0.000134
      988.142300       0.000130
      988.630700       0.000126
      989.119700       0.000122
      989.609100       0.000118
      990.099000       0.000114
      990.589400       0.000111
      991.080300       0.000107
      991.571600       0.000104
      992.063500       0.000101
      992.555800       0.000098
      993.048700       0.000095
      993.542000       0.000092
      994.035800       0.000089
      994.530100       0.000086
      995.024900       0.000083
      995.520200       0.000081
      996.015900       0.000078
      996.512200       0.000076
      997.009000       0.000074
      997.506200       0.000072
      998.004000       0.000069
      998.502200       0.000067
      999.001000       0.000066
      999.500200       0.000064
     1000.000000       0.000062
