54, band 4 module 3 CCD column 730 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    20008.442000       0.000000
    20012.216000       0.000000
    20015.992000       0.000000
    20019.769000       0.000000
    20023.547000       0.000000
    20027.327000       0.000000
    20031.109000       0.000000
    20034.892000       0.000000
    20038.676000       0.000000
    20042.462000       0.000000
    20046.249000       0.000000
    20050.037000       0.000001
    20053.827000       0.000001
    20057.619000       0.000002
    20061.412000       0.000004
    20065.206000       0.000007
    20069.002000       0.000012
    20072.799000       0.000021
    20076.597000       0.000037
    20080.398000       0.000065
    20084.199000       0.000111
    20088.001000       0.000187
    20091.806000       0.000309
    20095.612000       0.000504
    20099.420000       0.000807
    20103.228000       0.001273
    20107.038000       0.001977
    20110.850000       0.003020
    20114.662000       0.004542
    20118.477000       0.006722
    20122.294000       0.009791
    20126.111000       0.014038
    20129.929000       0.019809
    20133.750000       0.027512
    20137.572000       0.037611
    20141.394000       0.050613
    20145.219000       0.067045
    20149.046000       0.087431
    20152.874000       0.112247
    20156.702000       0.141887
    20160.532000       0.176607
    20164.365000       0.216484
    20168.197000       0.261376
    20172.032000       0.310891
    20175.869000       0.364378
    20179.707000       0.420939
    20183.545000       0.479461
    20187.386000       0.538675
    20191.229000       0.597236
    20195.072000       0.653812
    20198.917000       0.707177
    20202.764000       0.756304
    20206.612000       0.800428
    20210.461000       0.839096
    20214.312000       0.872174
    20218.165000       0.899831
    20222.018000       0.922481
    20225.873000       0.940716
    20229.730000       0.955218
    20233.588000       0.966677
    20237.448000       0.975718
    20241.309000       0.982857
    20245.172000       0.988475
    20249.036000       0.992826
    20252.902000       0.996064
    20256.769000       0.998282
    20260.637000       0.999560
    20264.507000       1.000000
    20268.379000       0.999748
    20272.252000       0.999002
    20276.126000       0.997991
    20280.002000       0.996951
    20283.880000       0.996087
    20287.758000       0.995539
    20291.639000       0.995362
    20295.521000       0.995516
    20299.405000       0.995882
    20303.289000       0.996290
    20307.176000       0.996558
    20311.064000       0.996531
    20314.952000       0.996121
    20318.844000       0.995320
    20322.736000       0.994209
    20326.630000       0.992933
    20330.525000       0.991677
    20334.422000       0.990618
    20338.321000       0.989891
    20342.220000       0.989558
    20346.121000       0.989609
    20350.024000       0.989924
    20353.928000       0.990336
    20357.834000       0.990663
    20361.742000       0.990736
    20365.651000       0.990448
    20369.560000       0.989767
    20373.472000       0.988751
    20377.386000       0.987530
    20381.300000       0.986281
    20385.216000       0.985311
    20389.135000       0.984859
    20393.054000       0.984793
    20396.974000       0.985110
    20400.897000       0.985724
    20404.821000       0.986483
    20408.745000       0.987203
    20412.673000       0.987707
    20416.601000       0.987867
    20420.532000       0.987630
    20424.462000       0.987030
    20428.395000       0.986107
    20432.330000       0.985080
    20436.265000       0.984160
    20440.203000       0.983508
    20444.142000       0.983231
    20448.083000       0.983348
    20452.024000       0.983796
    20455.968000       0.984437
    20459.913000       0.985091
    20463.859000       0.985574
    20467.808000       0.985740
    20471.758000       0.985512
    20475.708000       0.984901
    20479.661000       0.983999
    20483.615000       0.982964
    20487.571000       0.981979
    20491.528000       0.981214
    20495.487000       0.980788
    20499.448000       0.980737
    20503.408000       0.981004
    20507.372000       0.981446
    20511.337000       0.981857
    20515.304000       0.982002
    20519.271000       0.981655
    20523.241000       0.980625
    20527.213000       0.978773
    20531.184000       0.976006
    20535.159000       0.972257
    20539.135000       0.967441
    20543.112000       0.961417
    20547.090000       0.953939
    20551.071000       0.944636
    20555.053000       0.933000
    20559.035000       0.918416
    20563.021000       0.900201
    20567.007000       0.877685
    20570.996000       0.850285
    20574.984000       0.817594
    20578.976000       0.779451
    20582.969000       0.735996
    20586.962000       0.687681
    20590.958000       0.635266
    20594.956000       0.579770
    20598.955000       0.522401
    20602.955000       0.464471
    20606.957000       0.407298
    20610.961000       0.352122
    20614.965000       0.300023
    20618.972000       0.251872
    20622.980000       0.208289
    20626.989000       0.169642
    20631.001000       0.136056
    20635.014000       0.107438
    20639.029000       0.083525
    20643.044000       0.063923
    20647.062000       0.048155
    20651.081000       0.035707
    20655.101000       0.026060
    20659.124000       0.018719
    20663.148000       0.013233
    20667.174000       0.009207
    20671.200000       0.006304
    20675.228000       0.004248
    20679.259000       0.002817
    20683.290000       0.001839
    20687.323000       0.001181
    20691.358000       0.000746
    20695.395000       0.000464
    20699.432000       0.000284
    20703.472000       0.000171
    20707.513000       0.000101
    20711.555000       0.000059
    20715.600000       0.000034
    20719.646000       0.000019
    20723.694000       0.000011
    20727.742000       0.000006
    20731.793000       0.000003
    20735.845000       0.000002
    20739.898000       0.000001
    20743.954000       0.000000
    20748.011000       0.000000
    20752.069000       0.000000
    20756.129000       0.000000
    20760.191000       0.000000
    20764.255000       0.000000
    20768.319000       0.000000
    20772.386000       0.000000
    20776.454000       0.000000
    20780.523000       0.000000
    20784.594000       0.000000
    20788.668000       0.000000
