82, band 6 module 3 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    17571.969000       0.000000
    17574.881000       0.000000
    17577.792000       0.000000
    17580.706000       0.000000
    17583.621000       0.000000
    17586.536000       0.000001
    17589.453000       0.000001
    17592.369000       0.000002
    17595.288000       0.000003
    17598.208000       0.000006
    17601.127000       0.000010
    17604.049000       0.000016
    17606.970000       0.000026
    17609.893000       0.000043
    17612.818000       0.000068
    17615.742000       0.000108
    17618.669000       0.000169
    17621.595000       0.000261
    17624.523000       0.000398
    17627.453000       0.000600
    17630.382000       0.000894
    17633.313000       0.001316
    17636.244000       0.001915
    17639.177000       0.002753
    17642.112000       0.003912
    17645.046000       0.005494
    17647.982000       0.007624
    17650.918000       0.010457
    17653.856000       0.014175
    17656.795000       0.018991
    17659.734000       0.025148
    17662.675000       0.032916
    17665.616000       0.042585
    17668.559000       0.054460
    17671.503000       0.068850
    17674.447000       0.086050
    17677.393000       0.106328
    17680.338000       0.129909
    17683.287000       0.156948
    17686.236000       0.187521
    17689.184000       0.221604
    17692.135000       0.259058
    17695.086000       0.299629
    17698.039000       0.342940
    17700.993000       0.388503
    17703.946000       0.435729
    17706.902000       0.483956
    17709.857000       0.532470
    17712.815000       0.580542
    17715.773000       0.627459
    17718.733000       0.672559
    17721.694000       0.715260
    17724.654000       0.755084
    17727.617000       0.791671
    17730.579000       0.824790
    17733.544000       0.854338
    17736.510000       0.880326
    17739.475000       0.902866
    17742.443000       0.922152
    17745.410000       0.938435
    17748.380000       0.952001
    17751.351000       0.963156
    17754.321000       0.972202
    17757.294000       0.979430
    17760.266000       0.985112
    17763.241000       0.989495
    17766.217000       0.992805
    17769.192000       0.995239
    17772.170000       0.996976
    17775.147000       0.998171
    17778.127000       0.998958
    17781.108000       0.999451
    17784.088000       0.999742
    17787.071000       0.999901
    17790.053000       0.999977
    17793.038000       1.000000
    17796.024000       0.999984
    17799.009000       0.999932
    17801.997000       0.999840
    17804.984000       0.999705
    17807.974000       0.999525
    17810.965000       0.999307
    17813.955000       0.999057
    17816.948000       0.998789
    17819.940000       0.998521
    17822.935000       0.998270
    17825.931000       0.998049
    17828.926000       0.997863
    17831.924000       0.997712
    17834.921000       0.997586
    17837.921000       0.997472
    17840.922000       0.997378
    17843.922000       0.997286
    17846.925000       0.997164
    17849.927000       0.997009
    17852.932000       0.996823
    17855.938000       0.996619
    17858.943000       0.996410
    17861.951000       0.996212
    17864.959000       0.996039
    17867.969000       0.995897
    17870.980000       0.995787
    17873.990000       0.995662
    17877.003000       0.995545
    17880.016000       0.995424
    17883.031000       0.995284
    17886.047000       0.995113
    17889.062000       0.994907
    17892.081000       0.994668
    17895.098000       0.994406
    17898.118000       0.994135
    17901.139000       0.993872
    17904.160000       0.993630
    17907.183000       0.993419
    17910.206000       0.993241
    17913.231000       0.993091
    17916.257000       0.992956
    17919.283000       0.992821
    17922.311000       0.992669
    17925.339000       0.992484
    17928.369000       0.992258
    17931.401000       0.991985
    17934.432000       0.991668
    17937.465000       0.991310
    17940.498000       0.990913
    17943.534000       0.990474
    17946.570000       0.989979
    17949.606000       0.989398
    17952.645000       0.988683
    17955.682000       0.987763
    17958.723000       0.986550
    17961.765000       0.984930
    17964.806000       0.982771
    17967.850000       0.979918
    17970.893000       0.976198
    17973.939000       0.971412
    17976.986000       0.965343
    17980.032000       0.957746
    17983.081000       0.948359
    17986.129000       0.936897
    17989.180000       0.923069
    17992.232000       0.906584
    17995.283000       0.887166
    17998.337000       0.864579
    18001.391000       0.838641
    18004.447000       0.809251
    18007.504000       0.776404
    18010.561000       0.740210
    18013.620000       0.700901
    18016.679000       0.658829
    18019.740000       0.614465
    18022.803000       0.568375
    18025.864000       0.521205
    18028.929000       0.473646
    18031.992000       0.426406
    18035.059000       0.380175
    18038.125000       0.335595
    18041.194000       0.293234
    18044.264000       0.253563
    18047.332000       0.216944
    18050.404000       0.183624
    18053.475000       0.153733
    18056.549000       0.127294
    18059.624000       0.104233
    18062.698000       0.084394
    18065.776000       0.067561
    18068.852000       0.053473
    18071.931000       0.041840
    18075.011000       0.032363
    18078.091000       0.024744
    18081.173000       0.018701
    18084.254000       0.013971
    18087.339000       0.010316
    18090.425000       0.007528
    18093.509000       0.005430
    18096.597000       0.003871
    18099.683000       0.002728
    18102.773000       0.001899
    18105.864000       0.001307
    18108.954000       0.000889
    18112.047000       0.000598
    18115.139000       0.000397
    18118.234000       0.000261
    18121.330000       0.000169
    18124.425000       0.000108
    18127.523000       0.000069
    18130.621000       0.000043
    18133.721000       0.000027
    18136.822000       0.000016
    18139.923000       0.000010
    18143.026000       0.000006
    18146.129000       0.000003
    18149.234000       0.000002
    18152.341000       0.000001
    18155.447000       0.000001
    18158.556000       0.000000
    18161.664000       0.000000
    18164.775000       0.000000
    18167.887000       0.000000
    18170.998000       0.000000
