13, band 1 module 5 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
159
Wavenumber (cm-1)   Filter response
    24325.088000       0.000000
    24332.111000       0.000000
    24339.138000       0.000000
    24346.170000       0.000000
    24353.205000       0.000000
    24360.244000       0.000000
    24367.289000       0.000000
    24374.336000       0.000000
    24381.388000       0.000000
    24388.443000       0.000000
    24395.504000       0.000000
    24402.568000       0.000000
    24409.636000       0.000000
    24416.709000       0.000001
    24423.785000       0.000003
    24430.865000       0.000006
    24437.951000       0.000014
    24445.039000       0.000032
    24452.131000       0.000070
    24459.227000       0.000149
    24466.330000       0.000307
    24473.434000       0.000612
    24480.543000       0.001181
    24487.658000       0.002207
    24494.775000       0.003995
    24501.896000       0.007005
    24509.021000       0.011901
    24516.152000       0.019586
    24523.286000       0.031226
    24530.424000       0.048231
    24537.567000       0.072170
    24544.713000       0.104634
    24551.864000       0.147015
    24559.020000       0.200218
    24566.178000       0.264368
    24573.341000       0.338559
    24580.508000       0.420719
    24587.681000       0.507660
    24594.856000       0.595280
    24602.036000       0.678985
    24609.221000       0.754825
    24616.409000       0.819562
    24623.601000       0.871362
    24630.797000       0.910038
    24638.000000       0.936967
    24645.204000       0.954666
    24652.413000       0.966157
    24659.628000       0.974246
    24666.846000       0.980971
    24674.067000       0.987284
    24681.295000       0.993098
    24688.525000       0.997643
    24695.759000       1.000000
    24702.997000       0.999620
    24710.242000       0.996661
    24717.489000       0.992029
    24724.740000       0.987130
    24731.998000       0.983421
    24739.257000       0.981911
    24746.521000       0.982820
    24753.790000       0.985512
    24761.064000       0.988716
    24768.341000       0.990974
    24775.622000       0.991158
    24782.909000       0.988852
    24790.199000       0.984536
    24797.493000       0.979384
    24804.793000       0.974873
    24812.096000       0.972255
    24819.403000       0.972121
    24826.714000       0.974192
    24834.031000       0.977408
    24841.351000       0.980299
    24848.675000       0.981510
    24856.005000       0.980276
    24863.338000       0.976683
    24870.675000       0.971653
    24878.017000       0.966615
    24885.364000       0.963010
    24892.714000       0.961782
    24900.069000       0.963043
    24907.429000       0.966013
    24914.793000       0.969357
    24922.160000       0.971582
    24929.534000       0.971594
    24936.910000       0.969076
    24944.291000       0.964606
    24951.676000       0.959449
    24959.067000       0.955115
    24966.460000       0.948855
    24973.859000       0.943468
    24981.263000       0.940163
    24988.670000       0.937762
    24996.081000       0.934776
    25003.497000       0.929928
    25010.919000       0.922604
    25018.343000       0.913062
    25025.772000       0.902143
    25033.207000       0.890993
    25040.645000       0.881439
    25048.087000       0.874240
    25055.535000       0.869322
    25062.986000       0.865811
    25070.442000       0.862348
    25077.902000       0.857574
    25085.368000       0.850603
    25092.837000       0.841539
    25100.310000       0.830910
    25107.789000       0.819938
    25115.271000       0.809983
    25122.758000       0.802037
    25130.251000       0.796373
    25137.746000       0.792462
    25145.246000       0.789166
    25152.751000       0.785249
    25160.262000       0.779676
    25167.775000       0.771880
    25175.293000       0.762217
    25182.817000       0.751692
    25190.344000       0.741603
    25197.875000       0.733076
    25205.411000       0.726678
    25212.954000       0.722223
    25220.498000       0.719083
    25228.048000       0.715789
    25235.604000       0.711180
    25243.162000       0.704568
    25250.725000       0.695980
    25258.295000       0.686132
    25265.867000       0.676173
    25273.443000       0.667277
    25281.025000       0.660370
    25288.612000       0.655536
    25296.202000       0.652111
    25303.797000       0.649044
    25311.399000       0.645172
    25319.003000       0.639630
    25326.611000       0.632150
    25334.224000       0.623148
    25341.844000       0.613605
    25349.466000       0.604815
    25357.093000       0.597498
    25364.726000       0.592045
    25372.362000       0.588187
    25380.003000       0.585093
    25387.650000       0.581667
    25395.300000       0.576923
    25402.954000       0.570314
    25410.614000       0.562066
    25418.279000       0.552634
    25425.947000       0.542772
    25433.620000       0.533165
    25441.300000       0.523994
    25448.982000       0.514719
    25456.669000       0.504090
    25464.361000       0.490387
    25472.059000       0.471895
    25479.759000       0.447295
    25487.465000       0.415803
