15, band 1 module 5 CCD column 730 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
165
Wavenumber (cm-1)   Filter response
    24285.705000       0.000000
    24292.709000       0.000000
    24299.716000       0.000000
    24306.728000       0.000000
    24313.744000       0.000000
    24320.764000       0.000000
    24327.788000       0.000000
    24334.816000       0.000000
    24341.848000       0.000000
    24348.882000       0.000000
    24355.922000       0.000000
    24362.967000       0.000001
    24370.015000       0.000002
    24377.067000       0.000005
    24384.124000       0.000012
    24391.184000       0.000025
    24398.249000       0.000053
    24405.318000       0.000108
    24412.391000       0.000214
    24419.466000       0.000413
    24426.547000       0.000774
    24433.632000       0.001413
    24440.721000       0.002509
    24447.815000       0.004331
    24454.912000       0.007272
    24462.014000       0.011877
    24469.119000       0.018867
    24476.229000       0.029153
    24483.342000       0.043821
    24490.460000       0.064082
    24497.582000       0.091175
    24504.708000       0.126233
    24511.839000       0.170098
    24518.974000       0.223131
    24526.113000       0.285034
    24533.256000       0.354718
    24540.403000       0.430222
    24547.554000       0.508984
    24554.708000       0.587913
    24561.868000       0.663780
    24569.032000       0.733609
    24576.200000       0.795062
    24583.372000       0.846724
    24590.548000       0.888231
    24597.729000       0.919938
    24604.914000       0.943328
    24612.103000       0.960317
    24619.294000       0.972686
    24626.492000       0.981901
    24633.693000       0.988928
    24640.899000       0.994220
    24648.109000       0.997860
    24655.324000       0.999781
    24662.542000       1.000000
    24669.765000       0.998796
    24676.992000       0.996701
    24684.223000       0.994416
    24691.457000       0.992614
    24698.696000       0.991747
    24705.940000       0.991902
    24713.188000       0.992788
    24720.441000       0.993833
    24727.698000       0.994415
    24734.959000       0.994066
    24742.224000       0.992639
    24749.493000       0.990366
    24756.765000       0.987780
    24764.043000       0.985527
    24771.326000       0.984138
    24778.612000       0.983833
    24785.903000       0.984451
    24793.198000       0.985515
    24800.498000       0.986374
    24807.802000       0.986449
    24815.110000       0.985432
    24822.420000       0.983397
    24829.737000       0.980776
    24837.058000       0.978205
    24844.383000       0.976283
    24851.713000       0.975402
    24859.047000       0.975564
    24866.385000       0.976394
    24873.728000       0.977274
    24881.075000       0.977557
    24888.426000       0.976800
    24895.780000       0.974926
    24903.140000       0.972232
    24910.504000       0.969329
    24917.873000       0.966918
    24925.246000       0.965523
    24932.624000       0.965318
    24940.006000       0.966067
    24947.392000       0.967204
    24954.782000       0.968028
    24962.175000       0.967166
    24969.575000       0.959746
    24976.979000       0.951313
    24984.387000       0.942385
    24991.799000       0.933650
    24999.216000       0.925725
    25006.637000       0.918938
    25014.063000       0.913216
    25021.493000       0.908113
    25028.928000       0.902516
    25036.365000       0.896049
    25043.808000       0.888509
    25051.256000       0.879881
    25058.708000       0.870532
    25066.165000       0.861075
    25073.626000       0.852157
    25081.092000       0.844228
    25088.562000       0.837467
    25096.036000       0.831713
    25103.513000       0.826205
    25110.997000       0.820303
    25118.485000       0.813511
    25125.977000       0.805649
    25133.474000       0.796916
    25140.975000       0.787810
    25148.481000       0.778956
    25155.991000       0.771122
    25163.506000       0.764356
    25171.025000       0.758507
    25178.547000       0.753143
    25186.075000       0.747669
    25193.607000       0.741533
    25201.145000       0.734422
    25208.686000       0.726368
    25216.233000       0.717856
    25223.783000       0.709474
    25231.339000       0.701630
    25238.898000       0.694689
    25246.461000       0.688697
    25254.030000       0.683367
    25261.603000       0.678185
    25269.181000       0.672592
    25276.764000       0.666185
    25284.351000       0.659110
    25291.942000       0.651310
    25299.538000       0.643246
    25307.139000       0.635465
    25314.742000       0.628405
    25322.352000       0.622243
    25329.967000       0.616832
    25337.586000       0.611752
    25345.209000       0.606612
    25352.838000       0.600848
    25360.470000       0.594039
    25368.108000       0.586130
    25375.750000       0.577286
    25383.396000       0.567750
    25391.046000       0.557645
    25398.701000       0.546810
    25406.362000       0.534741
    25414.027000       0.520694
    25421.697000       0.503335
    25429.371000       0.481575
    25437.050000       0.454620
    25444.733000       0.422197
    25452.422000       0.384678
    25460.113000       0.343084
    25467.810000       0.298953
    25475.512000       0.254227
    25483.219000       0.210680
    25490.931000       0.169964
