94, band 7 module 2 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    15892.072000       0.000000
    15894.445000       0.000000
    15896.820000       0.000000
    15899.194000       0.000000
    15901.569000       0.000000
    15903.944000       0.000000
    15906.322000       0.000000
    15908.699000       0.000000
    15911.077000       0.000000
    15913.455000       0.000000
    15915.836000       0.000000
    15918.216000       0.000000
    15920.596000       0.000000
    15922.977000       0.000001
    15925.361000       0.000002
    15927.743000       0.000003
    15930.127000       0.000006
    15932.511000       0.000011
    15934.897000       0.000020
    15937.283000       0.000035
    15939.669000       0.000063
    15942.056000       0.000109
    15944.445000       0.000186
    15946.834000       0.000312
    15949.223000       0.000516
    15951.612000       0.000838
    15954.004000       0.001339
    15956.396000       0.002102
    15958.788000       0.003247
    15961.180000       0.004930
    15963.575000       0.007361
    15965.969000       0.010807
    15968.364000       0.015601
    15970.760000       0.022146
    15973.158000       0.030914
    15975.555000       0.042435
    15977.952000       0.057285
    15980.351000       0.076052
    15982.751000       0.099303
    15985.151000       0.127536
    15987.552000       0.161124
    15989.953000       0.200260
    15992.357000       0.244904
    15994.760000       0.294742
    15997.163000       0.349161
    15999.567000       0.407252
    16001.974000       0.467838
    16004.379000       0.529532
    16006.786000       0.590829
    16009.193000       0.650206
    16011.602000       0.706237
    16014.011000       0.757712
    16016.420000       0.803716
    16018.830000       0.843702
    16021.242000       0.877508
    16023.654000       0.905336
    16026.066000       0.927697
    16028.479000       0.945314
    16030.894000       0.959020
    16033.308000       0.969649
    16035.723000       0.977940
    16038.139000       0.984482
    16040.557000       0.989677
    16042.974000       0.993754
    16045.392000       0.996806
    16047.811000       0.998852
    16050.232000       0.999900
    16052.652000       1.000000
    16055.073000       0.999282
    16057.495000       0.997961
    16059.919000       0.996317
    16062.342000       0.994653
    16064.766000       0.993245
    16067.190000       0.992290
    16069.617000       0.991868
    16072.043000       0.991935
    16074.470000       0.992330
    16076.897000       0.992819
    16079.327000       0.993144
    16081.756000       0.993083
    16084.186000       0.992501
    16086.616000       0.991374
    16089.049000       0.989803
    16091.481000       0.988040
    16093.914000       0.986284
    16096.347000       0.984784
    16098.783000       0.983732
    16101.218000       0.983224
    16103.653000       0.983235
    16106.089000       0.983625
    16108.528000       0.984171
    16110.966000       0.984618
    16113.404000       0.984731
    16115.844000       0.984523
    16118.285000       0.984157
    16120.726000       0.983318
    16123.167000       0.982182
    16125.610000       0.980987
    16128.054000       0.979985
    16130.498000       0.979385
    16132.942000       0.979305
    16135.388000       0.979748
    16137.835000       0.980600
    16140.282000       0.981657
    16142.729000       0.982648
    16145.177000       0.983342
    16147.628000       0.983574
    16150.077000       0.983268
    16152.528000       0.982470
    16154.979000       0.981332
    16157.432000       0.980083
    16159.885000       0.978976
    16162.338000       0.978232
    16164.792000       0.977990
    16167.249000       0.978281
    16169.705000       0.979012
    16172.161000       0.979999
    16174.618000       0.980998
    16177.077000       0.981762
    16179.536000       0.982099
    16181.995000       0.981909
    16184.455000       0.981208
    16186.918000       0.980128
    16189.379000       0.978881
    16191.842000       0.977717
    16194.305000       0.976861
    16196.770000       0.976469
    16199.235000       0.976589
    16201.700000       0.977144
    16204.166000       0.977947
    16206.635000       0.978734
    16209.102000       0.979213
    16211.570000       0.979112
    16214.040000       0.978220
    16216.511000       0.976409
    16218.982000       0.973621
    16221.453000       0.969840
    16223.925000       0.965042
    16226.399000       0.959130
    16228.873000       0.951881
    16231.347000       0.942910
    16233.823000       0.931658
    16236.300000       0.917424
    16238.777000       0.899424
    16241.254000       0.876878
    16243.732000       0.849112
    16246.213000       0.815659
    16248.692000       0.776343
    16251.173000       0.731339
    16253.654000       0.681184
    16256.137000       0.626760
    16258.620000       0.569233
    16261.103000       0.509963
    16263.588000       0.450404
    16266.074000       0.391988
    16268.560000       0.336031
    16271.046000       0.283650
    16273.534000       0.235703
    16276.023000       0.192767
    16278.512000       0.155134
    16281.002000       0.122837
    16283.492000       0.095686
    16285.984000       0.073320
    16288.476000       0.055261
    16290.969000       0.040965
    16293.462000       0.029867
    16295.958000       0.021415
    16298.453000       0.015101
    16300.948000       0.010471
    16303.445000       0.007141
    16305.943000       0.004788
    16308.441000       0.003158
    16310.940000       0.002048
    16313.439000       0.001306
    16315.941000       0.000819
    16318.442000       0.000505
    16320.944000       0.000306
    16323.447000       0.000182
    16325.951000       0.000107
    16328.455000       0.000062
    16330.960000       0.000035
    16333.466000       0.000019
    16335.974000       0.000011
    16338.481000       0.000006
    16340.989000       0.000003
    16343.498000       0.000002
    16346.009000       0.000001
    16348.519000       0.000000
    16351.030000       0.000000
    16353.542000       0.000000
    16356.056000       0.000000
    16358.569000       0.000000
    16361.083000       0.000000
    16363.598000       0.000000
    16366.115000       0.000000
    16368.631000       0.000000
    16371.149000       0.000000
    16373.667000       0.000000
    16376.187000       0.000000
    16378.706000       0.000000
