13, goes_14_sounder_13.flt  GOESO_sdr_operational_srf_rev_F
Number of data points:
670
Wavenumber (cm-1)   Filter response
     2156.200000       0.000187
     2156.300000       0.000127
     2156.400000       0.000071
     2156.500000       0.000018
     2156.600000       0.000000
     2156.700000       0.000000
     2156.800000       0.000000
     2156.900000       0.000000
     2157.000000       0.000000
     2157.100000       0.000000
     2157.200000       0.000000
     2157.300000       0.000000
     2157.400000       0.000000
     2157.500000       0.000000
     2157.600000       0.000000
     2157.700000       0.000000
     2157.800000       0.000000
     2157.900000       0.000000
     2158.000000       0.000024
     2158.100000       0.000098
     2158.200000       0.000183
     2158.300000       0.000277
     2158.400000       0.000381
     2158.500000       0.000492
     2158.600000       0.000610
     2158.700000       0.000732
     2158.800000       0.000858
     2158.900000       0.000985
     2159.000000       0.001111
     2159.100000       0.001236
     2159.200000       0.001356
     2159.300000       0.001470
     2159.400000       0.001575
     2159.500000       0.001668
     2159.600000       0.001750
     2159.700000       0.001821
     2159.800000       0.001883
     2159.900000       0.001939
     2160.000000       0.001992
     2160.100000       0.002043
     2160.200000       0.002095
     2160.300000       0.002147
     2160.400000       0.002200
     2160.500000       0.002253
     2160.600000       0.002305
     2160.700000       0.002356
     2160.800000       0.002406
     2160.900000       0.002454
     2161.000000       0.002500
     2161.100000       0.002542
     2161.200000       0.002580
     2161.300000       0.002613
     2161.400000       0.002641
     2161.500000       0.002665
     2161.600000       0.002687
     2161.700000       0.002707
     2161.800000       0.002728
     2161.900000       0.002750
     2162.000000       0.002775
     2162.100000       0.002802
     2162.200000       0.002830
     2162.300000       0.002858
     2162.400000       0.002885
     2162.500000       0.002909
     2162.600000       0.002931
     2162.700000       0.002952
     2162.800000       0.002975
     2162.900000       0.003003
     2163.000000       0.003038
     2163.100000       0.003084
     2163.200000       0.003141
     2163.300000       0.003210
     2163.400000       0.003286
     2163.500000       0.003368
     2163.600000       0.003453
     2163.700000       0.003539
     2163.800000       0.003623
     2163.900000       0.003707
     2164.000000       0.003792
     2164.100000       0.003878
     2164.200000       0.003968
     2164.300000       0.004063
     2164.400000       0.004163
     2164.500000       0.004269
     2164.600000       0.004378
     2164.700000       0.004492
     2164.800000       0.004608
     2164.900000       0.004726
     2165.000000       0.004845
     2165.100000       0.004966
     2165.200000       0.005086
     2165.300000       0.005208
     2165.400000       0.005330
     2165.500000       0.005452
     2165.600000       0.005574
     2165.700000       0.005697
     2165.800000       0.005822
     2165.900000       0.005950
     2166.000000       0.006082
     2166.100000       0.006219
     2166.200000       0.006361
     2166.300000       0.006508
     2166.400000       0.006660
     2166.500000       0.006815
     2166.600000       0.006973
     2166.700000       0.007134
     2166.800000       0.007296
     2166.900000       0.007461
     2167.000000       0.007629
     2167.100000       0.007801
     2167.200000       0.007977
     2167.300000       0.008159
     2167.400000       0.008346
     2167.500000       0.008542
     2167.600000       0.008747
     2167.700000       0.008963
     2167.800000       0.009193
     2167.900000       0.009438
     2168.000000       0.009699
     2168.100000       0.009974
     2168.200000       0.010258
     2168.300000       0.010548
     2168.400000       0.010840
     2168.500000       0.011130
     2168.600000       0.011418
     2168.700000       0.011709
     2168.800000       0.012011
     2168.900000       0.012335
     2169.000000       0.012688
     2169.100000       0.013078
     2169.200000       0.013512
     2169.300000       0.013985
     2169.400000       0.014490
     2169.500000       0.015017
     2169.600000       0.015561
     2169.700000       0.016112
     2169.800000       0.016666
     2169.900000       0.017224
     2170.000000       0.017790
     2170.100000       0.018369
     2170.200000       0.018965
     2170.300000       0.019580
     2170.400000       0.020221
     2170.500000       0.020892
     2170.600000       0.021600
     2170.700000       0.022349
     2170.800000       0.023147
     2170.900000       0.023998
     2171.000000       0.024905
     2171.100000       0.025851
     2171.200000       0.026816
     2171.300000       0.027779
     2171.400000       0.028720
     2171.500000       0.029617
     2171.600000       0.030478
     2171.700000       0.031412
     2171.800000       0.032558
     2171.900000       0.034079
     2172.000000       0.036307
     2172.100000       0.039288
     2172.200000       0.042915
     2172.300000       0.047021
     2172.400000       0.051429
     2172.500000       0.055928
     2172.600000       0.060335
     2172.700000       0.064457
     2172.800000       0.068171
     2172.900000       0.071387
     2173.000000       0.074092
     2173.100000       0.076309
     2173.200000       0.078128
     2173.300000       0.079670
     2173.400000       0.081090
     2173.500000       0.082537
     2173.600000       0.084159
     2173.700000       0.086078
     2173.800000       0.088391
     2173.900000       0.091140
     2174.000000       0.094348
     2174.100000       0.097984
     2174.200000       0.102021
     2174.300000       0.106378
     2174.400000       0.111005
     2174.500000       0.115829
     2174.600000       0.120821
     2174.700000       0.125934
     2174.800000       0.131171
     2174.900000       0.136529
     2175.000000       0.142053
     2175.100000       0.147752
     2175.200000       0.153677
     2175.300000       0.159850
     2175.400000       0.166318
     2175.500000       0.173087
     2175.600000       0.180148
     2175.700000       0.187534
     2175.800000       0.195204
     2175.900000       0.203174
     2176.000000       0.211409
     2176.100000       0.219938
     2176.200000       0.228721
     2176.300000       0.237793
     2176.400000       0.247140
     2176.500000       0.256813
     2176.600000       0.266790
     2176.700000       0.277119
     2176.800000       0.287785
     2176.900000       0.298840
     2177.000000       0.310232
     2177.100000       0.321988
     2177.200000       0.334062
     2177.300000       0.346482
     2177.400000       0.359162
     2177.500000       0.372116
     2177.600000       0.385284
     2177.700000       0.398694
     2177.800000       0.412272
     2177.900000       0.426048
     2178.000000       0.439981
     2178.100000       0.454126
     2178.200000       0.468425
     2178.300000       0.482924
     2178.400000       0.497588
     2178.500000       0.512467
     2178.600000       0.527489
     2178.700000       0.542677
     2178.800000       0.557964
     2178.900000       0.573371
     2179.000000       0.588793
     2179.100000       0.604227
     2179.200000       0.619596
     2179.300000       0.634897
