34 , eos_02_modis_34.flt  shift of 0.80cm-1 applied
Number of data points:
149
Wavenumber (cm-1)   Filter response
      713.800000       0.000000
      714.050000       0.000000
      714.300000       0.010378
      714.550000       0.010913
      714.800000       0.012117
      715.050000       0.013405
      715.300000       0.014826
      715.550000       0.016467
      715.800000       0.018374
      716.050000       0.020519
      716.300000       0.022958
      716.550000       0.025784
      716.800000       0.029026
      717.050000       0.032634
      717.300000       0.036745
      717.550000       0.041582
      717.800000       0.047264
      718.050000       0.053666
      718.300000       0.060919
      718.550000       0.069354
      718.800000       0.079208
      719.050000       0.090464
      719.300000       0.103343
      719.550000       0.118464
      719.800000       0.136223
      720.050000       0.156563
      720.300000       0.179507
      720.550000       0.205377
      720.800000       0.234405
      721.050000       0.266830
      721.300000       0.302638
      721.550000       0.341496
      721.800000       0.383064
      722.050000       0.427461
      722.300000       0.474734
      722.550000       0.523625
      722.800000       0.572928
      723.050000       0.622128
      723.300000       0.671336
      723.550000       0.719224
      723.800000       0.764389
      724.050000       0.805976
      724.300000       0.844138
      724.550000       0.878489
      724.800000       0.908418
      725.050000       0.933618
      725.300000       0.953993
      725.550000       0.969959
      725.800000       0.982195
      726.050000       0.991189
      726.300000       0.996811
      726.550000       0.999359
      726.800000       1.000000
      727.050000       0.999649
      727.300000       0.998557
      727.550000       0.996548
      727.800000       0.994004
      728.050000       0.991248
      728.300000       0.988615
      728.550000       0.986223
      728.800000       0.984060
      729.050000       0.982028
      729.300000       0.979857
      729.550000       0.977372
      729.800000       0.974492
      730.050000       0.971190
      730.300000       0.967617
      730.550000       0.963950
      730.800000       0.960232
      731.050000       0.956481
      731.300000       0.952588
      731.550000       0.948434
      731.800000       0.943984
      732.050000       0.939317
      732.300000       0.934547
      732.550000       0.929777
      732.800000       0.925024
      733.050000       0.920517
      733.300000       0.916553
      733.550000       0.913252
      733.800000       0.910513
      734.050000       0.908302
      734.300000       0.906687
      734.550000       0.905742
      734.800000       0.905434
      735.050000       0.905771
      735.300000       0.906828
      735.550000       0.908724
      735.800000       0.911861
      736.050000       0.916414
      736.300000       0.921504
      736.550000       0.926031
      736.800000       0.929196
      737.050000       0.931228
      737.300000       0.931487
      737.550000       0.928527
      737.800000       0.921376
      738.050000       0.909654
      738.300000       0.893510
      738.550000       0.872799
      738.800000       0.847506
      739.050000       0.817492
      739.300000       0.782699
      739.550000       0.744094
      739.800000       0.702780
      740.050000       0.659561
      740.300000       0.614239
      740.550000       0.567341
      740.800000       0.520496
      741.050000       0.474791
      741.300000       0.430492
      741.550000       0.387522
      741.800000       0.346759
      742.050000       0.309023
      742.300000       0.274675
      742.550000       0.243466
      742.800000       0.215177
      743.050000       0.189721
      743.300000       0.167034
      743.550000       0.147142
      743.800000       0.129879
      744.050000       0.114722
      744.300000       0.101256
      744.550000       0.089348
      744.800000       0.079107
      745.050000       0.070258
      745.300000       0.062432
      745.550000       0.055424
      745.800000       0.049336
      746.050000       0.044138
      746.300000       0.039631
      746.550000       0.035666
      746.800000       0.032174
      747.050000       0.029156
      747.300000       0.026461
      747.550000       0.023971
      747.800000       0.021658
      748.050000       0.019560
      748.300000       0.017696
      748.550000       0.016047
      748.800000       0.014565
      749.050000       0.013264
      749.300000       0.012137
      749.550000       0.011132
      749.800000       0.010420
      750.050000       0.000000
      750.300000       0.000000
      750.550000       0.000000
      750.800000       0.000000
