7, band 1 module 3 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
156
Wavenumber (cm-1)   Filter response
    24352.176000       0.000000
    24359.178000       0.000000
    24366.182000       0.000000
    24373.191000       0.000000
    24380.205000       0.000000
    24387.222000       0.000000
    24394.242000       0.000000
    24401.269000       0.000001
    24408.297000       0.000002
    24415.332000       0.000003
    24422.369000       0.000007
    24429.409000       0.000013
    24436.456000       0.000026
    24443.505000       0.000050
    24450.560000       0.000094
    24457.617000       0.000173
    24464.678000       0.000313
    24471.745000       0.000552
    24478.815000       0.000953
    24485.888000       0.001610
    24492.968000       0.002661
    24500.049000       0.004303
    24507.137000       0.006807
    24514.227000       0.010535
    24521.321000       0.015955
    24528.420000       0.023643
    24535.523000       0.034279
    24542.629000       0.048626
    24549.741000       0.067511
    24556.855000       0.091745
    24563.976000       0.122055
    24571.099000       0.158992
    24578.226000       0.202831
    24585.358000       0.253488
    24592.494000       0.310449
    24599.635000       0.372429
    24606.778000       0.438209
    24613.926000       0.506063
    24621.079000       0.574033
    24628.235000       0.640117
    24635.395000       0.702455
    24642.561000       0.759491
    24649.730000       0.810107
    24656.904000       0.853687
    24664.081000       0.890114
    24671.262000       0.919710
    24678.449000       0.943114
    24685.638000       0.961152
    24692.834000       0.974700
    24700.031000       0.984584
    24707.233000       0.991516
    24714.441000       0.996083
    24721.651000       0.998759
    24728.866000       0.999944
    24736.086000       1.000000
    24743.309000       0.999267
    24750.538000       0.998062
    24757.770000       0.996659
    24765.005000       0.995255
    24772.247000       0.993954
    24779.491000       0.992763
    24786.741000       0.991611
    24793.994000       0.990387
    24801.251000       0.988992
    24808.513000       0.987377
    24815.779000       0.985566
    24823.048000       0.983646
    24830.324000       0.981745
    24837.602000       0.979984
    24844.886000       0.978438
    24852.173000       0.977110
    24859.464000       0.975933
    24866.761000       0.974793
    24874.060000       0.973574
    24881.366000       0.972201
    24888.674000       0.970671
    24895.986000       0.969057
    24903.305000       0.967484
    24910.626000       0.966103
    24917.951000       0.965045
    24925.282000       0.964360
    24932.616000       0.964016
    24939.956000       0.963904
    24947.299000       0.963871
    24954.646000       0.963768
    24961.999000       0.962923
    24969.354000       0.956948
    24976.714000       0.950776
    24984.080000       0.944481
    24991.448000       0.938144
    24998.823000       0.931816
    25006.200000       0.925495
    25013.582000       0.919129
    25020.970000       0.912638
    25028.360000       0.905556
    25035.757000       0.898007
    25043.156000       0.890235
    25050.559000       0.882316
    25057.969000       0.874357
    25065.381000       0.866468
    25072.797000       0.858720
    25080.220000       0.851130
    25087.646000       0.843694
    25095.077000       0.836506
    25102.511000       0.829242
    25109.950000       0.821832
    25117.395000       0.814258
    25124.842000       0.806558
    25132.296000       0.798818
    25139.752000       0.791135
    25147.213000       0.783585
    25154.680000       0.776383
    25162.149000       0.769394
    25169.623000       0.762460
    25177.103000       0.755484
    25184.586000       0.748388
    25192.075000       0.741136
    25199.567000       0.733747
    25207.063000       0.726292
    25214.566000       0.718923
    25222.071000       0.711869
    25229.582000       0.704964
    25237.096000       0.698199
    25244.615000       0.691512
    25252.140000       0.684815
    25259.667000       0.678024
    25267.199000       0.671091
    25274.738000       0.664018
    25282.279000       0.657060
    25289.826000       0.650162
    25297.376000       0.643344
    25304.931000       0.636659
    25312.492000       0.630115
    25320.055000       0.623665
    25327.623000       0.617234
    25335.198000       0.610737
    25342.775000       0.604191
    25350.358000       0.597697
    25357.945000       0.591095
    25365.535000       0.584453
    25373.132000       0.577846
    25380.732000       0.571325
    25388.339000       0.564893
    25395.948000       0.558493
    25403.561000       0.552014
    25411.181000       0.545529
    25418.804000       0.538707
    25426.431000       0.531339
    25434.065000       0.523268
    25441.701000       0.514325
    25449.344000       0.504308
    25456.989000       0.492959
    25464.640000       0.479953
    25472.296000       0.464996
    25479.956000       0.447758
    25487.621000       0.427715
