105, band 7 module 5 CCD column 730 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    15876.252000       0.000000
    15878.620000       0.000000
    15880.989000       0.000000
    15883.358000       0.000000
    15885.728000       0.000000
    15888.099000       0.000000
    15890.471000       0.000000
    15892.843000       0.000000
    15895.216000       0.000000
    15897.589000       0.000000
    15899.964000       0.000000
    15902.339000       0.000001
    15904.715000       0.000001
    15907.091000       0.000002
    15909.468000       0.000004
    15911.846000       0.000008
    15914.225000       0.000014
    15916.604000       0.000025
    15918.986000       0.000044
    15921.366000       0.000075
    15923.748000       0.000127
    15926.130000       0.000211
    15928.513000       0.000346
    15930.897000       0.000557
    15933.281000       0.000883
    15935.666000       0.001379
    15938.052000       0.002121
    15940.438000       0.003211
    15942.825000       0.004787
    15945.213000       0.007027
    15947.602000       0.010157
    15949.991000       0.014457
    15952.381000       0.020263
    15954.772000       0.027966
    15957.163000       0.038009
    15959.556000       0.050873
    15961.949000       0.067059
    15964.342000       0.087061
    15966.736000       0.111329
    15969.133000       0.140235
    15971.529000       0.174024
    15973.925000       0.212775
    15976.323000       0.256365
    15978.721000       0.304441
    15981.119000       0.356413
    15983.519000       0.411456
    15985.919000       0.468549
    15988.319000       0.526517
    15990.721000       0.584104
    15993.123000       0.640056
    15995.526000       0.693200
    15997.930000       0.742531
    16000.334000       0.787272
    16002.740000       0.826921
    16005.145000       0.861265
    16007.552000       0.890373
    16009.959000       0.914548
    16012.367000       0.934276
    16014.776000       0.950146
    16017.186000       0.962784
    16019.597000       0.972783
    16022.008000       0.980660
    16024.420000       0.986823
    16026.832000       0.991575
    16029.246000       0.995125
    16031.659000       0.997620
    16034.074000       0.999179
    16036.489000       0.999924
    16038.905000       1.000000
    16041.322000       0.999582
    16043.740000       0.998871
    16046.158000       0.998066
    16048.577000       0.997344
    16050.996000       0.996834
    16053.417000       0.996595
    16055.838000       0.996611
    16058.260000       0.996803
    16060.682000       0.997046
    16063.106000       0.997201
    16065.530000       0.997144
    16067.955000       0.996802
    16070.380000       0.996160
    16072.808000       0.995273
    16075.235000       0.994248
    16077.663000       0.993224
    16080.091000       0.992341
    16082.520000       0.991707
    16084.950000       0.991378
    16087.381000       0.991343
    16089.812000       0.991530
    16092.244000       0.991828
    16094.677000       0.992081
    16097.111000       0.992159
    16099.545000       0.991973
    16101.980000       0.991490
    16104.416000       0.990744
    16106.853000       0.989828
    16109.290000       0.988870
    16111.728000       0.988007
    16114.167000       0.987353
    16116.606000       0.987067
    16119.046000       0.987116
    16121.487000       0.987384
    16123.931000       0.987762
    16126.373000       0.988115
    16128.816000       0.988314
    16131.260000       0.988261
    16133.705000       0.987916
    16136.150000       0.987301
    16138.597000       0.986499
    16141.043000       0.985633
    16143.491000       0.984802
    16145.939000       0.984163
    16148.389000       0.983794
    16150.838000       0.983712
    16153.289000       0.983870
    16155.740000       0.984169
    16158.192000       0.984477
    16160.645000       0.984661
    16163.099000       0.984616
    16165.553000       0.984287
    16168.008000       0.983682
    16170.464000       0.982867
    16172.921000       0.981957
    16175.380000       0.981081
    16177.838000       0.980360
    16180.297000       0.979870
    16182.756000       0.979629
    16185.216000       0.979583
    16187.677000       0.979616
    16190.139000       0.979560
    16192.602000       0.979223
    16195.065000       0.978412
    16197.529000       0.976954
    16199.994000       0.974699
    16202.460000       0.971521
    16204.926000       0.967292
    16207.393000       0.961863
    16209.861000       0.955024
    16212.329000       0.946482
    16214.799000       0.935847
    16217.269000       0.922637
    16219.739000       0.906299
    16222.211000       0.886255
    16224.683000       0.861965
    16227.156000       0.832991
    16229.632000       0.799066
    16232.106000       0.760149
    16234.582000       0.716455
    16237.058000       0.668477
    16239.535000       0.616958
    16242.012000       0.562858
    16244.491000       0.507287
    16246.970000       0.451434
    16249.450000       0.396484
    16251.930000       0.343544
    16254.412000       0.293579
    16256.894000       0.247364
    16259.377000       0.205457
    16261.860000       0.168188
    16264.345000       0.135672
    16266.830000       0.107834
    16269.316000       0.084438
    16271.803000       0.065134
    16274.290000       0.049492
    16276.778000       0.037041
    16279.267000       0.027305
    16281.759000       0.019824
    16284.249000       0.014174
    16286.740000       0.009981
    16289.233000       0.006922
    16291.725000       0.004727
    16294.219000       0.003180
    16296.713000       0.002106
    16299.208000       0.001374
    16301.704000       0.000882
    16304.201000       0.000558
    16306.698000       0.000348
    16309.196000       0.000213
    16311.695000       0.000129
    16314.195000       0.000077
    16316.695000       0.000045
    16319.196000       0.000026
    16321.698000       0.000015
    16324.201000       0.000008
    16326.705000       0.000005
    16329.209000       0.000002
    16331.714000       0.000001
    16334.221000       0.000001
    16336.728000       0.000000
    16339.235000       0.000000
    16341.744000       0.000000
    16344.252000       0.000000
    16346.762000       0.000000
    16349.273000       0.000000
    16351.784000       0.000000
    16354.296000       0.000000
    16356.808000       0.000000
    16359.322000       0.000000
    16361.836000       0.000000
