309, band 21 module 3 CCD column 730 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
     9578.939400       0.000000
     9581.189100       0.000000
     9583.439700       0.000000
     9585.691500       0.000000
     9587.944300       0.000000
     9590.199300       0.000000
     9592.454200       0.000000
     9594.710200       0.000000
     9596.967200       0.000002
     9599.225300       0.000014
     9601.484500       0.000073
     9603.745800       0.000332
     9606.007100       0.001299
     9608.269500       0.004361
     9610.532900       0.012565
     9612.797400       0.031073
     9615.063000       0.066004
     9617.330700       0.120604
     9619.598400       0.190184
     9621.867200       0.261165
     9624.137000       0.317482
     9626.407900       0.348738
     9628.679900       0.360163
     9630.954100       0.365642
     9633.228200       0.374179
     9635.503400       0.383286
     9637.779700       0.386212
     9640.057100       0.383077
     9642.335500       0.381688
     9644.616100       0.387438
     9646.896700       0.396190
     9649.178400       0.399762
     9651.461100       0.396866
     9653.745000       0.394851
     9656.029900       0.399950
     9658.317000       0.408916
     9660.604100       0.413329
     9662.892200       0.410796
     9665.181500       0.408224
     9667.471800       0.412609
     9669.763200       0.421702
     9672.056800       0.426931
     9674.350400       0.424863
     9676.645100       0.421807
     9678.940800       0.425445
     9681.237700       0.434540
     9683.536800       0.440564
     9685.835800       0.439054
     9688.135900       0.435615
     9690.437100       0.438454
     9692.739400       0.447439
     9695.042900       0.454220
     9697.348500       0.453370
     9699.654100       0.449632
     9701.960800       0.451647
     9704.268600       0.460409
     9706.577500       0.467910
     9708.887400       0.467789
     9711.199700       0.463852
     9713.511900       0.465033
     9715.825200       0.473475
     9718.139600       0.481626
     9720.455000       0.482293
     9722.771600       0.478266
     9725.090500       0.478631
     9727.409300       0.486646
     9729.729200       0.495361
     9732.050200       0.496871
     9734.372400       0.492875
     9736.695600       0.492447
     9739.021100       0.499929
     9741.346600       0.509119
     9743.673100       0.511516
     9746.000800       0.507672
     9748.329600       0.506480
     9750.659500       0.513336
     9752.991700       0.522907
     9755.323800       0.526224
     9757.657100       0.522635
     9759.991400       0.520732
     9762.326900       0.526886
     9764.663500       0.536741
     9767.001800       0.540973
     9769.341200       0.537753
     9771.681200       0.535207
     9774.022300       0.540604
     9776.365100       0.550615
     9778.708400       0.555753
     9781.052800       0.553007
     9783.399000       0.549907
     9785.745700       0.554456
     9788.093500       0.564480
     9790.443000       0.570481
     9792.793100       0.568242
     9795.144300       0.564610
     9797.497300       0.568259
     9799.850700       0.578157
     9802.205300       0.586129
     9804.561600       0.585944
     9806.918500       0.583281
     9809.276500       0.587438
     9811.636200       0.599486
     9813.996500       0.609666
     9816.357900       0.611253
     9818.721000       0.609246
     9821.084700       0.613531
     9823.449500       0.625670
     9825.816100       0.636704
     9828.183200       0.639056
     9830.551400       0.636714
     9832.921400       0.640008
     9835.291900       0.651826
     9837.663500       0.663657
     9840.036900       0.666881
     9842.410900       0.664331
     9844.786000       0.666613
     9847.162800       0.677970
     9849.540200       0.690522
     9851.918800       0.694707
     9854.299000       0.692084
     9856.679900       0.693359
     9859.061900       0.704121
     9861.445600       0.717298
     9863.829900       0.722512
     9866.215300       0.719963
     9868.602500       0.720258
     9870.990300       0.730296
     9873.379800       0.743981
     9875.769900       0.750278
     9878.161100       0.747954
     9880.554100       0.747319
     9882.947600       0.756510
     9885.342300       0.770575
     9887.738800       0.777990
     9890.135800       0.776046
     9892.534000       0.774544
     9894.934000       0.782782
     9897.334500       0.797086
     9899.736200       0.805635
     9902.139600       0.804215
     9904.543600       0.801937
     9906.948800       0.809130
     9909.355800       0.823528
     9911.763300       0.833195
     9914.172000       0.832445
     9916.582400       0.829496
     9918.993500       0.835577
     9921.405700       0.849907
     9923.819700       0.860660
     9926.234200       0.860714
     9928.649900       0.857224
     9931.067500       0.862135
     9933.485500       0.876236
     9935.904800       0.888019
     9938.325800       0.889007
     9940.747500       0.885110
     9943.170300       0.888819
     9945.594900       0.902530
     9948.020000       0.915271
     9950.446400       0.917298
     9952.874500       0.913145
     9955.303200       0.915644
     9957.733100       0.928809
     9960.164800       0.942409
     9962.597100       0.945569
     9965.030600       0.941319
     9967.465800       0.942622
     9969.901700       0.955089
     9972.338700       0.969426
     9974.777500       0.973781
     9977.216900       0.969568
     9979.657600       0.969624
     9982.100000       0.981044
     9984.543000       0.995525
     9986.987200       1.000000
     9989.433200       0.992939
     9991.879800       0.983471
     9994.327600       0.972850
     9996.777200       0.941839
     9999.227400       0.862210
    10001.679000       0.722465
    10004.132000       0.541642
    10006.586000       0.358486
    10009.041000       0.207949
    10011.498000       0.105330
    10013.955000       0.046500
    10016.414000       0.017875
    10018.874000       0.005981
    10021.335000       0.001741
    10023.798000       0.000441
    10026.261000       0.000097
    10028.726000       0.000019
    10031.193000       0.000003
    10033.660000       0.000000
    10036.128000       0.000000
    10038.598000       0.000000
    10041.069000       0.000000
    10043.541000       0.000000
    10046.015000       0.000000
    10048.489000       0.000000
