29, band 2 module 5 CCD column 374 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    23732.489000       0.000000
    23737.772000       0.000000
    23743.057000       0.000000
    23748.345000       0.000000
    23753.635000       0.000000
    23758.928000       0.000000
    23764.223000       0.000000
    23769.520000       0.000000
    23774.820000       0.000000
    23780.122000       0.000000
    23785.427000       0.000000
    23790.733000       0.000000
    23796.042000       0.000001
    23801.354000       0.000001
    23806.668000       0.000002
    23811.984000       0.000004
    23817.303000       0.000007
    23822.624000       0.000013
    23827.947000       0.000024
    23833.273000       0.000042
    23838.601000       0.000073
    23843.932000       0.000125
    23849.265000       0.000210
    23854.600000       0.000348
    23859.938000       0.000568
    23865.278000       0.000910
    23870.620000       0.001435
    23875.965000       0.002227
    23881.312000       0.003399
    23886.662000       0.005105
    23892.014000       0.007543
    23897.369000       0.010965
    23902.725000       0.015684
    23908.085000       0.022072
    23913.445000       0.030562
    23918.809000       0.041639
    23924.175000       0.055821
    23929.544000       0.073639
    23934.915000       0.095600
    23940.289000       0.122146
    23945.665000       0.153608
    23951.044000       0.190179
    23956.425000       0.231812
    23961.808000       0.278235
    23967.194000       0.328915
    23972.582000       0.383060
    23977.973000       0.439641
    23983.366000       0.497446
    23988.761000       0.555150
    23994.159000       0.611404
    23999.559000       0.664934
    24004.962000       0.714630
    24010.367000       0.759632
    24015.775000       0.799397
    24021.185000       0.833705
    24026.598000       0.862648
    24032.013000       0.886594
    24037.430000       0.906108
    24042.850000       0.921869
    24048.272000       0.934579
    24053.697000       0.944885
    24059.124000       0.953319
    24064.554000       0.960262
    24069.986000       0.965971
    24075.420000       0.970591
    24080.857000       0.974192
    24086.297000       0.976827
    24091.739000       0.978575
    24097.183000       0.979572
    24102.630000       0.980016
    24108.079000       0.980158
    24113.531000       0.980264
    24118.985000       0.980578
    24124.442000       0.981259
    24129.901000       0.982408
    24135.362000       0.983996
    24140.827000       0.985899
    24146.291000       0.987923
    24151.760000       0.989848
    24157.232000       0.991479
    24162.706000       0.992690
    24168.182000       0.993445
    24173.661000       0.993814
    24179.143000       0.993761
    24184.627000       0.993381
    24190.113000       0.993176
    24195.602000       0.993308
    24201.094000       0.993857
    24206.588000       0.994806
    24212.084000       0.996040
    24217.583000       0.997376
    24223.084000       0.998601
    24228.588000       0.999519
    24234.094000       1.000000
    24239.603000       0.999415
    24245.115000       0.998204
    24250.629000       0.996743
    24256.145000       0.995242
    24261.664000       0.993923
    24267.186000       0.992963
    24272.709000       0.992462
    24278.236000       0.992417
    24283.765000       0.992721
    24289.296000       0.993190
    24294.830000       0.993598
    24300.367000       0.993684
    24305.906000       0.993351
    24311.448000       0.992540
    24316.992000       0.991301
    24322.538000       0.989776
    24328.088000       0.988174
    24333.639000       0.986722
    24339.194000       0.985613
    24344.750000       0.984964
    24350.310000       0.984793
    24355.872000       0.984998
    24361.436000       0.985399
    24367.003000       0.985783
    24372.572000       0.985929
    24378.145000       0.985666
    24383.717000       0.984917
    24389.294000       0.983710
    24394.874000       0.982178
    24400.456000       0.980523
    24406.041000       0.978977
    24411.629000       0.977745
    24417.218000       0.976943
    24422.811000       0.976609
    24428.406000       0.976659
    24434.004000       0.976905
    24439.604000       0.977091
    24445.207000       0.976941
    24450.812000       0.976206
    24456.420000       0.974697
    24462.030000       0.972300
    24467.643000       0.968969
    24473.259000       0.964686
    24478.877000       0.959399
    24484.498000       0.953006
    24490.121000       0.945258
    24495.747000       0.935743
    24501.376000       0.923881
    24507.007000       0.908961
    24512.640000       0.890202
    24518.277000       0.866840
    24523.915000       0.838236
    24529.557000       0.803967
    24535.201000       0.763893
    24540.848000       0.718240
    24546.497000       0.667618
    24552.149000       0.612950
    24557.803000       0.555426
    24563.460000       0.496416
    24569.120000       0.437363
    24574.782000       0.379674
    24580.447000       0.324628
    24586.115000       0.273292
    24591.785000       0.226476
    24597.458000       0.184688
    24603.133000       0.148194
    24608.811000       0.116989
    24614.492000       0.090852
    24620.175000       0.069400
    24625.859000       0.052142
    24631.547000       0.038529
    24637.238000       0.027999
    24642.932000       0.020009
    24648.628000       0.014062
    24654.327000       0.009718
    24660.029000       0.006604
    24665.733000       0.004413
    24671.440000       0.002900
    24677.150000       0.001874
    24682.862000       0.001190
    24688.577000       0.000744
    24694.294000       0.000457
    24700.014000       0.000276
    24705.737000       0.000164
    24711.463000       0.000096
    24717.191000       0.000055
    24722.922000       0.000031
    24728.655000       0.000017
    24734.391000       0.000009
    24740.130000       0.000005
    24745.871000       0.000003
    24751.615000       0.000001
    24757.362000       0.000001
    24763.111000       0.000000
    24768.863000       0.000000
    24774.618000       0.000000
    24780.376000       0.000000
    24786.136000       0.000000
    24791.898000       0.000000
    24797.664000       0.000000
    24803.432000       0.000000
    24809.203000       0.000000
    24814.976000       0.000000
    24820.752000       0.000000
    24826.531000       0.000000
    24832.313000       0.000000
