61, band 5 module 1 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    19252.567000       0.000000
    19256.058000       0.000000
    19259.553000       0.000000
    19263.050000       0.000000
    19266.545000       0.000000
    19270.044000       0.000000
    19273.541000       0.000000
    19277.043000       0.000000
    19280.543000       0.000000
    19284.047000       0.000000
    19287.550000       0.000000
    19291.056000       0.000000
    19294.564000       0.000001
    19298.070000       0.000002
    19301.581000       0.000003
    19305.090000       0.000006
    19308.603000       0.000010
    19312.114000       0.000019
    19315.630000       0.000033
    19319.146000       0.000058
    19322.662000       0.000100
    19326.181000       0.000169
    19329.699000       0.000281
    19333.221000       0.000461
    19336.742000       0.000743
    19340.266000       0.001179
    19343.789000       0.001841
    19347.316000       0.002828
    19350.844000       0.004275
    19354.372000       0.006359
    19357.902000       0.009307
    19361.432000       0.013405
    19364.965000       0.018999
    19368.498000       0.026499
    19372.033000       0.036373
    19375.571000       0.049133
    19379.107000       0.065321
    19382.647000       0.085472
    19386.185000       0.110085
    19389.728000       0.139571
    19393.269000       0.174209
    19396.814000       0.214096
    19400.358000       0.259104
    19403.905000       0.308852
    19407.454000       0.362688
    19411.002000       0.419703
    19414.554000       0.478765
    19418.104000       0.538576
    19421.658000       0.597751
    19425.211000       0.654919
    19428.768000       0.708814
    19432.323000       0.758371
    19435.883000       0.802803
    19439.443000       0.841640
    19443.003000       0.874751
    19446.566000       0.902315
    19450.128000       0.924773
    19453.694000       0.942748
    19457.258000       0.956954
    19460.827000       0.968114
    19464.396000       0.976878
    19467.965000       0.983776
    19471.537000       0.989195
    19475.109000       0.993384
    19478.684000       0.996484
    19482.258000       0.998573
    19485.835000       0.999714
    19489.412000       1.000000
    19492.992000       0.999572
    19496.573000       0.998628
    19500.154000       0.997409
    19503.738000       0.996162
    19507.321000       0.995105
    19510.908000       0.994391
    19514.494000       0.994079
    19518.083000       0.994131
    19521.674000       0.994420
    19525.263000       0.994765
    19528.857000       0.994969
    19532.449000       0.994866
    19536.045000       0.994356
    19539.641000       0.993430
    19543.239000       0.992167
    19546.838000       0.990725
    19550.438000       0.989305
    19554.039000       0.988093
    19557.642000       0.987237
    19561.246000       0.986806
    19564.853000       0.986778
    19568.460000       0.987043
    19572.068000       0.987430
    19575.677000       0.987739
    19579.288000       0.987792
    19582.900000       0.987467
    19586.513000       0.986766
    19590.128000       0.985824
    19593.746000       0.984653
    19597.363000       0.983435
    19600.982000       0.982364
    19604.602000       0.981598
    19608.223000       0.981227
    19611.846000       0.981254
    19615.470000       0.981590
    19619.096000       0.982081
    19622.722000       0.982535
    19626.352000       0.982787
    19629.981000       0.982693
    19633.612000       0.982185
    19637.244000       0.981295
    19640.878000       0.980140
    19644.513000       0.978894
    19648.149000       0.977752
    19651.787000       0.976884
    19655.427000       0.976401
    19659.067000       0.976327
    19662.708000       0.976599
    19666.351000       0.977073
    19669.996000       0.977566
    19673.641000       0.977886
    19677.288000       0.977883
    19680.937000       0.977475
    19684.588000       0.976672
    19688.239000       0.975567
    19691.891000       0.974321
    19695.545000       0.973123
    19699.200000       0.972149
    19702.857000       0.971522
    19706.514000       0.971280
    19710.174000       0.971367
    19713.835000       0.971637
    19717.497000       0.971882
    19721.161000       0.971863
    19724.825000       0.971349
    19728.491000       0.970148
    19732.159000       0.968122
    19735.827000       0.965181
    19739.497000       0.961260
    19743.170000       0.956282
    19746.843000       0.950109
    19750.517000       0.942504
    19754.193000       0.933098
    19757.870000       0.921388
    19761.548000       0.906761
    19765.228000       0.888536
    19768.909000       0.866046
    19772.592000       0.838712
    19776.276000       0.806131
    19779.961000       0.768151
    19783.648000       0.724916
    19787.336000       0.676888
    19791.025000       0.624833
    19794.716000       0.569772
    19798.408000       0.512914
    19802.101000       0.455567
    19805.797000       0.399041
    19809.493000       0.344561
    19813.191000       0.293194
    19816.890000       0.245790
    19820.590000       0.202953
    19824.292000       0.165031
    19827.995000       0.132133
    19831.699000       0.104155
    19835.406000       0.080821
    19839.114000       0.061731
    19842.822000       0.046409
    19846.532000       0.034339
    19850.244000       0.025005
    19853.956000       0.017920
    19857.671000       0.012638
    19861.386000       0.008771
    19865.104000       0.005990
    19868.823000       0.004026
    19872.542000       0.002663
    19876.263000       0.001733
    19879.986000       0.001110
    19883.710000       0.000699
    19887.435000       0.000434
    19891.162000       0.000265
    19894.891000       0.000159
    19898.621000       0.000094
    19902.352000       0.000055
    19906.084000       0.000031
    19909.818000       0.000018
    19913.553000       0.000010
    19917.289000       0.000005
    19921.027000       0.000003
    19924.768000       0.000001
    19928.508000       0.000001
    19932.251000       0.000000
    19935.994000       0.000000
    19939.739000       0.000000
    19943.485000       0.000000
    19947.233000       0.000000
    19950.982000       0.000000
    19954.734000       0.000000
    19958.486000       0.000000
    19962.239000       0.000000
    19965.994000       0.000000
    19969.750000       0.000000
    19973.508000       0.000000
