50, band 4 module 2 CCD column 374 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    20004.452000       0.000000
    20008.221000       0.000000
    20011.992000       0.000000
    20015.764000       0.000000
    20019.537000       0.000000
    20023.312000       0.000000
    20027.089000       0.000000
    20030.867000       0.000000
    20034.646000       0.000000
    20038.426000       0.000000
    20042.208000       0.000001
    20045.992000       0.000002
    20049.777000       0.000003
    20053.562000       0.000005
    20057.350000       0.000009
    20061.140000       0.000016
    20064.931000       0.000028
    20068.723000       0.000048
    20072.515000       0.000081
    20076.311000       0.000134
    20080.107000       0.000219
    20083.905000       0.000352
    20087.705000       0.000558
    20091.504000       0.000873
    20095.307000       0.001345
    20099.111000       0.002042
    20102.916000       0.003056
    20106.721000       0.004508
    20110.529000       0.006553
    20114.339000       0.009389
    20118.150000       0.013258
    20121.962000       0.018451
    20125.775000       0.025309
    20129.590000       0.034219
    20133.407000       0.045603
    20137.225000       0.059908
    20141.044000       0.077581
    20144.865000       0.099047
    20148.688000       0.124672
    20152.512000       0.154734
    20156.337000       0.189382
    20160.163000       0.228605
    20163.991000       0.272206
    20167.821000       0.319786
    20171.652000       0.370742
    20175.484000       0.424278
    20179.318000       0.479444
    20183.154000       0.535174
    20186.991000       0.590354
    20190.829000       0.643885
    20194.668000       0.694753
    20198.510000       0.742093
    20202.353000       0.785239
    20206.197000       0.823754
    20210.043000       0.857443
    20213.889000       0.886342
    20217.738000       0.910679
    20221.588000       0.930838
    20225.440000       0.947293
    20229.292000       0.960560
    20233.147000       0.971141
    20237.003000       0.979492
    20240.861000       0.985999
    20244.720000       0.990971
    20248.579000       0.994652
    20252.441000       0.997233
    20256.305000       0.998881
    20260.170000       0.999749
    20264.035000       1.000000
    20267.903000       0.999801
    20271.772000       0.999324
    20275.643000       0.998731
    20279.515000       0.998157
    20283.388000       0.997699
    20287.263000       0.997400
    20291.140000       0.997251
    20295.019000       0.997198
    20298.898000       0.997158
    20302.778000       0.997041
    20306.661000       0.996768
    20310.545000       0.996293
    20314.431000       0.995614
    20318.317000       0.994773
    20322.206000       0.993845
    20326.096000       0.992927
    20329.988000       0.992110
    20333.881000       0.991465
    20337.774000       0.991024
    20341.670000       0.990775
    20345.568000       0.990674
    20349.467000       0.990628
    20353.366000       0.990536
    20357.269000       0.990314
    20361.172000       0.989904
    20365.077000       0.989292
    20368.984000       0.988507
    20372.891000       0.987618
    20376.800000       0.986717
    20380.712000       0.985899
    20384.624000       0.985303
    20388.537000       0.985136
    20392.453000       0.985167
    20396.370000       0.985351
    20400.288000       0.985608
    20404.209000       0.985841
    20408.129000       0.985959
    20412.052000       0.985895
    20415.977000       0.985624
    20419.903000       0.985164
    20423.831000       0.984575
    20427.759000       0.983877
    20431.689000       0.983192
    20435.621000       0.982649
    20439.555000       0.982303
    20443.489000       0.982164
    20447.426000       0.982194
    20451.364000       0.982322
    20455.304000       0.982453
    20459.245000       0.982490
    20463.187000       0.982357
    20467.131000       0.982017
    20471.077000       0.981476
    20475.025000       0.980782
    20478.972000       0.980018
    20482.923000       0.979277
    20486.875000       0.978642
    20490.828000       0.978168
    20494.783000       0.977862
    20498.738000       0.977676
    20502.696000       0.977515
    20506.656000       0.977241
    20510.617000       0.976695
    20514.580000       0.975709
    20518.543000       0.974123
    20522.509000       0.971787
    20526.476000       0.968558
    20530.445000       0.964286
    20534.414000       0.958790
    20538.385000       0.951843
    20542.359000       0.943147
    20546.334000       0.932325
    20550.310000       0.918931
    20554.287000       0.902469
    20558.267000       0.882430
    20562.248000       0.858343
    20566.230000       0.829832
    20570.213000       0.796670
    20574.199000       0.758828
    20578.186000       0.716503
    20582.175000       0.670130
    20586.165000       0.620374
    20590.156000       0.568091
    20594.150000       0.514282
    20598.145000       0.460028
    20602.141000       0.406420
    20606.139000       0.354496
    20610.138000       0.305178
    20614.139000       0.259228
    20618.142000       0.217218
    20622.146000       0.179521
    20626.150000       0.146307
    20630.158000       0.117569
    20634.167000       0.093141
    20638.177000       0.072741
    20642.190000       0.055997
    20646.202000       0.042489
    20650.217000       0.031775
    20654.234000       0.023420
    20658.252000       0.017012
    20662.271000       0.012178
    20666.292000       0.008591
    20670.315000       0.005972
    20674.340000       0.004091
    20678.366000       0.002762
    20682.393000       0.001837
    20686.422000       0.001204
    20690.453000       0.000778
    20694.485000       0.000495
    20698.518000       0.000310
    20702.554000       0.000192
    20706.591000       0.000117
    20710.630000       0.000070
    20714.670000       0.000041
    20718.711000       0.000024
    20722.754000       0.000014
    20726.799000       0.000008
    20730.846000       0.000004
    20734.894000       0.000002
    20738.943000       0.000001
    20742.994000       0.000001
    20747.047000       0.000000
    20751.101000       0.000000
    20755.156000       0.000000
    20759.214000       0.000000
    20763.273000       0.000000
    20767.334000       0.000000
    20771.397000       0.000000
    20775.459000       0.000000
    20779.525000       0.000000
    20783.592000       0.000000
