15, goes_14_sounder_15.flt  GOESO_sdr_operational_srf_rev_F
Number of data points:
670
Wavenumber (cm-1)   Filter response
     2214.100000       0.001516
     2214.200000       0.001532
     2214.300000       0.001539
     2214.400000       0.001541
     2214.500000       0.001541
     2214.600000       0.001540
     2214.700000       0.001538
     2214.800000       0.001536
     2214.900000       0.001536
     2215.000000       0.001539
     2215.100000       0.001546
     2215.200000       0.001556
     2215.300000       0.001569
     2215.400000       0.001582
     2215.500000       0.001596
     2215.600000       0.001612
     2215.700000       0.001628
     2215.800000       0.001645
     2215.900000       0.001665
     2216.000000       0.001687
     2216.100000       0.001714
     2216.200000       0.001744
     2216.300000       0.001776
     2216.400000       0.001810
     2216.500000       0.001845
     2216.600000       0.001881
     2216.700000       0.001918
     2216.800000       0.001958
     2216.900000       0.002002
     2217.000000       0.002051
     2217.100000       0.002109
     2217.200000       0.002173
     2217.300000       0.002241
     2217.400000       0.002310
     2217.500000       0.002382
     2217.600000       0.002454
     2217.700000       0.002528
     2217.800000       0.002604
     2217.900000       0.002682
     2218.000000       0.002764
     2218.100000       0.002851
     2218.200000       0.002942
     2218.300000       0.003035
     2218.400000       0.003129
     2218.500000       0.003224
     2218.600000       0.003318
     2218.700000       0.003412
     2218.800000       0.003506
     2218.900000       0.003598
     2219.000000       0.003687
     2219.100000       0.003772
     2219.200000       0.003854
     2219.300000       0.003935
     2219.400000       0.004015
     2219.500000       0.004094
     2219.600000       0.004173
     2219.700000       0.004252
     2219.800000       0.004330
     2219.900000       0.004410
     2220.000000       0.004490
     2220.100000       0.004571
     2220.200000       0.004653
     2220.300000       0.004736
     2220.400000       0.004820
     2220.500000       0.004904
     2220.600000       0.004988
     2220.700000       0.005074
     2220.800000       0.005162
     2220.900000       0.005254
     2221.000000       0.005351
     2221.100000       0.005455
     2221.200000       0.005565
     2221.300000       0.005679
     2221.400000       0.005795
     2221.500000       0.005913
     2221.600000       0.006033
     2221.700000       0.006155
     2221.800000       0.006281
     2221.900000       0.006412
     2222.000000       0.006553
     2222.100000       0.006707
     2222.200000       0.006870
     2222.300000       0.007040
     2222.400000       0.007212
     2222.500000       0.007387
     2222.600000       0.007564
     2222.700000       0.007742
     2222.800000       0.007922
     2222.900000       0.008105
     2223.000000       0.008294
     2223.100000       0.008490
     2223.200000       0.008690
     2223.300000       0.008897
     2223.400000       0.009108
     2223.500000       0.009326
     2223.600000       0.009556
     2223.700000       0.009802
     2223.800000       0.010076
     2223.900000       0.010395
     2224.000000       0.010789
     2224.100000       0.011269
     2224.200000       0.011713
     2224.300000       0.012012
     2224.400000       0.012249
     2224.500000       0.012529
     2224.600000       0.012843
     2224.700000       0.013162
     2224.800000       0.013489
     2224.900000       0.013829
     2225.000000       0.014183
     2225.100000       0.014547
     2225.200000       0.014920
     2225.300000       0.015304
     2225.400000       0.015696
     2225.500000       0.016098
     2225.600000       0.016509
     2225.700000       0.016928
     2225.800000       0.017358
     2225.900000       0.017795
     2226.000000       0.018244
     2226.100000       0.018701
     2226.200000       0.019168
     2226.300000       0.019649
     2226.400000       0.020140
     2226.500000       0.020646
     2226.600000       0.021165
     2226.700000       0.021698
     2226.800000       0.022249
     2226.900000       0.022818
     2227.000000       0.023408
     2227.100000       0.024017
     2227.200000       0.024648
     2227.300000       0.025305
     2227.400000       0.025986
     2227.500000       0.026697
     2227.600000       0.027437
     2227.700000       0.028207
     2227.800000       0.029012
     2227.900000       0.029850
     2228.000000       0.030726
     2228.100000       0.031643
     2228.200000       0.032597
     2228.300000       0.033599
     2228.400000       0.034641
     2228.500000       0.035734
     2228.600000       0.036874
     2228.700000       0.038064
     2228.800000       0.039308
     2228.900000       0.040604
     2229.000000       0.041959
     2229.100000       0.043374
     2229.200000       0.044845
     2229.300000       0.046384
     2229.400000       0.047982
     2229.500000       0.049652
     2229.600000       0.051390
     2229.700000       0.053195
     2229.800000       0.055077
     2229.900000       0.057032
     2230.000000       0.059068
     2230.100000       0.061186
     2230.200000       0.063380
     2230.300000       0.065667
     2230.400000       0.068036
     2230.500000       0.070503
     2230.600000       0.073064
     2230.700000       0.075718
     2230.800000       0.078479
     2230.900000       0.081339
     2231.000000       0.084313
     2231.100000       0.087402
     2231.200000       0.090597
     2231.300000       0.093924
     2231.400000       0.097364
     2231.500000       0.100946
     2231.600000       0.104659
     2231.700000       0.108505
     2231.800000       0.112501
     2231.900000       0.116638
     2232.000000       0.120937
     2232.100000       0.125398
     2232.200000       0.130010
     2232.300000       0.134806
     2232.400000       0.139762
     2232.500000       0.144913
     2232.600000       0.150247
     2232.700000       0.155760
     2232.800000       0.161480
     2232.900000       0.167388
     2233.000000       0.173514
     2233.100000       0.179852
     2233.200000       0.186384
     2233.300000       0.193155
     2233.400000       0.200126
     2233.500000       0.207345
     2233.600000       0.214786
     2233.700000       0.222443
     2233.800000       0.230347
     2233.900000       0.238470
     2234.000000       0.246844
     2234.100000       0.255459
     2234.200000       0.264284
     2234.300000       0.273370
     2234.400000       0.282663
     2234.500000       0.292215
     2234.600000       0.301993
     2234.700000       0.311976
     2234.800000       0.322200
     2234.900000       0.332618
     2235.000000       0.343274
     2235.100000       0.354150
     2235.200000       0.365195
     2235.300000       0.376449
     2235.400000       0.387850
     2235.500000       0.399457
     2235.600000       0.411225
     2235.700000       0.423120
     2235.800000       0.435183
     2235.900000       0.447347
     2236.000000       0.459658
     2236.100000       0.472076
     2236.200000       0.484553
     2236.300000       0.497139
     2236.400000       0.509757
     2236.500000       0.522455
     2236.600000       0.535188
     2236.700000       0.547908
     2236.800000       0.560662
     2236.900000       0.573372
     2237.000000       0.586086
     2237.100000       0.598756
     2237.200000       0.611337
