100, band 7 module 4 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    15879.740000       0.000000
    15882.114000       0.000000
    15884.490000       0.000000
    15886.865000       0.000000
    15889.242000       0.000000
    15891.619000       0.000000
    15893.998000       0.000001
    15896.376000       0.000001
    15898.754000       0.000003
    15901.135000       0.000004
    15903.515000       0.000008
    15905.897000       0.000013
    15908.279000       0.000021
    15910.663000       0.000034
    15913.045000       0.000055
    15915.429000       0.000088
    15917.815000       0.000139
    15920.200000       0.000217
    15922.587000       0.000334
    15924.974000       0.000508
    15927.363000       0.000764
    15929.750000       0.001135
    15932.139000       0.001665
    15934.530000       0.002415
    15936.920000       0.003460
    15939.312000       0.004898
    15941.704000       0.006850
    15944.098000       0.009465
    15946.490000       0.012923
    15948.884000       0.017435
    15951.280000       0.023242
    15953.675000       0.030617
    15956.072000       0.039855
    15958.469000       0.051270
    15960.868000       0.065181
    15963.266000       0.081900
    15965.664000       0.101715
    15968.065000       0.124870
    15970.466000       0.151545
    15972.868000       0.181838
    15975.270000       0.215743
    15977.673000       0.253142
    15980.076000       0.293791
    15982.480000       0.337319
    15984.886000       0.383235
    15987.291000       0.430943
    15989.699000       0.479759
    15992.105000       0.528947
    15994.514000       0.577750
    15996.922000       0.625422
    15999.331000       0.671269
    16001.742000       0.714679
    16004.153000       0.755149
    16006.565000       0.792299
    16008.977000       0.825887
    16011.391000       0.855801
    16013.804000       0.882054
    16016.218000       0.904766
    16018.634000       0.924142
    16021.050000       0.940445
    16023.467000       0.953976
    16025.884000       0.965053
    16028.303000       0.973989
    16030.721000       0.981086
    16033.140000       0.986621
    16035.562000       0.990848
    16037.982000       0.993994
    16040.405000       0.996261
    16042.827000       0.997831
    16045.251000       0.998862
    16047.674000       0.999490
    16050.099000       0.999831
    16052.525000       0.999978
    16054.951000       1.000000
    16057.378000       0.999945
    16059.806000       0.999840
    16062.235000       0.999695
    16064.663000       0.999508
    16067.093000       0.999272
    16069.524000       0.998978
    16071.955000       0.998622
    16074.388000       0.998205
    16076.820000       0.997734
    16079.255000       0.997225
    16081.688000       0.996694
    16084.123000       0.996157
    16086.560000       0.995628
    16088.995000       0.995112
    16091.434000       0.994610
    16093.871000       0.994109
    16096.311000       0.993595
    16098.749000       0.993053
    16101.189000       0.992472
    16103.631000       0.991848
    16106.072000       0.991185
    16108.515000       0.990497
    16110.958000       0.989804
    16113.403000       0.989129
    16115.847000       0.988507
    16118.292000       0.987972
    16120.739000       0.987504
    16123.185000       0.987104
    16125.633000       0.986760
    16128.081000       0.986454
    16130.531000       0.986163
    16132.981000       0.985867
    16135.430000       0.985550
    16137.883000       0.985204
    16140.334000       0.984832
    16142.788000       0.984418
    16145.241000       0.983992
    16147.696000       0.983585
    16150.151000       0.983212
    16152.606000       0.982882
    16155.063000       0.982596
    16157.520000       0.982345
    16159.979000       0.982114
    16162.437000       0.981883
    16164.898000       0.981630
    16167.357000       0.981338
    16169.818000       0.980997
    16172.281000       0.980605
    16174.743000       0.980166
    16177.207000       0.979689
    16179.670000       0.979180
    16182.136000       0.978642
    16184.601000       0.978064
    16187.067000       0.977417
    16189.535000       0.976654
    16192.002000       0.975706
    16194.471000       0.974481
    16196.940000       0.972866
    16199.411000       0.970727
    16201.881000       0.967914
    16204.352000       0.964253
    16206.825000       0.959551
    16209.298000       0.953590
    16211.773000       0.946131
    16214.247000       0.936907
    16216.723000       0.925634
    16219.198000       0.912010
    16221.675000       0.895734
    16224.153000       0.876519
    16226.631000       0.854112
    16229.111000       0.828319
    16231.590000       0.799027
    16234.072000       0.766224
    16236.553000       0.730020
    16239.034000       0.690650
    16241.518000       0.648480
    16244.001000       0.603997
    16246.486000       0.557792
    16248.971000       0.510532
    16251.458000       0.462935
    16253.944000       0.415731
    16256.431000       0.369626
    16258.920000       0.325275
    16261.408000       0.283250
    16263.899000       0.244021
    16266.389000       0.207941
    16268.881000       0.175242
    16271.373000       0.146035
    16273.865000       0.120322
    16276.360000       0.098007
    16278.853000       0.078913
    16281.349000       0.062804
    16283.845000       0.049402
    16286.342000       0.038405
    16288.839000       0.029506
    16291.337000       0.022402
    16293.836000       0.016807
    16296.335000       0.012460
    16298.837000       0.009128
    16301.338000       0.006607
    16303.841000       0.004725
    16306.343000       0.003339
    16308.846000       0.002332
    16311.351000       0.001609
    16313.855000       0.001096
    16316.362000       0.000738
    16318.868000       0.000491
    16321.377000       0.000323
    16323.884000       0.000210
    16326.392000       0.000135
    16328.903000       0.000085
    16331.413000       0.000053
    16333.925000       0.000033
    16336.436000       0.000020
    16338.950000       0.000012
    16341.463000       0.000007
    16343.977000       0.000004
    16346.493000       0.000003
    16349.008000       0.000001
    16351.526000       0.000001
    16354.043000       0.000000
    16356.562000       0.000000
    16359.080000       0.000000
    16361.599000       0.000000
    16364.121000       0.000000
    16366.642000       0.000000
