25, band 2 module 4 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    23738.840000       0.000000
    23744.119000       0.000000
    23749.400000       0.000000
    23754.684000       0.000000
    23759.972000       0.000000
    23765.261000       0.000000
    23770.552000       0.000000
    23775.845000       0.000000
    23781.140000       0.000001
    23786.438000       0.000001
    23791.739000       0.000002
    23797.041000       0.000003
    23802.346000       0.000005
    23807.654000       0.000009
    23812.964000       0.000016
    23818.276000       0.000027
    23823.592000       0.000045
    23828.909000       0.000075
    23834.228000       0.000122
    23839.550000       0.000196
    23844.874000       0.000310
    23850.200000       0.000485
    23855.529000       0.000748
    23860.860000       0.001139
    23866.194000       0.001710
    23871.530000       0.002533
    23876.868000       0.003702
    23882.210000       0.005337
    23887.554000       0.007592
    23892.899000       0.010653
    23898.247000       0.014748
    23903.597000       0.020146
    23908.950000       0.027153
    23914.305000       0.036111
    23919.662000       0.047387
    23925.022000       0.061365
    23930.385000       0.078420
    23935.749000       0.098906
    23941.116000       0.123123
    23946.488000       0.151289
    23951.859000       0.183503
    23957.234000       0.219761
    23962.610000       0.259893
    23967.990000       0.303569
    23973.371000       0.350295
    23978.755000       0.399424
    23984.142000       0.450181
    23989.530000       0.501695
    23994.922000       0.553047
    24000.315000       0.603317
    24005.713000       0.651635
    24011.112000       0.697234
    24016.513000       0.739493
    24021.916000       0.777959
    24027.322000       0.812361
    24032.730000       0.842609
    24038.141000       0.868779
    24043.554000       0.891082
    24048.969000       0.909831
    24054.387000       0.925399
    24059.808000       0.938184
    24065.231000       0.948564
    24070.658000       0.956909
    24076.085000       0.963542
    24081.516000       0.968736
    24086.948000       0.972731
    24092.383000       0.975731
    24097.821000       0.977923
    24103.261000       0.979481
    24108.703000       0.980572
    24114.148000       0.981353
    24119.596000       0.981965
    24125.046000       0.982520
    24130.500000       0.983120
    24135.954000       0.983820
    24141.412000       0.984639
    24146.871000       0.985560
    24152.334000       0.986544
    24157.798000       0.987534
    24163.265000       0.988476
    24168.735000       0.989328
    24174.207000       0.990066
    24179.682000       0.990757
    24185.159000       0.991426
    24190.638000       0.992044
    24196.122000       0.992652
    24201.607000       0.993285
    24207.094000       0.993962
    24212.583000       0.994682
    24218.075000       0.995423
    24223.569000       0.996147
    24229.066000       0.996811
    24234.566000       0.997373
    24240.068000       0.997671
    24245.572000       0.997805
    24251.079000       0.997825
    24256.590000       0.997769
    24262.102000       0.997688
    24267.617000       0.997638
    24273.134000       0.997663
    24278.653000       0.997789
    24284.175000       0.998017
    24289.700000       0.998326
    24295.227000       0.998666
    24300.756000       0.998950
    24306.288000       0.999172
    24311.823000       0.999297
    24317.360000       0.999311
    24322.901000       0.999223
    24328.443000       0.999069
    24333.988000       0.998895
    24339.535000       0.998755
    24345.085000       0.998694
    24350.637000       0.998741
    24356.192000       0.998890
    24361.749000       0.999119
    24367.309000       0.999396
    24372.872000       0.999668
    24378.437000       0.999883
    24384.004000       1.000000
    24389.576000       1.000000
    24395.148000       0.999888
    24400.724000       0.999693
    24406.301000       0.999458
    24411.881000       0.999232
    24417.464000       0.999037
    24423.049000       0.998901
    24428.637000       0.998813
    24434.228000       0.998724
    24439.821000       0.998548
    24445.416000       0.998172
    24451.016000       0.997460
    24456.617000       0.996262
    24462.220000       0.994418
    24467.826000       0.991761
    24473.434000       0.988103
    24479.045000       0.983222
    24484.659000       0.976895
    24490.275000       0.968831
    24495.894000       0.958690
    24501.515000       0.946083
    24507.139000       0.930585
    24512.765000       0.911761
    24518.396000       0.889200
    24524.027000       0.862554
    24529.662000       0.831587
    24535.298000       0.796045
    24540.938000       0.756013
    24546.580000       0.711993
    24552.224000       0.664477
    24557.871000       0.614145
    24563.521000       0.561824
    24569.173000       0.508447
    24574.828000       0.455000
    24580.488000       0.402461
    24586.148000       0.351750
    24591.811000       0.303675
    24597.476000       0.258651
    24603.144000       0.217448
    24608.815000       0.180458
    24614.488000       0.147809
    24620.164000       0.119475
    24625.842000       0.095291
    24631.523000       0.074987
    24637.207000       0.058216
    24642.893000       0.044586
    24648.584000       0.033684
    24654.275000       0.025101
    24659.970000       0.018450
    24665.666000       0.013376
    24671.366000       0.009564
    24677.068000       0.006745
    24682.773000       0.004691
    24688.480000       0.003218
    24694.190000       0.002177
    24699.903000       0.001452
    24705.618000       0.000956
    24711.338000       0.000620
    24717.058000       0.000397
    24722.782000       0.000250
    24728.508000       0.000156
    24734.236000       0.000096
    24739.967000       0.000058
    24745.701000       0.000035
    24751.438000       0.000020
    24757.177000       0.000012
    24762.919000       0.000007
    24768.663000       0.000004
    24774.410000       0.000002
    24780.162000       0.000001
    24785.914000       0.000001
    24791.670000       0.000000
    24797.427000       0.000000
    24803.188000       0.000000
    24808.951000       0.000000
    24814.717000       0.000000
    24820.486000       0.000000
    24826.257000       0.000000
    24832.031000       0.000000
    24837.807000       0.000000
