1, GCOM-C SGLI  IR channel 1 from file JAXA_GCOMC_SGLI_TIR_RSR_V5.csv
Number of data points:
661
Wavenumber (cm-1)   Filter response
      977.517100       0.057044
      977.995100       0.054020
      978.473600       0.051009
      978.952500       0.048011
      979.431900       0.045027
      979.911800       0.042054
      980.392200       0.039092
      980.873000       0.036138
      981.354300       0.033766
      981.836000       0.032048
      982.318300       0.030329
      982.801000       0.028611
      983.284200       0.026893
      983.767800       0.025175
      984.252000       0.023459
      984.736600       0.021745
      985.221700       0.020367
      985.707200       0.019374
      986.193300       0.018384
      986.679800       0.017396
      987.166800       0.016412
      987.654300       0.015430
      988.142300       0.014450
      988.630700       0.013473
      989.119700       0.012702
      989.609100       0.012120
      990.099000       0.011539
      990.589400       0.010961
      991.080300       0.010384
      991.571600       0.000104
      992.063500       0.000101
      992.555800       0.000098
      993.048700       0.000095
      993.542000       0.000092
      994.035800       0.000089
      994.530100       0.000086
      995.024900       0.000083
      995.520200       0.000081
      996.015900       0.000078
      996.512200       0.000076
      997.009000       0.000074
      997.506200       0.000072
      998.004000       0.000069
      998.502200       0.000067
      999.001000       0.000066
      999.500200       0.000064
     1000.000000       0.000062
     1000.500300       0.000060
     1001.001000       0.000058
     1001.502300       0.000057
     1002.004000       0.000326
     1002.506300       0.000298
     1003.009000       0.000273
     1003.512300       0.000250
     1004.016100       0.000229
     1004.520300       0.000210
     1005.025100       0.000193
     1005.530400       0.000177
     1006.036200       0.000162
     1006.542500       0.000149
     1007.049300       0.000137
     1007.556700       0.000125
     1008.064500       0.000115
     1008.572900       0.000106
     1009.081700       0.000098
     1009.591100       0.000090
     1010.101000       0.000083
     1010.611400       0.000076
     1011.122300       0.000070
     1011.633800       0.000065
     1012.145700       0.000060
     1012.658200       0.000055
     1013.171200       0.000051
     1013.684700       0.000047
     1014.198800       0.000044
     1014.713300       0.000040
     1015.228400       0.000037
     1015.744000       0.000035
     1016.260200       0.000032
     1016.776800       0.000030
     1017.294000       0.000028
     1017.811700       0.000026
     1018.329900       0.000024
