39, band 3 module 3 CCD column 730 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    22106.768000       0.000000
    22111.364000       0.000000
    22115.962000       0.000000
    22120.562000       0.000000
    22125.165000       0.000000
    22129.769000       0.000000
    22134.374000       0.000000
    22138.983000       0.000000
    22143.593000       0.000000
    22148.204000       0.000000
    22152.817000       0.000000
    22157.434000       0.000000
    22162.051000       0.000000
    22166.670000       0.000001
    22171.293000       0.000002
    22175.916000       0.000003
    22180.540000       0.000006
    22185.167000       0.000011
    22189.797000       0.000020
    22194.428000       0.000036
    22199.061000       0.000064
    22203.695000       0.000110
    22208.333000       0.000188
    22212.971000       0.000315
    22217.612000       0.000519
    22222.255000       0.000840
    22226.900000       0.001338
    22231.546000       0.002096
    22236.194000       0.003229
    22240.845000       0.004891
    22245.497000       0.007285
    22250.151000       0.010672
    22254.808000       0.015373
    22259.466000       0.021779
    22264.126000       0.030344
    22268.788000       0.041578
    22273.453000       0.056035
    22278.118000       0.074276
    22282.786000       0.096846
    22287.457000       0.124216
    22292.129000       0.156740
    22296.802000       0.194598
    22301.477000       0.237748
    22306.156000       0.285886
    22310.836000       0.338424
    22315.517000       0.394492
    22320.202000       0.452965
    22324.887000       0.512525
    22329.574000       0.571736
    22334.263000       0.629151
    22338.956000       0.683418
    22343.649000       0.733384
    22348.344000       0.778183
    22353.042000       0.817299
    22357.741000       0.850578
    22362.442000       0.878211
    22367.145000       0.900680
    22371.852000       0.918667
    22376.559000       0.932957
    22381.268000       0.944330
    22385.979000       0.953480
    22390.693000       0.960955
    22395.408000       0.967120
    22400.125000       0.972188
    22404.845000       0.976244
    22409.566000       0.979301
    22414.289000       0.981369
    22419.013000       0.982502
    22423.742000       0.982833
    22428.471000       0.982579
    22433.201000       0.982020
    22437.936000       0.981457
    22442.670000       0.981161
    22447.407000       0.981319
    22452.146000       0.982013
    22456.888000       0.983193
    22461.631000       0.984694
    22466.376000       0.986279
    22471.124000       0.987687
    22475.873000       0.988698
    22480.624000       0.989175
    22485.377000       0.989103
    22490.133000       0.988585
    22494.890000       0.987825
    22499.649000       0.987084
    22504.411000       0.986623
    22509.174000       0.986645
    22513.939000       0.987248
    22518.706000       0.988406
    22523.476000       0.989976
    22528.247000       0.991725
    22533.020000       0.993386
    22537.797000       0.994713
    22542.574000       0.995535
    22547.353000       0.995695
    22552.134000       0.995359
    22556.918000       0.994704
    22561.704000       0.993977
    22566.491000       0.993436
    22571.280000       0.993297
    22576.073000       0.993684
    22580.866000       0.994599
    22585.661000       0.995924
    22590.460000       0.997446
    22595.259000       0.998797
    22600.061000       0.999648
    22604.864000       1.000000
    22609.671000       0.999778
    22614.479000       0.999033
    22619.288000       0.997929
    22624.102000       0.996712
    22628.915000       0.995651
    22633.731000       0.994982
    22638.549000       0.994853
    22643.370000       0.995293
    22648.192000       0.996185
    22653.016000       0.997339
    22657.844000       0.998499
    22662.672000       0.999400
    22667.502000       0.999834
    22672.334000       0.999695
    22677.170000       0.999004
    22682.006000       0.997905
    22686.844000       0.996631
    22691.686000       0.995454
    22696.529000       0.994623
    22701.373000       0.994301
    22706.220000       0.994546
    22711.070000       0.995274
    22715.921000       0.996281
    22720.774000       0.997281
    22725.630000       0.997958
    22730.487000       0.998024
    22735.346000       0.997259
    22740.207000       0.995541
    22745.072000       0.992832
    22749.938000       0.989140
    22754.805000       0.984472
    22759.674000       0.978761
    22764.548000       0.971800
    22769.421000       0.963198
    22774.297000       0.952372
    22779.176000       0.938573
    22784.056000       0.920952
    22788.938000       0.898653
    22793.822000       0.870927
    22798.710000       0.837241
    22803.598000       0.797368
    22808.489000       0.751465
    22813.383000       0.700078
    22818.277000       0.644127
    22823.174000       0.584836
    22828.073000       0.523646
    22832.975000       0.462095
    22837.878000       0.401703
    22842.783000       0.343863
    22847.692000       0.289756
    22852.601000       0.240286
    22857.513000       0.196054
    22862.426000       0.157363
    22867.344000       0.124236
    22872.261000       0.096463
    22877.181000       0.073655
    22882.105000       0.055301
    22887.029000       0.040826
    22891.955000       0.029635
    22896.883000       0.021149
    22901.815000       0.014839
    22906.748000       0.010236
    22911.683000       0.006941
    22916.621000       0.004627
    22921.560000       0.003033
    22926.501000       0.001954
    22931.445000       0.001238
    22936.391000       0.000771
    22941.339000       0.000472
    22946.289000       0.000284
    22951.242000       0.000168
    22956.196000       0.000098
    22961.152000       0.000056
    22966.110000       0.000031
    22971.072000       0.000017
    22976.035000       0.000009
    22980.999000       0.000005
    22985.966000       0.000003
    22990.936000       0.000001
    22995.908000       0.000001
    23000.881000       0.000000
    23005.858000       0.000000
    23010.835000       0.000000
    23015.815000       0.000000
    23020.797000       0.000000
    23025.782000       0.000000
    23030.768000       0.000000
    23035.757000       0.000000
    23040.749000       0.000000
    23045.741000       0.000000
    23050.736000       0.000000
    23055.733000       0.000000
    23060.734000       0.000000
