12, goes_14_sounder_12.flt  GOESO_sdr_operational_srf_rev_F
Number of data points:
1588
Wavenumber (cm-1)   Filter response
     1439.000000       0.000000
     1439.100000       0.000000
     1439.200000       0.000000
     1439.300000       0.000000
     1439.400000       0.000202
     1439.500000       0.000199
     1439.600000       0.000196
     1439.700000       0.000193
     1439.800000       0.000190
     1439.900000       0.000187
     1440.000000       0.000185
     1440.100000       0.000182
     1440.200000       0.000180
     1440.300000       0.000178
     1440.400000       0.000176
     1440.500000       0.000175
     1440.600000       0.000173
     1440.700000       0.000172
     1440.800000       0.000171
     1440.900000       0.000171
     1441.000000       0.000171
     1441.100000       0.000170
     1441.200000       0.000171
     1441.300000       0.000171
     1441.400000       0.000172
     1441.500000       0.000173
     1441.600000       0.000175
     1441.700000       0.000177
     1441.800000       0.000179
     1441.900000       0.000182
     1442.000000       0.000185
     1442.100000       0.000188
     1442.200000       0.000192
     1442.300000       0.000196
     1442.400000       0.000200
     1442.500000       0.000205
     1442.600000       0.000210
     1442.700000       0.000215
     1442.800000       0.000221
     1442.900000       0.000226
     1443.000000       0.000232
     1443.100000       0.000239
     1443.200000       0.000245
     1443.300000       0.000252
     1443.400000       0.000258
     1443.500000       0.000265
     1443.600000       0.000272
     1443.700000       0.000279
     1443.800000       0.000287
     1443.900000       0.000294
     1444.000000       0.000301
     1444.100000       0.000309
     1444.200000       0.000316
     1444.300000       0.000324
     1444.400000       0.000332
     1444.500000       0.000339
     1444.600000       0.000347
     1444.700000       0.000354
     1444.800000       0.000362
     1444.900000       0.000369
     1445.000000       0.000376
     1445.100000       0.000384
     1445.200000       0.000391
     1445.300000       0.000398
     1445.400000       0.000405
     1445.500000       0.000411
     1445.600000       0.000418
     1445.700000       0.000424
     1445.800000       0.000430
     1445.900000       0.000436
     1446.000000       0.000442
     1446.100000       0.000448
     1446.200000       0.000453
     1446.300000       0.000458
     1446.400000       0.000463
     1446.500000       0.000467
     1446.600000       0.000472
     1446.700000       0.000476
     1446.800000       0.000480
     1446.900000       0.000484
     1447.000000       0.000488
     1447.100000       0.000491
     1447.200000       0.000494
     1447.300000       0.000498
     1447.400000       0.000500
     1447.500000       0.000503
     1447.600000       0.000506
     1447.700000       0.000508
     1447.800000       0.000510
     1447.900000       0.000512
     1448.000000       0.000514
     1448.100000       0.000515
     1448.200000       0.000517
     1448.300000       0.000518
     1448.400000       0.000519
     1448.500000       0.000520
     1448.600000       0.000521
     1448.700000       0.000521
     1448.800000       0.000522
     1448.900000       0.000522
     1449.000000       0.000522
     1449.100000       0.000522
     1449.200000       0.000522
     1449.300000       0.000522
     1449.400000       0.000522
     1449.500000       0.000521
     1449.600000       0.000520
     1449.700000       0.000520
     1449.800000       0.000519
     1449.900000       0.000518
     1450.000000       0.000517
     1450.100000       0.000516
     1450.200000       0.000514
     1450.300000       0.000513
     1450.400000       0.000512
     1450.500000       0.000510
     1450.600000       0.000509
     1450.700000       0.000507
     1450.800000       0.000506
     1450.900000       0.000504
     1451.000000       0.000502
     1451.100000       0.000501
     1451.200000       0.000499
     1451.300000       0.000498
     1451.400000       0.000496
     1451.500000       0.000494
     1451.600000       0.000493
     1451.700000       0.000492
     1451.800000       0.000490
     1451.900000       0.000489
     1452.000000       0.000488
     1452.100000       0.000487
     1452.200000       0.000486
     1452.300000       0.000485
     1452.400000       0.000485
     1452.500000       0.000484
     1452.600000       0.000484
     1452.700000       0.000484
     1452.800000       0.000484
     1452.900000       0.000485
     1453.000000       0.000485
     1453.100000       0.000486
     1453.200000       0.000488
     1453.300000       0.000489
     1453.400000       0.000491
     1453.500000       0.000493
     1453.600000       0.000495
     1453.700000       0.000498
     1453.800000       0.000501
     1453.900000       0.000504
     1454.000000       0.000508
     1454.100000       0.000512
     1454.200000       0.000517
     1454.300000       0.000521
     1454.400000       0.000527
     1454.500000       0.000533
     1454.600000       0.000539
     1454.700000       0.000545
     1454.800000       0.000792
     1454.900000       0.000803
     1455.000000       0.001059
     1455.100000       0.001075
     1455.200000       0.001092
     1455.300000       0.001110
     1455.400000       0.001129
     1455.500000       0.001149
     1455.600000       0.001170
     1455.700000       0.001192
     1455.800000       0.001215
     1455.900000       0.001239
     1456.000000       0.001263
     1456.100000       0.001289
     1456.200000       0.001314
     1456.300000       0.001340
     1456.400000       0.001366
     1456.500000       0.001392
     1456.600000       0.001419
     1456.700000       0.001445
     1456.800000       0.001471
     1456.900000       0.001496
     1457.000000       0.001521
     1457.100000       0.001546
     1457.200000       0.001570
     1457.300000       0.001592
     1457.400000       0.001614
     1457.500000       0.001635
     1457.600000       0.001655
     1457.700000       0.001674
     1457.800000       0.001692
     1457.900000       0.001709
     1458.000000       0.001725
     1458.100000       0.001741
     1458.200000       0.001756
     1458.300000       0.001770
     1458.400000       0.001784
     1458.500000       0.001797
     1458.600000       0.001810
     1458.700000       0.001822
     1458.800000       0.001835
     1458.900000       0.001847
     1459.000000       0.001859
     1459.100000       0.001871
     1459.200000       0.001883
     1459.300000       0.001895
     1459.400000       0.001907
     1459.500000       0.001920
     1459.600000       0.001932
     1459.700000       0.001945
     1459.800000       0.001959
     1459.900000       0.001973
     1460.000000       0.001988
     1460.100000       0.002003
     1460.200000       0.002019
     1460.300000       0.002036
     1460.400000       0.002053
     1460.500000       0.002072
     1460.600000       0.002092
     1460.700000       0.002113
     1460.800000       0.002136
     1460.900000       0.002160
     1461.000000       0.002186
     1461.100000       0.002213
     1461.200000       0.002242
     1461.300000       0.002273
     1461.400000       0.002307
     1461.500000       0.002342
     1461.600000       0.002380
     1461.700000       0.002420
     1461.800000       0.002462
     1461.900000       0.002507
     1462.000000       0.002555
     1462.100000       0.002605
     1462.200000       0.002657
     1462.300000       0.002711
     1462.400000       0.002767
     1462.500000       0.002823
     1462.600000       0.002880
     1462.700000       0.002938
     1462.800000       0.002995
     1462.900000       0.003052
     1463.000000       0.003107
     1463.100000       0.003162
     1463.200000       0.003215
     1463.300000       0.003266
     1463.400000       0.003315
     1463.500000       0.003361
     1463.600000       0.003404
     1463.700000       0.003443
     1463.800000       0.003479
     1463.900000       0.003510
     1464.000000       0.003537
     1464.100000       0.003560
     1464.200000       0.003578
     1464.300000       0.003593
     1464.400000       0.003604
     1464.500000       0.003613
     1464.600000       0.003620
     1464.700000       0.003625
     1464.800000       0.003629
     1464.900000       0.003631
     1465.000000       0.003634
     1465.100000       0.003636
     1465.200000       0.003639
     1465.300000       0.003643
     1465.400000       0.003649
     1465.500000       0.003656
     1465.600000       0.003665
     1465.700000       0.003678
     1465.800000       0.003694
     1465.900000       0.003713
     1466.000000       0.003736
     1466.100000       0.003765
     1466.200000       0.003798
     1466.300000       0.003836
     1466.400000       0.003881
     1466.500000       0.003932
     1466.600000       0.003990
     1466.700000       0.004055
     1466.800000       0.004127
     1466.900000       0.004203
     1467.000000       0.004283
     1467.100000       0.004365
     1467.200000       0.004446
     1467.300000       0.004525
     1467.400000       0.004602
     1467.500000       0.004676
     1467.600000       0.004747
     1467.700000       0.004814
     1467.800000       0.004879
     1467.900000       0.004940
     1468.000000       0.004997
     1468.100000       0.005050
     1468.200000       0.005099
     1468.300000       0.005144
     1468.400000       0.005185
     1468.500000       0.005221
     1468.600000       0.005252
     1468.700000       0.005278
     1468.800000       0.005299
     1468.900000       0.005315
     1469.000000       0.005326
