79, band 6 module 2 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    17561.491000       0.000000
    17564.398000       0.000000
    17567.306000       0.000000
    17570.214000       0.000000
    17573.124000       0.000000
    17576.035000       0.000000
    17578.946000       0.000000
    17581.859000       0.000000
    17584.775000       0.000000
    17587.689000       0.000000
    17590.605000       0.000000
    17593.521000       0.000000
    17596.439000       0.000001
    17599.357000       0.000001
    17602.276000       0.000002
    17605.197000       0.000004
    17608.120000       0.000008
    17611.042000       0.000015
    17613.966000       0.000027
    17616.890000       0.000048
    17619.815000       0.000083
    17622.741000       0.000143
    17625.668000       0.000240
    17628.597000       0.000398
    17631.528000       0.000648
    17634.458000       0.001038
    17637.389000       0.001635
    17640.321000       0.002535
    17643.254000       0.003865
    17646.188000       0.005797
    17649.123000       0.008554
    17652.059000       0.012415
    17654.997000       0.017725
    17657.935000       0.024895
    17660.874000       0.034398
    17663.814000       0.046757
    17666.755000       0.062530
    17669.697000       0.082275
    17672.639000       0.106516
    17675.583000       0.135698
    17678.530000       0.170129
    17681.476000       0.209935
    17684.422000       0.255010
    17687.370000       0.304984
    17690.319000       0.359204
    17693.268000       0.416744
    17696.219000       0.476439
    17699.170000       0.536944
    17702.125000       0.596822
    17705.079000       0.654642
    17708.033000       0.709085
    17710.989000       0.759043
    17713.945000       0.803701
    17716.903000       0.842585
    17719.861000       0.875580
    17722.821000       0.902900
    17725.783000       0.925035
    17728.745000       0.942662
    17731.707000       0.956550
    17734.671000       0.967463
    17737.635000       0.976079
    17740.601000       0.982937
    17743.567000       0.988414
    17746.535000       0.992734
    17749.505000       0.996007
    17752.474000       0.998277
    17755.445000       0.999583
    17758.416000       1.000000
    17761.389000       0.999670
    17764.362000       0.998804
    17767.336000       0.997663
    17770.312000       0.996521
    17773.290000       0.995619
    17776.267000       0.995121
    17779.246000       0.995090
    17782.225000       0.995474
    17785.206000       0.996125
    17788.187000       0.996832
    17791.169000       0.997369
    17794.153000       0.997546
    17797.139000       0.997251
    17800.125000       0.996476
    17803.111000       0.995316
    17806.098000       0.993951
    17809.087000       0.992616
    17812.076000       0.991528
    17815.066000       0.990838
    17818.058000       0.990622
    17821.052000       0.990846
    17824.046000       0.991381
    17827.040000       0.992024
    17830.035000       0.992550
    17833.032000       0.992758
    17836.029000       0.992515
    17839.028000       0.991789
    17842.027000       0.990936
    17845.030000       0.989868
    17848.031000       0.988774
    17851.034000       0.987881
    17854.037000       0.987373
    17857.042000       0.987352
    17860.047000       0.987814
    17863.054000       0.988651
    17866.061000       0.989674
    17869.072000       0.990656
    17872.081000       0.991368
    17875.092000       0.991640
    17878.104000       0.991425
    17881.116000       0.990765
    17884.130000       0.989798
    17887.144000       0.988731
    17890.160000       0.987794
    17893.179000       0.987187
    17896.196000       0.987039
    17899.215000       0.987376
    17902.235000       0.988119
    17905.256000       0.989100
    17908.277000       0.990099
    17911.300000       0.990890
    17914.324000       0.991295
    17917.351000       0.991219
    17920.377000       0.990675
    17923.403000       0.989774
    17926.431000       0.988709
    17929.460000       0.987705
    17932.490000       0.986971
    17935.521000       0.986655
    17938.553000       0.986804
    17941.588000       0.987356
    17944.622000       0.988144
    17947.657000       0.988929
    17950.693000       0.989438
    17953.731000       0.989412
    17956.769000       0.988643
    17959.808000       0.986992
    17962.848000       0.984386
    17965.891000       0.980788
    17968.934000       0.976155
    17971.977000       0.970382
    17975.021000       0.963249
    17978.067000       0.954389
    17981.113000       0.943274
    17984.160000       0.929241
    17987.209000       0.911542
    17990.260000       0.889428
    17993.311000       0.862238
    17996.363000       0.829496
    17999.415000       0.790996
    18002.469000       0.746857
    18005.523000       0.697546
    18008.579000       0.643868
    18011.636000       0.586908
    18014.696000       0.527961
    18017.754000       0.468428
    18020.814000       0.409717
    18023.875000       0.353143
    18026.937000       0.299846
    18030.000000       0.250730
    18033.064000       0.206432
    18036.129000       0.167314
    18039.197000       0.133476
    18042.265000       0.104795
    18045.333000       0.080966
    18048.402000       0.061553
    18051.472000       0.046043
    18054.544000       0.033885
    18057.616000       0.024534
    18060.689000       0.017476
    18063.766000       0.012246
    18066.841000       0.008442
    18069.918000       0.005725
    18072.996000       0.003819
    18076.074000       0.002506
    18079.154000       0.001618
    18082.235000       0.001027
    18085.316000       0.000642
    18088.401000       0.000394
    18091.485000       0.000238
    18094.570000       0.000142
    18097.656000       0.000083
    18100.743000       0.000048
    18103.831000       0.000027
    18106.921000       0.000015
    18110.011000       0.000008
    18113.104000       0.000004
    18116.196000       0.000002
    18119.290000       0.000001
    18122.384000       0.000001
    18125.480000       0.000000
    18128.576000       0.000000
    18131.674000       0.000000
    18134.773000       0.000000
    18137.874000       0.000000
    18140.975000       0.000000
    18144.077000       0.000000
    18147.180000       0.000000
    18150.284000       0.000000
    18153.389000       0.000000
    18156.495000       0.000000
    18159.602000       0.000000
