24, band 2 module 3 CCD column 730 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    23739.521000       0.000000
    23744.814000       0.000000
    23750.111000       0.000000
    23755.409000       0.000000
    23760.709000       0.000000
    23766.012000       0.000000
    23771.317000       0.000000
    23776.626000       0.000000
    23781.936000       0.000000
    23787.248000       0.000000
    23792.563000       0.000000
    23797.881000       0.000000
    23803.201000       0.000000
    23808.522000       0.000000
    23813.846000       0.000001
    23819.174000       0.000001
    23824.503000       0.000002
    23829.834000       0.000005
    23835.168000       0.000009
    23840.506000       0.000016
    23845.844000       0.000030
    23851.185000       0.000054
    23856.528000       0.000097
    23861.875000       0.000169
    23867.223000       0.000290
    23872.573000       0.000489
    23877.926000       0.000810
    23883.281000       0.001317
    23888.640000       0.002102
    23894.000000       0.003297
    23899.362000       0.005077
    23904.727000       0.007678
    23910.096000       0.011403
    23915.466000       0.016633
    23920.838000       0.023826
    23926.212000       0.033518
    23931.590000       0.046313
    23936.970000       0.062851
    23942.351000       0.083779
    23947.735000       0.109701
    23953.124000       0.141111
    23958.512000       0.178335
    23963.904000       0.221457
    23969.298000       0.270266
    23974.695000       0.324213
    23980.094000       0.382401
    23985.495000       0.443604
    23990.899000       0.506328
    23996.304000       0.568905
    24001.715000       0.629619
    24007.125000       0.686840
    24012.539000       0.739179
    24017.954000       0.785598
    24023.374000       0.825490
    24028.795000       0.858718
    24034.218000       0.885589
    24039.643000       0.906778
    24045.073000       0.923212
    24050.503000       0.935925
    24055.936000       0.945918
    24061.371000       0.954037
    24066.811000       0.960883
    24072.251000       0.966813
    24077.693000       0.971933
    24083.139000       0.976175
    24088.586000       0.979389
    24094.038000       0.981446
    24099.490000       0.982320
    24104.945000       0.982132
    24110.403000       0.981165
    24115.864000       0.979819
    24121.327000       0.978535
    24126.792000       0.977723
    24132.259000       0.977678
    24137.731000       0.978507
    24143.203000       0.980119
    24148.678000       0.982239
    24154.155000       0.984477
    24159.636000       0.986414
    24165.119000       0.987693
    24170.603000       0.988103
    24176.091000       0.987623
    24181.582000       0.986538
    24187.074000       0.985102
    24192.569000       0.983718
    24198.066000       0.982801
    24203.566000       0.982667
    24209.070000       0.983459
    24214.574000       0.985116
    24220.082000       0.987385
    24225.591000       0.989876
    24231.105000       0.992149
    24236.620000       0.993757
    24242.137000       0.994269
    24247.657000       0.993840
    24253.181000       0.992614
    24258.706000       0.990909
    24264.233000       0.989155
    24269.763000       0.987792
    24275.297000       0.987176
    24280.832000       0.987501
    24286.369000       0.988749
    24291.909000       0.990699
    24297.453000       0.992934
    24302.998000       0.995007
    24308.546000       0.996526
    24314.096000       0.997186
    24319.648000       0.996872
    24325.205000       0.995684
    24330.763000       0.993919
    24336.323000       0.992001
    24341.886000       0.990391
    24347.453000       0.989484
    24353.021000       0.989521
    24358.591000       0.990508
    24364.164000       0.992283
    24369.741000       0.994487
    24375.319000       0.996661
    24380.900000       0.998353
    24386.483000       0.999212
    24392.070000       0.999074
    24397.659000       0.997994
    24403.249000       0.996237
    24408.843000       0.994218
    24414.440000       0.992407
    24420.039000       0.991219
    24425.640000       0.990961
    24431.244000       0.991711
    24436.850000       0.993318
    24442.460000       0.995432
    24448.072000       0.997577
    24453.686000       0.999244
    24459.302000       1.000000
    24464.923000       0.999561
    24470.545000       0.997840
    24476.169000       0.994912
    24481.796000       0.991001
    24487.427000       0.986355
    24493.059000       0.981112
    24498.694000       0.975200
    24504.331000       0.968254
    24509.973000       0.959593
    24515.615000       0.948247
    24521.260000       0.933058
    24526.908000       0.912818
    24532.558000       0.886439
    24538.212000       0.852843
    24543.868000       0.811935
    24549.526000       0.763855
    24555.186000       0.709267
    24560.851000       0.649326
    24566.517000       0.585580
    24572.186000       0.519831
    24577.857000       0.453971
    24583.532000       0.389829
    24589.209000       0.329025
    24594.888000       0.272792
    24600.569000       0.222043
    24606.255000       0.177509
    24611.942000       0.139352
    24617.631000       0.107415
    24623.324000       0.081288
    24629.020000       0.060391
    24634.717000       0.044042
    24640.417000       0.031528
    24646.120000       0.022154
    24651.825000       0.015280
    24657.535000       0.010343
    24663.246000       0.006872
    24668.959000       0.004482
    24674.675000       0.002868
    24680.395000       0.001802
    24686.116000       0.001111
    24691.840000       0.000672
    24697.566000       0.000399
    24703.297000       0.000233
    24709.029000       0.000133
    24714.764000       0.000075
    24720.501000       0.000041
    24726.242000       0.000022
    24731.985000       0.000012
    24737.730000       0.000006
    24743.477000       0.000003
    24749.230000       0.000002
    24754.983000       0.000001
    24760.739000       0.000000
    24766.497000       0.000000
    24772.258000       0.000000
    24778.024000       0.000000
    24783.790000       0.000000
    24789.560000       0.000000
    24795.331000       0.000000
    24801.108000       0.000000
    24806.885000       0.000000
    24812.665000       0.000000
    24818.448000       0.000000
    24824.235000       0.000000
    24830.023000       0.000000
    24835.814000       0.000000
    24841.607000       0.000000
