91, band 7 module 1 CCD column 10 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    15891.707000       0.000000
    15894.079000       0.000000
    15896.453000       0.000000
    15898.828000       0.000000
    15901.203000       0.000000
    15903.578000       0.000000
    15905.956000       0.000000
    15908.333000       0.000000
    15910.710000       0.000000
    15913.089000       0.000000
    15915.469000       0.000000
    15917.849000       0.000000
    15920.229000       0.000000
    15922.612000       0.000001
    15924.994000       0.000001
    15927.376000       0.000002
    15929.761000       0.000004
    15932.145000       0.000008
    15934.530000       0.000015
    15936.917000       0.000028
    15939.303000       0.000050
    15941.690000       0.000088
    15944.079000       0.000153
    15946.467000       0.000261
    15948.856000       0.000436
    15951.246000       0.000716
    15953.638000       0.001157
    15956.029000       0.001836
    15958.421000       0.002865
    15960.815000       0.004394
    15963.208000       0.006623
    15965.602000       0.009812
    15967.999000       0.014290
    15970.394000       0.020454
    15972.790000       0.028779
    15975.189000       0.039803
    15977.586000       0.054116
    15979.984000       0.072328
    15982.383000       0.095038
    15984.785000       0.122778
    15987.185000       0.155963
    15989.586000       0.194825
    15991.990000       0.239360
    15994.393000       0.289278
    15996.796000       0.343979
    15999.202000       0.402545
    16001.606000       0.463769
    16004.012000       0.526221
    16006.420000       0.588329
    16008.827000       0.648502
    16011.234000       0.705244
    16013.643000       0.757281
    16016.054000       0.803657
    16018.463000       0.843807
    16020.874000       0.877576
    16023.287000       0.905203
    16025.699000       0.927252
    16028.112000       0.944516
    16030.527000       0.957894
    16032.941000       0.968277
    16035.356000       0.976447
    16037.773000       0.983005
    16040.190000       0.988343
    16042.607000       0.992661
    16045.025000       0.996009
    16047.445000       0.998360
    16049.864000       0.999682
    16052.284000       1.000000
    16054.707000       0.999439
    16057.128000       0.998229
    16059.551000       0.996678
    16061.975000       0.995127
    16064.399000       0.993886
    16066.823000       0.993178
    16069.250000       0.993093
    16071.676000       0.993576
    16074.103000       0.994440
    16076.530000       0.995412
    16078.960000       0.996194
    16081.388000       0.996527
    16083.818000       0.996253
    16086.250000       0.995349
    16088.681000       0.993930
    16091.113000       0.992236
    16093.547000       0.990550
    16095.980000       0.989159
    16098.414000       0.988285
    16100.850000       0.988036
    16103.286000       0.988382
    16105.722000       0.989159
    16108.159000       0.990107
    16110.598000       0.990930
    16113.037000       0.991356
    16115.476000       0.991229
    16117.917000       0.990589
    16120.358000       0.989405
    16122.799000       0.987880
    16125.243000       0.986299
    16127.686000       0.984954
    16130.130000       0.984087
    16132.575000       0.983836
    16135.020000       0.984201
    16137.466000       0.985046
    16139.913000       0.986131
    16142.362000       0.987143
    16144.810000       0.987802
    16147.259000       0.987922
    16149.710000       0.987417
    16152.160000       0.986339
    16154.611000       0.984868
    16157.064000       0.983272
    16159.517000       0.981843
    16161.970000       0.980838
    16164.426000       0.980420
    16166.880000       0.980621
    16169.336000       0.981335
    16171.792000       0.982345
    16174.251000       0.983367
    16176.708000       0.984116
    16179.167000       0.984366
    16181.628000       0.984003
    16184.088000       0.983050
    16186.548000       0.981656
    16189.011000       0.980071
    16191.474000       0.978583
    16193.937000       0.977458
    16196.402000       0.976876
    16198.866000       0.976893
    16201.332000       0.977424
    16203.798000       0.978256
    16206.266000       0.979092
    16208.733000       0.979602
    16211.202000       0.979487
    16213.672000       0.978522
    16216.142000       0.976582
    16218.612000       0.973633
    16221.085000       0.969696
    16223.557000       0.964790
    16226.030000       0.958859
    16228.505000       0.951708
    16230.979000       0.942959
    16233.454000       0.932040
    16235.930000       0.918212
    16238.408000       0.900636
    16240.885000       0.878467
    16243.363000       0.850965
    16245.844000       0.817611
    16248.323000       0.778193
    16250.804000       0.732872
    16253.286000       0.682203
    16255.768000       0.627103
    16258.251000       0.568794
    16260.735000       0.508703
    16263.220000       0.448348
    16265.704000       0.389225
    16268.190000       0.332696
    16270.678000       0.279909
    16273.165000       0.231735
    16275.653000       0.188747
    16278.143000       0.151219
    16280.633000       0.119154
    16283.123000       0.092330
    16285.615000       0.070350
    16288.107000       0.052704
    16290.599000       0.038821
    16293.094000       0.028112
    16295.588000       0.020013
    16298.083000       0.014006
    16300.579000       0.009636
    16303.076000       0.006517
    16305.573000       0.004333
    16308.071000       0.002832
    16310.571000       0.001819
    16313.071000       0.001149
    16315.571000       0.000713
    16318.073000       0.000435
    16320.575000       0.000261
    16323.077000       0.000154
    16325.582000       0.000089
    16328.086000       0.000051
    16330.591000       0.000028
    16333.096000       0.000016
    16335.604000       0.000008
    16338.111000       0.000005
    16340.619000       0.000002
    16343.129000       0.000001
    16345.638000       0.000001
    16348.149000       0.000000
    16350.661000       0.000000
    16353.173000       0.000000
    16355.685000       0.000000
    16358.200000       0.000000
    16360.714000       0.000000
    16363.229000       0.000000
    16365.746000       0.000000
    16368.262000       0.000000
    16370.779000       0.000000
    16373.297000       0.000000
    16375.817000       0.000000
    16378.336000       0.000000
