80, band 6 module 2 CCD column 374 from OLCI S3B spectral characterisation S3B_O_CCDB_V1.01_2017_12_19/S3B_O_CCDB_V1.01_2017_12_19_OL/NetCDF/S3B_OL_CCDB_CHAR_AllFiles.20171219120937_1.nc4 created Tue Jan  9 13:27:22 2018
Number of data points:
200
Wavenumber (cm-1)   Filter response
    17548.888000       0.000000
    17551.791000       0.000000
    17554.694000       0.000000
    17557.599000       0.000000
    17560.505000       0.000000
    17563.411000       0.000000
    17566.319000       0.000000
    17569.225000       0.000000
    17572.135000       0.000000
    17575.045000       0.000001
    17577.956000       0.000001
    17580.869000       0.000002
    17583.782000       0.000003
    17586.696000       0.000006
    17589.611000       0.000011
    17592.527000       0.000019
    17595.443000       0.000032
    17598.361000       0.000054
    17601.280000       0.000091
    17604.200000       0.000149
    17607.121000       0.000242
    17610.043000       0.000387
    17612.966000       0.000611
    17615.890000       0.000949
    17618.815000       0.001454
    17621.739000       0.002196
    17624.665000       0.003269
    17627.593000       0.004797
    17630.522000       0.006939
    17633.452000       0.009893
    17636.382000       0.013904
    17639.314000       0.019265
    17642.247000       0.026313
    17645.180000       0.035432
    17648.113000       0.047037
    17651.049000       0.061565
    17653.985000       0.079451
    17656.923000       0.101103
    17659.861000       0.126872
    17662.801000       0.157015
    17665.741000       0.191665
    17668.683000       0.230796
    17671.625000       0.274203
    17674.567000       0.321481
    17677.511000       0.372033
    17680.457000       0.425077
    17683.403000       0.479680
    17686.350000       0.534807
    17689.299000       0.589374
    17692.248000       0.642317
    17695.198000       0.692655
    17698.150000       0.739549
    17701.100000       0.782355
    17704.053000       0.820646
    17707.007000       0.854229
    17709.963000       0.883129
    17712.919000       0.907562
    17715.876000       0.927888
    17718.834000       0.944561
    17721.793000       0.958074
    17724.754000       0.968914
    17727.713000       0.977526
    17730.675000       0.984290
    17733.638000       0.989517
    17736.602000       0.993451
    17739.567000       0.996292
    17742.533000       0.998210
    17745.500000       0.999360
    17748.469000       0.999902
    17751.438000       1.000000
    17754.406000       0.999818
    17757.377000       0.999509
    17760.349000       0.999203
    17763.322000       0.998991
    17766.296000       0.998917
    17769.271000       0.998976
    17772.247000       0.999124
    17775.224000       0.999285
    17778.202000       0.999378
    17781.179000       0.999333
    17784.159000       0.999110
    17787.140000       0.998703
    17790.122000       0.998150
    17793.105000       0.997518
    17796.089000       0.996895
    17799.074000       0.996364
    17802.061000       0.995990
    17805.046000       0.995804
    17808.034000       0.995798
    17811.023000       0.995930
    17814.013000       0.996117
    17817.004000       0.996272
    17819.996000       0.996316
    17822.989000       0.996195
    17825.983000       0.995892
    17828.978000       0.995430
    17831.972000       0.994866
    17834.969000       0.994281
    17837.967000       0.993758
    17840.966000       0.993426
    17843.967000       0.993313
    17846.968000       0.993372
    17849.970000       0.993566
    17852.973000       0.993826
    17855.977000       0.994069
    17858.980000       0.994213
    17861.987000       0.994199
    17864.994000       0.994002
    17868.002000       0.993636
    17871.011000       0.993153
    17874.021000       0.992601
    17877.033000       0.992091
    17880.045000       0.991701
    17883.058000       0.991480
    17886.070000       0.991439
    17889.086000       0.991549
    17892.102000       0.991750
    17895.119000       0.991958
    17898.138000       0.992091
    17901.157000       0.992082
    17904.177000       0.991893
    17907.199000       0.991527
    17910.221000       0.991023
    17913.243000       0.990450
    17916.267000       0.989886
    17919.293000       0.989404
    17922.319000       0.989048
    17925.347000       0.988824
    17928.375000       0.988689
    17931.405000       0.988555
    17934.436000       0.988296
    17937.467000       0.987761
    17940.498000       0.986789
    17943.532000       0.985217
    17946.566000       0.982889
    17949.602000       0.979647
    17952.639000       0.975322
    17955.677000       0.969718
    17958.715000       0.962593
    17961.755000       0.953642
    17964.796000       0.942494
    17967.836000       0.928720
    17970.879000       0.911848
    17973.923000       0.891403
    17976.968000       0.866951
    17980.014000       0.838150
    17983.061000       0.804799
    17986.109000       0.766882
    17989.158000       0.724598
    17992.208000       0.678367
    17995.258000       0.628826
    17998.310000       0.576794
    18001.363000       0.523228
    18004.417000       0.469167
    18007.473000       0.415664
    18010.529000       0.363725
    18013.586000       0.314254
    18016.645000       0.268008
    18019.704000       0.225566
    18022.763000       0.187315
    18025.825000       0.153453
    18028.887000       0.123999
    18031.951000       0.098822
    18035.015000       0.077668
    18038.081000       0.060192
    18041.148000       0.045997
    18044.216000       0.034656
    18047.283000       0.025744
    18050.353000       0.018854
    18053.424000       0.013612
    18056.496000       0.009689
    18059.569000       0.006798
    18062.643000       0.004702
    18065.718000       0.003206
    18068.794000       0.002155
    18071.871000       0.001428
    18074.947000       0.000933
    18078.027000       0.000600
    18081.107000       0.000381
    18084.189000       0.000238
    18087.271000       0.000147
    18090.355000       0.000089
    18093.439000       0.000054
    18096.525000       0.000032
    18099.611000       0.000018
    18102.697000       0.000011
    18105.786000       0.000006
    18108.876000       0.000003
    18111.967000       0.000002
    18115.059000       0.000001
    18118.152000       0.000001
    18121.246000       0.000000
    18124.341000       0.000000
    18127.437000       0.000000
    18130.532000       0.000000
    18133.631000       0.000000
    18136.730000       0.000000
    18139.830000       0.000000
    18142.932000       0.000000
    18146.034000       0.000000
