2, METOP-2 Channel 2 visible original file:  metop_a_doc_itt/A305 Calibration data/Spectral_Response/A305C002.INP
Number of data points:
1080
Wavenumber (cm-1)   Filter response
    13780.000000       0.365390
    13785.000000       0.360239
    13790.000000       0.355130
    13795.000000       0.350075
    13800.000000       0.345084
    13805.000000       0.340168
    13810.000000       0.335338
    13815.000000       0.330605
    13820.000000       0.325971
    13825.000000       0.321429
    13830.000000       0.316973
    13835.000000       0.312598
    13840.000000       0.308298
    13845.000000       0.304066
    13850.000000       0.299900
    13855.000000       0.295794
    13860.000000       0.291744
    13865.000000       0.287745
    13870.000000       0.283795
    13875.000000       0.279889
    13880.000000       0.276025
    13885.000000       0.272198
    13890.000000       0.268406
    13895.000000       0.264644
    13900.000000       0.260906
    13905.000000       0.257184
    13910.000000       0.253471
    13915.000000       0.249759
    13920.000000       0.246042
    13925.000000       0.242311
    13930.000000       0.238559
    13935.000000       0.234780
    13940.000000       0.230965
    13945.000000       0.227107
    13950.000000       0.223198
    13955.000000       0.219229
    13960.000000       0.215193
    13965.000000       0.211079
    13970.000000       0.206882
    13975.000000       0.202603
    13980.000000       0.198251
    13985.000000       0.193836
    13990.000000       0.189366
    13995.000000       0.184850
    14000.000000       0.180295
    14005.000000       0.175710
    14010.000000       0.171103
    14015.000000       0.166482
    14020.000000       0.161853
    14025.000000       0.157225
    14030.000000       0.152606
    14035.000000       0.148002
    14040.000000       0.143423
    14045.000000       0.138876
    14050.000000       0.134368
    14055.000000       0.129902
    14060.000000       0.125482
    14065.000000       0.121112
    14070.000000       0.116794
    14075.000000       0.112532
    14080.000000       0.108330
    14085.000000       0.104193
    14090.000000       0.100126
    14095.000000       0.096132
    14100.000000       0.092217
    14105.000000       0.088387
    14110.000000       0.084647
    14115.000000       0.081004
    14120.000000       0.077465
    14125.000000       0.074037
    14130.000000       0.070724
    14135.000000       0.067523
    14140.000000       0.064429
    14145.000000       0.061438
    14150.000000       0.058546
    14155.000000       0.055751
    14160.000000       0.053050
    14165.000000       0.050440
    14170.000000       0.047919
    14175.000000       0.045487
    14180.000000       0.043142
    14185.000000       0.040883
    14190.000000       0.038710
    14195.000000       0.036623
    14200.000000       0.034622
    14205.000000       0.032709
    14210.000000       0.030884
    14215.000000       0.029141
    14220.000000       0.027479
    14225.000000       0.025892
    14230.000000       0.024377
    14235.000000       0.022932
    14240.000000       0.021552
    14245.000000       0.020237
    14250.000000       0.018982
    14255.000000       0.017788
    14260.000000       0.016651
    14265.000000       0.015571
    14270.000000       0.014546
    14275.000000       0.013575
    14280.000000       0.012658
    14285.000000       0.011794
    14290.000000       0.010983
    14295.000000       0.010222
    14300.000000       0.009508
    14305.000000       0.008839
    14310.000000       0.008210
    14315.000000       0.007621
    14320.000000       0.007069
    14325.000000       0.006551
    14330.000000       0.006065
    14335.000000       0.005610
    14340.000000       0.005184
    14345.000000       0.004786
    14350.000000       0.004413
    14355.000000       0.004065
    14360.000000       0.003740
    14365.000000       0.003438
    14370.000000       0.003156
    14375.000000       0.002895
    14380.000000       0.002652
    14385.000000       0.002427
    14390.000000       0.002218
    14395.000000       0.002025
    14400.000000       0.001846
    14405.000000       0.001681
    14410.000000       0.001528
    14415.000000       0.001388
    14420.000000       0.001258
    14425.000000       0.001139
    14430.000000       0.001029
    14435.000000       0.000929
    14440.000000       0.000838
    14445.000000       0.000755
    14450.000000       0.000679
    14455.000000       0.000611
    14460.000000       0.000549
    14465.000000       0.000494
    14470.000000       0.000444
    14475.000000       0.000400
    14480.000000       0.000361
    14485.000000       0.000326
    14490.000000       0.000295
    14495.000000       0.000268
    14500.000000       0.000244
    14505.000000       0.000223
    14510.000000       0.000205
    14515.000000       0.000189
    14520.000000       0.000175
    14525.000000       0.000163
    14530.000000       0.000152
    14535.000000       0.000143
    14540.000000       0.000134
    14545.000000       0.000127
    14550.000000       0.000120
    14555.000000       0.000114
    14560.000000       0.000108
    14565.000000       0.000103
    14570.000000       0.000099
    14575.000000       0.000095
    14580.000000       0.000091
    14585.000000       0.000088
    14590.000000       0.000085
    14595.000000       0.000082
    14600.000000       0.000079
    14605.000000       0.000077
    14610.000000       0.000075
    14615.000000       0.000072
    14620.000000       0.000070
    14625.000000       0.000068
    14630.000000       0.000065
    14635.000000       0.000063
    14640.000000       0.000060
    14645.000000       0.000057
    14650.000000       0.000055
    14655.000000       0.000052
    14660.000000       0.000049
    14665.000000       0.000046
    14670.000000       0.000043
    14675.000000       0.000039
    14680.000000       0.000036
    14685.000000       0.000033
    14690.000000       0.000029
    14695.000000       0.000025
    14700.000000       0.000021
    14705.000000       0.000017
    14710.000000       0.000013
    14715.000000       0.000009
    14720.000000       0.000004
    14725.000000       0.000000
